"receiver_player_id","receiver_player_name","posteam","season","numGames","totalEPA","avgEPA","totalTD","numTgt","numRec","numYards","numFD","FDperTgt","recPerGame","tgtPerGame","yardsPerGame","catchPct","YAC","YACperRec","aDoT","player","tgt_share","wr_rank","num_rz_opps","conversion","explosive_rate","player_position","avg_separation","avg_intended_air_yards","catch_percentage","yac_above_expected","third_down_targets","third_down_conversions","third_down_rate","EPA_rank","td_rank","tgt_rank","YPG_rank","conversion_rank","explosive_rank","sep_rank","intended_air_rank","catch_rank","third_down_rank","yacOE_rank","yac_rank","myRank","myRankNum","TE_tier"
"00-0024389","D.Walker","TEN",2016,15,23.1747704642863,0.227203632002807,7,102,65,800,35,0.343137254901961,4.33333333333333,6.8,53.3333333333333,0.637254901960784,271,4.16923076923077,9.47058823529412,"Delanie Walker",0.204819277108434,2,17,0.353,0.176470588235294,"TE",2.85161365016314,9.65159432257752,64.0751148944426,-0.395797880030415,36,19,0.527777777777778,0.766666666666667,0.9,0.958333333333333,0.883333333333333,0.775862068965517,0.642857142857143,0.55,0.75,0.383333333333333,0.65,0.583333333333333,0.566666666666667,0.778392857142857,5,2
"00-0037744","T.McBride","ARI",2024,16,49.0713934193716,0.333819002852868,2,147,111,1146,63,0.428571428571429,6.9375,9.1875,71.625,0.755102040816326,513,4.62162162162162,6.13605442176871,"Trey McBride",0.269230769230769,1,22,0.091,0.142857142857143,"TE",3.41477383635198,6.71749224386724,75.9743695457981,0.699822860552999,27,14,0.518518518518518,0.946428571428571,0.375,1,0.982142857142857,0.2,0.5,0.303571428571429,0.625,0.607142857142857,0.759259259259259,0.625,0.410714285714286,0.773313492063492,5,2
"00-0027981","K.Rudolph","MIN",2016,16,30.5291019844286,0.229542120183674,7,133,83,840,50,0.37593984962406,5.1875,8.3125,52.5,0.62406015037594,359,4.32530120481928,6.48484848484848,"Kyle Rudolph",0.212121212121212,2,26,0.231,0.157894736842105,"TE",2.87029347692986,7.31864074417646,63.7925170068027,-0.884166579585654,43,17,0.395348837209302,0.883333333333333,0.85,0.979166666666667,0.866666666666667,0.448275862068966,0.553571428571429,0.583333333333333,0.316666666666667,0.366666666666667,0.333333333333333,0.283333333333333,0.616666666666667,0.771772563676633,6,2
"00-0030472","J.Reed","WAS",2016,12,29.7879786477877,0.330977540530974,7,90,66,686,41,0.455555555555556,5.5,7.5,57.1666666666667,0.733333333333333,264,4,7.23595505617978,"Jordan Reed",0.185185185185185,1,15,0.333,0.144444444444444,"TE",3.38588465137704,7.88867114290204,74.8323137536621,0.130243369710562,27,14,0.518518518518518,0.866666666666667,0.966666666666667,0.895833333333333,0.916666666666667,0.637931034482759,0.464285714285714,0.816666666666667,0.516666666666667,0.833333333333333,0.633333333333333,0.8,0.516666666666667,0.766617063492063,7,2
"00-0027061","J.Cook","NO",2019,14,36.4418851647367,0.560644387149795,9,65,43,705,32,0.492307692307692,3.07142857142857,4.64285714285714,50.3571428571429,0.661538461538462,254,5.90697674418605,10.3384615384615,"Jared Cook",0.125,3,10,0.5,0.369230769230769,"TE",2.48569534497742,9.38754052197802,62.0489926739927,2.4072698346743,20,9,0.45,0.935483870967742,0.951612903225806,0.666666666666667,0.854838709677419,0.827586206896552,1,0.129032258064516,0.741935483870968,0.370967741935484,0.548387096774194,0.951612903225806,0.838709677419355,0.764811827956989,4,1
"00-0034753","M.Andrews","BAL",2022,15,25.1884541858237,0.220951352507226,5,114,73,849,49,0.429824561403509,4.86666666666667,7.6,56.6,0.640350877192982,243,3.32876712328767,9.7787610619469,"Mark Andrews",0.252771618625277,1,19,0.263,0.228070175438596,"TE",3.00609111064868,9.81581942254218,62.4062211755796,0.147428516599765,28,14,0.5,0.923076923076923,0.784615384615385,1,0.953846153846154,0.467741935483871,0.901639344262295,0.230769230769231,0.876923076923077,0.369230769230769,0.75,0.4,0.15625,0.763519467213115,4,1
"00-0032392","A.Hooper","ATL",2019,13,25.5985575164537,0.258571288044987,7,99,75,789,41,0.414141414141414,5.76923076923077,7.61538461538461,60.6923076923077,0.757575757575758,335,4.46666666666667,6.48453608247423,"Austin Hooper",0.170103092783505,2,20,0.3,0.161616161616162,"TE",3.42683399737366,6.72898041242426,75.913468792703,0.320386403889434,18,9,0.5,0.887096774193548,0.935483870967742,0.907407407407407,0.935483870967742,0.586206896551724,0.540983606557377,0.661290322580645,0.403225806451613,0.741935483870968,0.661290322580645,0.435483870967742,0.387096774193548,0.75632038701843,5,2
"00-0033881","E.Engram","JAX",2022,17,33.7919223110723,0.334573488228439,4,101,73,768,33,0.326732673267327,4.29411764705882,5.94117647058824,45.1764705882353,0.722772277227723,465,6.36986301369863,6.26530612244898,"Evan Engram",0.160828025477707,3,12,0.167,0.148514851485149,"TE",3.41423629881091,5.7646216759431,74.0303545660689,1.10702797821328,25,11,0.44,0.953846153846154,0.646153846153846,0.765957446808511,0.861538461538462,0.274193548387097,0.508196721311475,0.430769230769231,0.323076923076923,0.753846153846154,0.671875,0.892307692307692,0.859375,0.754882370844625,5,2
"00-0038996","T.Kraft","GB",2024,17,37.2490273608456,0.524634188180924,7,71,50,709,30,0.422535211267606,2.94117647058824,4.17647058823529,41.7058823529412,0.704225352112676,456,9.12,5.34285714285714,"Tucker Kraft",0.140594059405941,3,16,0.375,0.23943661971831,"TE",4.69138996969118,4.58555753968254,73.452380952381,2.15969755267513,15,5,0.333333333333333,0.928571428571429,0.857142857142857,0.692307692307692,0.803571428571429,0.709090909090909,0.888888888888889,0.928571428571429,0.196428571428571,0.464285714285714,0.222222222222222,0.982142857142857,1,0.75412851037851,6,2
"00-0030549","T.Eifert","CIN",2016,8,24.7178451710735,0.525911599384543,5,47,29,394,23,0.48936170212766,3.625,5.875,49.25,0.617021276595745,132,4.55172413793103,7.80851063829787,"Tyler Eifert",0.160409556313993,3,11,0.455,0.148936170212766,"TE",2.8857421699371,8.63070341715023,62.5816677412422,-0.860388858566367,14,9,0.642857142857143,0.8,1,0.770833333333333,0.833333333333333,0.844827586206897,0.482142857142857,0.6,0.6,0.333333333333333,0.883333333333333,0.316666666666667,0.683333333333333,0.754077380952381,8,2
"00-0034351","D.Goedert","PHI",2023,14,16.1481283170258,0.194555762855733,4,83,59,592,33,0.397590361445783,4.21428571428571,5.92857142857143,42.2857142857143,0.710843373493976,319,5.40677966101695,5.36144578313253,"Dallas Goedert",0.169042769857434,3,10,0.3,0.168674698795181,"TE",3.14728250802476,5.12076926319999,73.5437420678385,0.938663564907763,21,12,0.571428571428571,0.711864406779661,0.745762711864407,0.857142857142857,0.796610169491525,0.701754385964912,0.631578947368421,0.254237288135593,0.254237288135593,0.593220338983051,0.842105263157895,0.779661016949153,0.76271186440678,0.753612845673506,4,1
"00-0033879","O.Howard","TB",2018,10,25.565039758827,0.532604994975563,5,48,34,565,28,0.583333333333333,3.4,4.8,56.5,0.708333333333333,209,6.14705882352941,11.8125,"O.J. Howard",0.109339407744875,5,7,0.571,0.416666666666667,"TE",2.40605716051657,10.2032083333333,70.2777777777778,1.38509588727334,5,2,0.4,0.859649122807018,0.87719298245614,0.63265306122449,0.947368421052632,0.910714285714286,1,0.087719298245614,0.859649122807018,0.649122807017544,0.464285714285714,0.859649122807018,0.789473684210526,0.753250984604368,4,1
"00-0035229","T.Hockenson","MIN",2023,15,31.8228879730231,0.250573921047426,5,127,95,960,48,0.377952755905512,6.33333333333333,8.46666666666667,64,0.748031496062992,336,3.53684210526316,7.68503937007874,"T.J. Hockenson",0.214527027027027,2,14,0.286,0.165354330708661,"TE",2.95828567219666,7.43172579908843,74.2935562437812,0.0433557290489691,37,19,0.513513513513513,0.88135593220339,0.830508474576271,0.982142857142857,0.983050847457627,0.631578947368421,0.614035087719298,0.152542372881356,0.745762711864407,0.64406779661017,0.701754385964912,0.406779661016949,0.135593220338983,0.749027207563113,5,2
