"receiver_player_id","receiver_player_name","posteam","season","numGames","totalEPA","avgEPA","totalTD","numTgt","numRec","numYards","numFD","FDperTgt","recPerGame","tgtPerGame","yardsPerGame","catchPct","YAC","YACperRec","aDoT","player","tgt_share","wr_rank","num_rz_opps","conversion","explosive_rate","player_position","avg_separation","avg_intended_air_yards","catch_percentage","yac_above_expected","third_down_targets","third_down_conversions","third_down_rate","EPA_rank","tgt_rank","YPG_rank","td_rank","conversion_rank","explosive_rank","sep_rank","intended_air_rank","catch_rank","third_down_rank","first_down_rank","yacOE_rank","YACperRec_rank","myRank","myRankNum","qbTier"
"00-0036554","N.Collins","HOU",2023,15,72.1568817488481,0.655971652262255,8,110,80,1299,53,0.481818181818182,5.33333333333333,7.33333333333333,86.6,0.727272727272727,549,6.8625,10.8807339449541,"Nico Collins",0.196043165467626,1,16,0.375,0.321100917431193,"WR",3.08917887223932,11.3741330228894,72.2082621761521,2.29899306918444,41,21,0.51219512195122,0.972602739726027,0.785714285714286,0.958904109589041,0.924657534246575,0.814814814814815,0.971428571428571,0.712328767123288,0.595890410958904,0.86986301369863,0.827586206896552,0.924657534246575,0.924137931034483,0.945205479452055,0.880296644551573,4,1
"00-0033040","T.Hill","KC",2018,16,81.7850790791754,0.596971380139967,12,137,87,1479,61,0.445255474452555,5.4375,8.5625,92.4375,0.635036496350365,527,6.05747126436782,14.7883211678832,"Tyreek Hill",0.22495894909688,2,16,0.312,0.262773722627737,"WR",3.13589064151759,15.4440090286723,62.2844924981035,1.38634694668434,34,17,0.5,0.93125,0.892561983471074,0.975,0.9625,0.682119205298013,0.865384615384615,0.75,0.89375,0.46875,0.6875,0.75625,0.849056603773585,0.86875,0.878344127463446,1,1
"00-0033921","C.Godwin","TB",2019,14,85.91458128293,0.704217879368279,9,122,86,1335,63,0.516393442622951,6.14285714285714,8.71428571428571,95.3571428571429,0.704918032786885,577,6.7093023255814,10.4710743801653,"Chris Godwin",0.20265780730897,2,15,0.333,0.278688524590164,"WR",2.70903819299907,10.5626037190083,69.2673925401198,2.52883120752796,32,17,0.53125,0.946745562130177,0.81203007518797,0.994082840236686,0.952662721893491,0.725490196078431,0.905660377358491,0.497041420118343,0.414201183431953,0.816568047337278,0.785714285714286,0.958579881656805,0.952095808383233,0.94047619047619,0.878316763547671,1,1
"00-0033127","W.Fuller","HOU",2020,10,58.2042131900343,0.776056175867125,8,75,53,879,38,0.506666666666667,5.3,7.5,87.9,0.706666666666667,291,5.49056603773585,12.5333333333333,"Will Fuller",0.190839694656489,2,8,0.375,0.28,"WR",3.01780291600977,12.1501575167257,72.1946084218811,0.837453749792786,15,11,0.733333333333333,0.951515151515152,0.771812080536913,0.975757575757576,0.96969696969697,0.811688311688312,0.90506329113924,0.563636363636364,0.654545454545455,0.787878787878788,0.963636363636364,0.921212121212121,0.715151515151515,0.810975609756098,0.876224967212756,2,1
"00-0032765","M.Thomas","NO",2019,16,98.9972282650876,0.535120152784257,9,185,149,1725,91,0.491891891891892,9.3125,11.5625,107.8125,0.805405405405405,579,3.88590604026846,8.09189189189189,"Michael Thomas",0.307308970099668,1,26,0.308,0.227027027027027,"WR",2.57189101351003,8.08111020383569,80.7526525418682,0.530711560607979,41,23,0.560975609756098,0.881656804733728,1,1,0.911242603550296,0.705882352941177,0.70440251572327,0.378698224852071,0.183431952662722,0.964497041420118,0.857142857142857,0.887573964497041,0.634730538922156,0.523809523809524,0.871116187198173,2,1
"00-0033040","T.Hill","KC",2020,15,75.1945785296829,0.55699687799765,15,135,87,1276,58,0.42962962962963,5.8,9,85.0666666666667,0.644444444444444,434,4.98850574712644,12.8814814814815,"Tyreek Hill",0.21669341894061,2,19,0.421,0.237037037037037,"WR",3.46028921757561,13.7027256693923,66.1680295013628,1.6687552845666,33,17,0.515151515151515,0.866666666666667,0.899328859060403,0.957575757575758,0.993939393939394,0.857142857142857,0.740506329113924,0.842424242424242,0.793939393939394,0.56969696969697,0.696969696969697,0.618181818181818,0.921212121212121,0.719512195121951,0.869533364690541,3,1
"00-0036358","C.Lamb","DAL",2022,17,61.7970730131325,0.396135083417517,9,156,107,1359,68,0.435897435897436,6.29411764705882,9.17647058823529,79.9411764705882,0.685897435897436,494,4.61682242990654,10.0320512820513,"CeeDee Lamb",0.267581475128645,1,15,0.333,0.269230769230769,"WR",3.21640723649987,9.93324312770563,70.4904678654679,0.887257294763311,42,19,0.452380952380952,0.805369127516778,0.972727272727273,0.953020134228188,0.939597315436242,0.792857142857143,0.888888888888889,0.731543624161074,0.402684563758389,0.791946308724832,0.61744966442953,0.778523489932886,0.691275167785235,0.624161073825503,0.86832035600492,1,1
"00-0036322","J.Jefferson","MIN",2022,17,75.3700368142258,0.407405604401221,8,185,128,1821,82,0.443243243243243,7.52941176470588,10.8823529411765,107.117647058824,0.691891891891892,613,4.7890625,10.1467391304348,"Justin Jefferson",0.256944444444444,1,31,0.194,0.259459459459459,"WR",3.17454561759529,10.0945055676906,68.0803146764245,0.682634502420083,45,25,0.555555555555556,0.832214765100671,0.945454545454545,1,0.885906040268456,0.485714285714286,0.861111111111111,0.704697986577181,0.436241610738255,0.697986577181208,0.838926174496644,0.818791946308725,0.630872483221476,0.691275167785235,0.866635651820216,2,1
"00-0035676","A.Brown","PHI",2024,13,61.8111660160473,0.637228515629354,7,97,67,1079,51,0.525773195876289,5.15384615384615,7.46153846153846,83,0.690721649484536,353,5.26865671641791,12.0412371134021,"A.J. Brown",0.284457478005865,1,11,0.364,0.34020618556701,"WR",2.08569828891339,12.6777541371,68.1120260037786,2.17432359338615,29,15,0.517241379310345,0.973684210526316,0.99236641221374,0.960526315789474,0.894736842105263,0.737931034482759,1,0.0657894736842105,0.736842105263158,0.69078947368421,0.802631578947368,0.980263157894737,0.927631578947368,0.743421052631579,0.86644061456616,5,2
"00-0036322","J.Jefferson","MIN",2021,17,77.7301302737944,0.457236060434085,10,170,108,1616,75,0.441176470588235,6.35294117647059,10,95.0588235294118,0.635294117647059,490,4.53703703703704,12.3532934131737,"Justin Jefferson",0.268987341772152,1,25,0.28,0.258823529411765,"WR",2.95101118787058,12.5328515196498,65.6789972385252,0.810797343768999,54,31,0.574074074074074,0.833333333333333,0.979865771812081,0.988095238095238,0.916666666666667,0.652173913043478,0.872611464968153,0.547619047619048,0.702380952380952,0.630952380952381,0.845238095238095,0.833333333333333,0.660714285714286,0.652694610778443,0.865823114234402,3,1
"00-0027793","A.Brown","PIT",2017,14,42.9175948138035,0.260106635235173,11,165,101,1535,71,0.43030303030303,7.21428571428571,11.7857142857143,109.642857142857,0.612121212121212,481,4.76237623762376,13.4171779141104,"Antonio Brown",0.297833935018051,1,23,0.261,0.224242424242424,"WR",2.69385167593782,13.7028896915979,61.5855572213338,1.00891608160511,41,19,0.463414634146341,0.695364238410596,0.991228070175439,1,0.986754966887417,0.673758865248227,0.816901408450704,0.635761589403974,0.76158940397351,0.655629139072848,0.721854304635762,0.781456953642384,0.821192052980132,0.686666666666667,0.862819915061187,1,1
"00-0033908","C.Kupp","LA",2018,8,35.6904458918328,0.648917198033323,6,55,40,566,25,0.454545454545455,5,6.875,70.75,0.727272727272727,303,7.575,8.36363636363637,"Cooper Kupp",0.190311418685121,3,11,0.273,0.2,"WR",3.60763654805779,8.27732007575758,75.3251262626263,2.05618838933992,14,8,0.571428571428571,0.95625,0.768595041322314,0.8625,0.9625,0.596026490066225,0.621794871794872,0.925,0.20625,0.875,0.8875,0.7875,0.930817610062893,0.95625,0.859630180425635,2,1
"00-0032765","M.Thomas","NO",2018,16,84.2330338304496,0.569142120476011,9,148,125,1405,75,0.506756756756757,7.8125,9.25,87.8125,0.844594594594595,514,4.112,7.71428571428571,"Michael Thomas",0.273567467652495,1,30,0.233,0.182432432432432,"WR",2.67848258679362,7.93485460270081,80.7245356664536,0.748697574419024,37,23,0.621621621621622,0.9125,0.991735537190083,0.9625,0.89375,0.47682119205298,0.544871794871795,0.4125,0.16875,0.94375,0.9625,0.9375,0.710691823899371,0.5125,0.858234278262687,3,1
"00-0035676","A.Brown","TEN",2020,14,65.5729433268161,0.618612672894492,12,106,70,1075,55,0.518867924528302,5,7.57142857142857,76.7857142857143,0.660377358490566,432,6.17142857142857,10.8490566037736,"A.J. Brown",0.236607142857143,1,12,0.667,0.226415094339623,"WR",2.43272284934045,11.1498851284634,66.486931307686,2.78414976612401,32,17,0.53125,0.896969696969697,0.966442953020134,0.933333333333333,0.981818181818182,0.967532467532468,0.70253164556962,0.187878787878788,0.515151515151515,0.587878787878788,0.751515151515151,0.927272727272727,0.981818181818182,0.920731707317073,0.857377894611998,4,1
