name,season,team,position,sacks,qb_hits,tfls,forced_fumbles,third_down_pressures,def_snaps,games_played,snap_pct,sacks_per_game,qb_hits_per_game,pressure_rate,tfls_per_game,composite_rank,ranking,tier
J.Houston,2018,KC,OLB,9,12,8,5,3,848,14,0.81,0.642857142857143,0.857142857142857,2.47641509433962,0.571428571428571,0.710154889486159,21,4
T.Flowers,2018,NE,DE,7.5,20,9,6,11,1869,34,0.87,0.220588235294118,0.588235294117647,1.47137506688068,0.264705882352941,0.709481594257136,22,4
O.Vernon,2018,NYG,OLB,7,21,5,1,7,665,11,0.860909090909091,0.636363636363636,1.90909090909091,4.21052631578947,0.454545454545455,0.702220369929348,23,4
M.Judon,2018,BAL,OLB,7,20,10,1,7,730,17,0.654705882352941,0.411764705882353,1.17647058823529,3.6986301369863,0.588235294117647,0.701473763594507,24,4
R.Gregory,2018,DAL,DE,6,15,7,2,6,523,16,0.51,0.375,0.9375,4.01529636711281,0.4375,0.697571445582281,25,4
C.Nassib,2018,TB,DE,6.5,14,12,2,5,598,15,0.618,0.433333333333333,0.933333333333333,3.42809364548495,0.8,0.697459117250139,26,4
R.Quinn,2018,MIA,DE,6.5,15,9,2,11,635,16,0.5825,0.40625,0.9375,3.38582677165354,0.5625,0.697245545991676,27,4
R.Okwara,2018,DET,OLB,7.5,14,8,1,9,716,15,0.77,0.5,0.933333333333333,3.00279329608939,0.533333333333333,0.667161115458329,28,4
T.Suggs,2018,BAL,OLB,7,15,13,1,7,792,17,0.717058823529412,0.411764705882353,0.88235294117647,2.77777777777778,0.764705882352941,0.664203778677463,29,4
B.Irvin,2018,ATL,DE,6.5,13,7,1,11,471,16,0.443125,0.40625,0.8125,4.14012738853503,0.4375,0.663927295614602,30,4
C.Long,2018,PHI,DE,6.5,20,3,2,12,687,18,0.587777777777778,0.361111111111111,1.11111111111111,3.85735080058224,0.166666666666667,0.661374873836174,31,4
M.Ioannidis,2018,WAS,DE,7.5,11,6,1,4,439,14,0.493571428571429,0.535714285714286,0.785714285714286,4.21412300683371,0.428571428571429,0.659603958992504,32,4
C.Wake,2018,MIA,DE,6,17,5,1,9,517,14,0.538571428571429,0.428571428571429,1.21428571428571,4.44874274661509,0.357142857142857,0.656286303995282,33,4
L.Alexander,2018,BUF,OLB,6.5,10,11,2,7,629,16,0.616875,0.40625,0.625,2.62321144674086,0.6875,0.64770302452965,34,4
M.Ingram,2018,LAC,DE,7,16,8,1,10,1042,32,0.49875,0.21875,0.5,2.20729366602687,0.25,0.604681840347475,35,4
J.Peppers,2018,CAR,DE,6,15,11,2,5,1271,32,0.5825,0.1875,0.46875,1.6522423288749,0.34375,0.597757005636263,36,5
J.Brown,2018,LAC,OLB,7,11,12,3,7,1488,79,0.292658227848101,0.0886075949367089,0.139240506329114,1.20967741935484,0.151898734177215,0.58614721759149,37,5
J.Jenkins,2018,KC,DE,7,15,8,3,5,2011,51,0.567843137254902,0.137254901960784,0.294117647058824,1.09398309298856,0.156862745098039,0.580782646661904,38,5
J.Jenkins,2018,NYJ,OLB,7,15,8,3,5,2011,51,0.567843137254902,0.137254901960784,0.294117647058824,1.09398309298856,0.156862745098039,0.580782646661904,39,5
S.Hubbard,2018,CIN,DE,6,9,7,1,9,508,16,0.453125,0.375,0.5625,2.95275590551181,0.4375,0.558198068701165,40,5
S.Lawson,2018,BUF,DE,4,12,5,2,5,440,14,0.502142857142857,0.285714285714286,0.857142857142857,3.63636363636364,0.357142857142857,0.557319599904739,41,5
H.Landry,2018,TEN,OLB,4.5,14,5,1,14,591,15,0.595333333333333,0.3,0.933333333333333,3.13028764805415,0.333333333333333,0.556727792331507,42,5
M.Davenport,2018,NO,DE,4.5,12,6,1,7,467,15,0.468666666666667,0.3,0.8,3.53319057815846,0.4,0.556077835992697,43,5
B.Dupree,2018,PIT,OLB,5.5,13,8,1,1,868,16,0.82875,0.34375,0.8125,2.13133640552995,0.5,0.543634992458522,44,5
A.Bailey,2018,KC,DE,6,10,5,2,7,959,18,0.717777777777778,0.333333333333333,0.555555555555556,1.66840458811262,0.277777777777778,0.535983567516075,45,5
T.Murphy,2018,BUF,DE,4,9,5,2,9,440,13,0.533076923076923,0.307692307692308,0.692307692307692,2.95454545454545,0.384615384615385,0.530241809274317,46,5
W.Mercilus,2018,HOU,OLB,4,14,5,2,4,825,17,0.724117647058824,0.235294117647059,0.823529411764706,2.18181818181818,0.294117647058824,0.523163536669729,47,5
B.Mayowa,2018,ARI,DE,4,11,11,1,1,550,15,0.508,0.266666666666667,0.733333333333333,2.72727272727273,0.733333333333333,0.507364253393665,48,5
T.Crawford,2018,DAL,DE,5.5,12,4,1,7,732,17,0.684117647058823,0.323529411764706,0.705882352941177,2.39071038251366,0.235294117647059,0.507201516234024,49,5
C.Matthews,2018,GB,OLB,3.5,12,7,1,10,756,16,0.706875,0.21875,0.75,2.05026455026455,0.4375,0.500398280769798,50,5
K.Turay,2018,IND,DE,4,13,1,1,8,424,16,0.400625,0.25,0.8125,4.00943396226415,0.0625,0.499749373433584,51,6
B.Graham,2018,PHI,DE,4,11,9,1,2,877,18,0.743333333333333,0.222222222222222,0.611111111111111,1.71037628278221,0.5,0.477776738225655,52,6
L.David,2018,TB,OLB,3.5,7,13,1,4,922,14,0.990714285714286,0.25,0.5,1.13882863340564,0.928571428571429,0.466960670908039,53,6
J.Martin,2018,NYJ,OLB,3,8,2,2,4,281,18,0.240555555555556,0.166666666666667,0.444444444444444,3.91459074733096,0.111111111111111,0.456078317966863,54,6
J.Martin,2018,SEA,DE,3,8,2,2,4,281,18,0.240555555555556,0.166666666666667,0.444444444444444,3.91459074733096,0.111111111111111,0.456078317966863,55,6
A.Clayborn,2018,NE,DE,2.5,13,3,1,8,412,17,0.365294117647059,0.147058823529412,0.764705882352941,3.7621359223301,0.176470588235294,0.449798393041427,56,6
D.Fowler,2018,LA,DE,4,6,5,2,6,766,18,0.646111111111111,0.222222222222222,0.333333333333333,1.30548302872063,0.277777777777778,0.435467373184091,57,6
S.Ebukam,2018,LA,OLB,3,6,6,3,4,794,19,0.66421052631579,0.157894736842105,0.31578947368421,1.13350125944584,0.31578947368421,0.421019494437451,58,6
J.Smith,2018,OAK,DE,4,7,8,2,5,1851,50,0.576,0.08,0.14,0.594273365748244,0.16,0.415502103675478,59,6
A.Gotsis,2018,DEN,DE,3,7,4,2,2,512,16,0.47625,0.1875,0.4375,1.953125,0.25,0.382618367184931,60,6
D.Lowry,2018,GB,DE,3,5,5,1,2,697,16,0.6625,0.1875,0.3125,1.14777618364419,0.3125,0.324579151498656,61,6
A.Anzalone,2018,NO,OLB,2,6,3,3,2,543,18,0.475,0.111111111111111,0.333333333333333,1.47329650092081,0.166666666666667,0.323347628120074,62,6
D.Hand,2018,DET,DE,3,2,4,2,2,455,13,0.565384615384615,0.230769230769231,0.153846153846154,1.0989010989011,0.307692307692308,0.309156828723392,63,6
M.Edwards,2018,NYG,DE,2,5,3,1,2,232,15,0.224666666666667,0.133333333333333,0.333333333333333,3.01724137931034,0.2,0.304944913187947,64,6
J.Collins,2018,CLE,OLB,2,3,7,1,5,1067,16,0.91875,0.125,0.1875,0.468603561387066,0.4375,0.287904064459792,65,6
D.Jordan,2018,SEA,DE,1.5,6,3,1,2,330,13,0.403076923076923,0.115384615384615,0.461538461538462,2.27272727272727,0.230769230769231,0.270906451649486,66,6
A.Branch,2018,MIA,DE,1.5,5,5,1,3,483,14,0.511428571428571,0.107142857142857,0.357142857142857,1.34575569358178,0.357142857142857,0.26864508556459,67,6
B.Orakpo,2018,TEN,OLB,1.5,7,3,1,2,573,13,0.683846153846154,0.115384615384615,0.538461538461538,1.48342059336824,0.230769230769231,0.261803887546922,68,6
M.Jack,2018,JAX,OLB,2.5,4,1,1,4,1024,16,1,0.15625,0.25,0.634765625,0.0625,0.237281183728552,69,6
N.Perry,2018,GB,OLB,1.5,3,2,1,1,302,9,0.507777777777778,0.166666666666667,0.333333333333333,1.49006622516556,0.222222222222222,0.205482654600302,70,6
K.Wynn,2018,NYG,DE,1.5,2,3,2,2,393,14,0.407857142857143,0.107142857142857,0.142857142857143,0.89058524173028,0.214285714285714,0.199926059492623,71,7
J.Jones,2018,ATL,DE,2.5,4,3,1,5,1524,85,0.270588235294118,0.0294117647058824,0.0470588235294118,0.426509186351706,0.0352941176470588,0.184755497340637,72,7
K.Grugier-Hill,2018,PHI,OLB,1,1,5,1,2,349,18,0.282777777777778,0.0555555555555556,0.0555555555555556,0.573065902578797,0.277777777777778,0.0957329976525023,73,7
E.Lee,2018,DET,DE,1,1,5,1,1,573,25,0.3288,0.04,0.04,0.349040139616056,0.2,0.082183257918552,74,7
D.Wilson,2018,DAL,OLB,1,2,2,1,1,306,18,0.262777777777778,0.0555555555555556,0.111111111111111,0.980392156862745,0.111111111111111,0.0787518853695324,75,7
S.Ray,2018,DEN,DE,1,1,1,1,2,253,11,0.329090909090909,0.0909090909090909,0.0909090909090909,0.790513833992095,0.0909090909090909,0.0639343551185656,76,7
D.Hunter,2018,MIN,DE,14.5,19,21,0,5,877,16,0.844375,0.90625,1.1875,3.81984036488027,1.3125,0,77,7
D.Buckner,2018,SF,DE,12,20,17,0,13,852,16,0.794375,0.75,1.25,3.75586854460094,1.0625,0,78,7
K.Fackrell,2018,GB,OLB,10.5,12,12,0,4,623,16,0.59125,0.65625,0.75,3.6115569823435,0.75,0,79,7
Y.Ngakoue,2018,JAX,DE,9.5,33,13,0,18,766,16,0.749375,0.59375,2.0625,5.54830287206266,0.8125,0,80,7
J.Allen,2018,WAS,DE,8,15,11,0,10,779,55,0.217818181818182,0.145454545454545,0.272727272727273,2.95250320924262,0.2,0,81,7
D.Kennard,2018,DET,OLB,7,14,9,0,10,864,15,0.946666666666667,0.466666666666667,0.933333333333333,2.43055555555556,0.6,0,82,7
H.Anderson,2018,NYJ,DE,7,16,7,0,16,668,16,0.59375,0.4375,1,3.44311377245509,0.4375,0,83,7
T.McKinley,2018,ATL,DE,7,15,7,0,13,618,15,0.606666666666667,0.466666666666667,1,3.55987055016181,0.466666666666667,0,84,7
C.Marsh,2018,SF,DE,5.5,14,7,0,8,550,16,0.509375,0.34375,0.875,3.54545454545455,0.4375,0,85,7
E.Griffen,2018,MIN,DE,5.5,13,5,0,6,584,11,0.798181818181818,0.5,1.18181818181818,3.16780821917808,0.454545454545455,0,86,7
J.Bosa,2018,LAC,DE,5.5,9,7,0,8,428,9,0.731111111111111,0.611111111111111,1,3.38785046728972,0.777777777777778,0,87,7
J.Sheard,2018,IND,DE,5.5,13,14,0,4,945,18,0.786111111111111,0.305555555555556,0.722222222222222,1.95767195767196,0.777777777777778,0,88,7
R.Blair,2018,SF,DE,5.5,14,10,0,8,534,16,0.491875,0.34375,0.875,3.65168539325843,0.625,0,89,7
S.Tuitt,2018,PIT,DE,5.5,20,7,0,10,693,14,0.753571428571429,0.392857142857143,1.42857142857143,3.67965367965368,0.5,0,90,7
B.Copeland,2018,NYJ,DE,5,14,8,0,8,611,16,0.544375,0.3125,0.875,3.10965630114566,0.5,0,91,7
I.Rochell,2018,LAC,DE,5,7,6,0,6,588,18,0.497777777777778,0.277777777777778,0.388888888888889,2.04081632653061,0.333333333333333,0,92,7
L.Williams,2018,NYJ,DE,5,20,11,0,8,866,16,0.785625,0.3125,1.25,2.88683602771363,0.6875,0,93,7
V.Beasley,2018,ATL,OLB,5,8,7,0,6,701,16,0.634375,0.3125,0.5,1.85449358059914,0.4375,0,94,7
D.Wise,2018,NE,DE,4.5,16,4,0,8,462,17,0.417647058823529,0.264705882352941,0.941176470588235,4.43722943722944,0.235294117647059,0,95,7
A.Okafor,2018,NO,DE,4,9,5,0,4,730,18,0.641666666666667,0.222222222222222,0.5,1.78082191780822,0.277777777777778,0,96,7
L.Carter,2018,NYG,OLB,4,10,7,0,5,441,15,0.432,0.266666666666667,0.666666666666667,3.17460317460317,0.466666666666667,0,97,7
L.Floyd,2018,CHI,OLB,4,11,9,0,2,854,17,0.76764705882353,0.235294117647059,0.647058823529412,1.75644028103044,0.529411764705882,0,98,7
P.Smith,2018,WAS,OLB,4,16,5,0,7,834,16,0.80625,0.25,1,2.39808153477218,0.3125,0,99,7
C.Covington,2018,HOU,DE,3.5,8,4,0,6,283,18,0.238888888888889,0.194444444444444,0.444444444444444,4.06360424028269,0.222222222222222,0,100,7
S.Thompson,2018,CAR,OLB,3.5,6,4,1,0,598,14,0.67,0.25,0.428571428571429,1.58862876254181,0.285714285714286,0,101,7
Z.Moore,2018,ARI,DE,3.5,5,4,0,5,245,16,0.21625,0.21875,0.3125,3.46938775510204,0.25,0,102,7
A.Armstead,2018,SF,DE,3,12,6,0,4,608,16,0.56625,0.1875,0.75,2.46710526315789,0.375,0,103,7
A.Barr,2018,MIN,OLB,3,4,8,1,0,808,13,0.963846153846154,0.230769230769231,0.307692307692308,0.866336633663366,0.615384615384615,0,104,7
A.Lynch,2018,CHI,DE,3,8,4,0,5,353,13,0.400769230769231,0.230769230769231,0.615384615384615,3.11614730878187,0.307692307692308,0,105,7
E.Ogbah,2018,CLE,DE,3,8,3,0,5,806,14,0.772142857142857,0.214285714285714,0.571428571428571,1.36476426799007,0.214285714285714,0,106,7
R.Robertson-Harris,2018,CHI,DE,3,11,3,0,7,367,17,0.329411764705882,0.176470588235294,0.647058823529412,3.81471389645777,0.176470588235294,0,107,7
S.Barrett,2018,DEN,OLB,3,7,6,0,4,275,13,0.313076923076923,0.230769230769231,0.538461538461538,3.63636363636364,0.461538461538462,0,108,7
S.Weatherly,2018,MIN,DE,3,8,6,1,0,523,16,0.51375,0.1875,0.5,2.10325047801147,0.375,0,109,7
D.Barnett,2018,PHI,DE,2.5,11,5,0,0,234,6,0.611666666666667,0.416666666666667,1.83333333333333,5.76923076923077,0.833333333333333,0,110,7
M.Golden,2018,ARI,DE,2.5,6,5,0,5,393,11,0.540909090909091,0.227272727272727,0.545454545454545,2.16284987277354,0.454545454545455,0,111,7
T.Davis,2018,CAR,OLB,2.5,11,11,0,7,1835,44,0.63,0.0568181818181818,0.25,0.735694822888283,0.25,0,112,7
V.Curry,2018,TB,DE,2.5,7,5,0,4,445,12,0.553333333333333,0.208333333333333,0.583333333333333,2.13483146067416,0.416666666666667,0,113,7
A.Klein,2018,NO,OLB,2,4,7,0,1,735,18,0.635555555555556,0.111111111111111,0.222222222222222,0.816326530612245,0.388888888888889,0,114,7
C.Harris,2018,MIA,DE,2,6,3,0,3,1094,39,0.409230769230769,0.0512820512820513,0.153846153846154,0.731261425959781,0.0769230769230769,0,115,7
E.Wilson,2018,MIN,OLB,2,5,4,0,1,336,16,0.3075,0.125,0.3125,2.08333333333333,0.25,0,116,7
J.Simon,2018,NE,DE,2,3,2,0,4,270,14,0.318571428571429,0.142857142857143,0.214285714285714,1.85185185185185,0.142857142857143,0,117,7
N.Bradham,2018,PHI,OLB,2,4,4,0,3,1054,17,0.948235294117647,0.117647058823529,0.235294117647059,0.569259962049336,0.235294117647059,0,118,7
T.Williams,2018,BAL,OLB,2,3,3,0,2,1588,66,0.366818181818182,0.0303030303030303,0.0454545454545455,0.314861460957179,0.0454545454545455,0,119,7
T.Young,2018,LA,OLB,2,2,5,0,2,614,17,0.554117647058823,0.117647058823529,0.117647058823529,0.651465798045603,0.294117647058824,0,120,7
A.Chickillo,2018,PIT,OLB,1.5,3,4,0,3,295,16,0.286875,0.09375,0.1875,1.52542372881356,0.25,0,121,7
D.Campbell,2018,ATL,OLB,1.5,3,4,0,4,901,16,0.820625,0.09375,0.1875,0.499445061043285,0.25,0,122,7
D.Wolfe,2018,DEN,DE,1.5,6,3,0,4,709,16,0.6625,0.09375,0.375,1.05782792665726,0.1875,0,123,7
J.Evans,2018,CIN,OLB,1.5,2,2,0,0,1115,24,0.674166666666667,0.0625,0.0833333333333333,0.31390134529148,0.0833333333333333,0,124,7
K.Martin,2018,NYG,OLB,1.5,10,5,0,3,610,16,0.560625,0.09375,0.625,1.88524590163934,0.3125,0,125,7
N.Hewitt,2018,NYJ,OLB,1.5,4,1,0,1,267,16,0.23125,0.09375,0.25,2.05992509363296,0.0625,0,126,7
S.Finch,2018,TEN,OLB,1.5,2,3,2,0,206,15,0.212,0.1,0.133333333333333,1.69902912621359,0.2,0,127,7
S.Harris,2018,DEN,DE,1.5,7,8,0,1,390,16,0.36,0.09375,0.4375,2.17948717948718,0.5,0,128,7
W.Horton,2018,CAR,DE,1.5,2,2,0,0,472,16,0.47375,0.09375,0.125,0.741525423728814,0.125,0,129,7
Z.Kerr,2018,DEN,DE,1.5,3,2,0,0,394,16,0.364375,0.09375,0.1875,1.14213197969543,0.125,0,130,7
A.Blackson,2018,HOU,DE,1,2,1,0,0,451,17,0.397058823529412,0.0588235294117647,0.117647058823529,0.665188470066519,0.0588235294117647,0,131,7
A.Johnson,2018,IND,DE,1,1,1,0,0,399,17,0.357058823529412,0.0588235294117647,0.0588235294117647,0.50125313283208,0.0588235294117647,0,132,7
A.Key,2018,OAK,DE,1,11,4,0,6,644,16,0.625625,0.0625,0.6875,1.86335403726708,0.25,0,133,7
B.Jackson,2018,SEA,DE,1,2,3,0,2,258,9,0.465555555555556,0.111111111111111,0.222222222222222,1.16279069767442,0.333333333333333,0,134,7
B.Mingo,2018,SEA,OLB,1,2,3,2,0,544,17,0.508235294117647,0.0588235294117647,0.117647058823529,0.551470588235294,0.176470588235294,0,135,7
B.Reed,2018,ATL,DE,1,4,0,1,2,458,16,0.41875,0.0625,0.25,1.09170305676856,0,0,136,7
C.Barwin,2018,NYG,OLB,1,4,1,0,1,289,15,0.287333333333333,0.0666666666666667,0.266666666666667,1.73010380622837,0.0666666666666667,0,137,7
C.Lawson,2018,CIN,DE,1,8,1,0,0,225,7,0.432857142857143,0.142857142857143,1.14285714285714,4,0.142857142857143,0,138,7
C.Smith,2018,CLE,DE,1,2,4,1,0,336,16,0.29,0.0625,0.125,0.892857142857143,0.25,0,139,7
C.Wormley,2018,BAL,DE,1,2,2,0,0,429,17,0.388235294117647,0.0588235294117647,0.117647058823529,0.699300699300699,0.117647058823529,0,140,7
D.Jackson,2018,JAX,DE,1,1,4,1,0,896,32,0.4503125,0.03125,0.03125,0.223214285714286,0.125,0,141,7
D.Jones,2018,DAL,DE,1,7,6,1,0,1253,48,0.38,0.0208333333333333,0.145833333333333,0.638467677573823,0.125,0,142,7
D.Jones,2018,TEN,DE,1,7,6,1,0,1253,48,0.38,0.0208333333333333,0.145833333333333,0.638467677573823,0.125,0,143,7
E.Westbrooks,2018,LA,DE,1,2,1,0,0,223,19,0.185789473684211,0.0526315789473684,0.105263157894737,1.34529147982063,0.0526315789473684,0,144,7
J.Mauro,2018,NYG,DE,1,1,4,0,0,270,12,0.320833333333333,0.0833333333333333,0.0833333333333333,0.740740740740741,0.333333333333333,0,145,7
J.Willis,2018,CIN,DE,1,5,4,0,2,537,16,0.468125,0.0625,0.3125,1.11731843575419,0.25,0,146,7
K.Emanuel,2018,LAC,OLB,1,2,4,0,2,254,18,0.216666666666667,0.0555555555555556,0.111111111111111,1.18110236220472,0.222222222222222,0,147,7
M.Longacre,2018,LA,OLB,1,6,0,0,0,287,16,0.29125,0.0625,0.375,2.4390243902439,0,0,148,7
M.Milano,2018,BUF,OLB,1,3,12,0,3,741,13,0.904615384615385,0.0769230769230769,0.230769230769231,0.539811066126856,0.923076923076923,0,149,7
R.Green,2018,SEA,DE,1,1,1,0,2,201,10,0.326,0.1,0.1,0.995024875621891,0.1,0,150,7
S.Thomas,2018,SF,DE,1,6,3,0,1,663,22,0.449090909090909,0.0454545454545455,0.272727272727273,1.05580693815988,0.136363636363636,0,151,7
T.Charlton,2018,DAL,DE,1,4,5,0,3,427,13,0.486923076923077,0.0769230769230769,0.307692307692308,1.17096018735363,0.384615384615385,0,152,7
W.Gholston,2018,TB,DE,1,7,1,0,1,402,16,0.379375,0.0625,0.4375,1.99004975124378,0.0625,0,153,7
B.Urban,2018,BAL,DE,0.5,1,2,0,0,562,17,0.505882352941176,0.0294117647058824,0.0588235294117647,0.266903914590747,0.117647058823529,0,154,7
D.Armstrong,2018,DAL,DE,0.5,3,1,0,0,273,15,0.282666666666667,0.0333333333333333,0.2,1.28205128205128,0.0666666666666667,0,155,7
D.Morgan,2018,TEN,OLB,0.5,4,0,0,3,532,24,0.32875,0.0208333333333333,0.166666666666667,0.845864661654135,0,0,156,7
M.Johnson,2018,CIN,DE,0.5,2,2,0,0,467,20,0.332,0.025,0.1,0.535331905781585,0.1,0,157,7
S.Barrett,2019,TB,OLB,19.5,37,19,6,18,889,16,0.789375,1.21875,2.3125,6.35545556805399,1.1875,0.978902710897093,1,1
T.Watt,2019,PIT,OLB,14.5,36,14,8,8,935,16,0.863125,0.90625,2.25,5.40106951871658,0.875,0.938912698412698,2,1
M.Judon,2019,BAL,OLB,9.5,33,14,4,16,839,17,0.81,0.558823529411765,1.94117647058824,5.06555423122765,0.823529411764706,0.894969502407705,3,1
Z.Smith,2019,GB,OLB,13.5,37,17,1,19,977,18,0.846666666666667,0.75,2.05555555555556,5.16888433981576,0.944444444444444,0.881738095238095,4,1
J.Bosa,2019,LAC,DE,11.5,31,18,1,24,836,16,0.860625,0.71875,1.9375,5.08373205741627,1.125,0.868571428571429,5,1
D.Hunter,2019,MIN,DE,14.5,22,15,3,11,993,18,0.817222222222222,0.805555555555556,1.22222222222222,3.67573011077543,0.833333333333333,0.860879614767255,6,2
R.Quinn,2019,DAL,DE,11.5,22,13,2,13,647,14,0.680714285714286,0.821428571428571,1.57142857142857,5.17774343122102,0.928571428571429,0.856131977884787,7,2
J.Houston,2019,IND,DE,11,18,13,2,14,674,16,0.655625,0.6875,1.125,4.3026706231454,0.8125,0.830393882646692,8,2
M.Garrett,2019,CLE,DE,10,18,11,2,9,546,10,0.814,1,1.8,5.12820512820513,1.1,0.826425628678438,9,2
B.Dupree,2019,PIT,OLB,11.5,17,16,4,9,980,16,0.906875,0.71875,1.0625,2.90816326530612,1,0.817302835741038,10,2
C.Dunlap,2019,CIN,DE,9,21,13,2,13,740,14,0.811428571428571,0.642857142857143,1.5,4.05405405405405,0.928571428571429,0.811917692170501,11,3
D.Fowler,2019,LA,OLB,11.5,16,16,2,9,880,16,0.7975,0.71875,1,3.125,1,0.788711342964152,12,3
J.Allen,2019,WAS,DE,14.5,28,15,2,20,1356,62,0.320645161290323,0.233870967741935,0.451612903225806,3.13421828908555,0.241935483870968,0.787870073122882,13,3
J.Allen,2019,JAX,DE,14.5,28,15,2,20,1356,62,0.320645161290323,0.233870967741935,0.451612903225806,3.13421828908555,0.241935483870968,0.787870073122882,14,3
P.Smith,2019,GB,OLB,12,23,11,1,16,968,18,0.838333333333333,0.666666666666667,1.27777777777778,3.61570247933884,0.611111111111111,0.781928571428571,15,3
N.Bosa,2019,SF,DE,9,25,16,1,11,924,19,0.763157894736842,0.473684210526316,1.31578947368421,3.67965367965368,0.842105263157895,0.765428571428571,16,3
M.Crosby,2019,OAK,DE,10,14,16,4,9,750,34,0.339705882352941,0.294117647058824,0.411764705882353,3.2,0.470588235294118,0.762017121455324,17,3
A.Armstead,2019,SF,DE,10,18,11,2,14,916,19,0.755789473684211,0.526315789473684,0.947368421052632,3.05676855895197,0.578947368421053,0.756822454075263,18,3
J.Pierre-Paul,2019,TB,OLB,8.5,16,9,2,6,586,10,0.836,0.85,1.6,4.18088737201365,0.9,0.756036739789549,19,3
Y.Ngakoue,2019,JAX,DE,8,15,13,4,9,790,15,0.798,0.533333333333333,1,2.91139240506329,0.866666666666667,0.73423140716961,20,3
C.Campbell,2019,JAX,DE,6.5,25,10,2,13,818,16,0.77625,0.40625,1.5625,3.85085574572127,0.625,0.728631977884787,21,4
B.Graham,2019,PHI,DE,8.5,17,15,1,17,811,17,0.755882352941176,0.5,1,3.1442663378545,0.88235294117647,0.723261904761905,22,4
D.Barnett,2019,PHI,DE,6.5,22,10,2,10,748,15,0.772,0.433333333333333,1.46666666666667,3.81016042780749,0.666666666666667,0.715393882646692,23,4
S.Lawson,2019,BUF,DE,6.5,18,13,1,10,522,16,0.50375,0.40625,1.125,4.69348659003831,0.8125,0.696873015873016,24,4
M.Addison,2019,CAR,DE,9.5,14,6,2,12,729,15,0.707333333333333,0.633333333333333,0.933333333333333,3.2235939643347,0.4,0.696862136614946,25,4
T.Flowers,2019,DET,DE,9,23,10,3,14,1809,32,0.8284375,0.28125,0.71875,1.76893311221669,0.3125,0.690538344925985,26,4
C.Jones,2019,ARI,OLB,14,27,10,4,18,2699,99,0.390909090909091,0.141414141414141,0.272727272727273,1.51908114116339,0.101010101010101,0.684985375423578,27,4
F.Clark,2019,KC,DE,8,14,12,3,10,891,17,0.75235294117647,0.470588235294118,0.823529411764706,2.46913580246914,0.705882352941177,0.684681202068842,28,4
B.Mayowa,2019,OAK,DE,7,10,5,3,15,302,15,0.314666666666667,0.466666666666667,0.666666666666667,5.62913907284768,0.333333333333333,0.67180024968789,29,4
K.Mack,2019,CHI,OLB,8.5,14,8,5,3,925,16,0.864375,0.53125,0.875,2.43243243243243,0.5,0.665763688246834,30,4
M.Davenport,2019,NO,DE,6,16,5,3,7,532,13,0.613076923076923,0.461538461538462,1.23076923076923,4.13533834586466,0.384615384615385,0.657768503656144,31,4
C.Matthews,2019,LA,OLB,8,11,9,2,5,614,13,0.686153846153846,0.615384615384615,0.846153846153846,3.09446254071661,0.692307692307692,0.648854200107009,32,4
W.Mercilus,2019,HOU,OLB,7.5,16,9,4,5,1075,18,0.875555555555556,0.416666666666667,0.888888888888889,2.18604651162791,0.5,0.648659978598181,33,4
I.Odenigbo,2019,MIN,DE,7,13,7,1,12,404,18,0.327777777777778,0.388888888888889,0.722222222222222,4.95049504950495,0.388888888888889,0.637198412698413,34,4
S.Hubbard,2019,CIN,DE,8.5,13,10,1,11,853,15,0.836666666666667,0.566666666666667,0.866666666666667,2.52051582649472,0.666666666666667,0.635214285714286,35,4
H.Landry,2019,TEN,OLB,9,14,12,1,10,1170,19,0.878421052631579,0.473684210526316,0.736842105263158,1.96581196581197,0.631578947368421,0.633373015873016,36,5
D.Buckner,2019,SF,DE,7.5,14,9,2,12,954,19,0.793684210526316,0.394736842105263,0.736842105263158,2.25366876310273,0.473684210526316,0.627576422329231,37,5
D.Wolfe,2019,DEN,DE,7,12,8,1,10,525,12,0.665833333333333,0.583333333333333,1,3.61904761904762,0.666666666666667,0.626801587301587,38,5
V.Beasley,2019,ATL,DE,8,12,8,2,6,757,16,0.734375,0.5,0.75,2.64200792602378,0.5,0.619393882646692,39,5
J.Jenkins,2019,NYJ,OLB,9,14,11,2,9,2094,46,0.65695652173913,0.195652173913043,0.304347826086957,1.09837631327603,0.239130434782609,0.585497057249866,40,5
D.Kennard,2019,DET,OLB,7,15,9,1,7,936,16,0.82375,0.4375,0.9375,2.35042735042735,0.5625,0.582103174603175,41,5
E.Ogbah,2019,KC,DE,5.5,11,6,1,8,411,10,0.579,0.55,1.1,4.01459854014599,0.6,0.571912698412698,42,5
D.Ford,2019,SF,DE,6.5,6,6,2,7,324,14,0.379285714285714,0.464285714285714,0.428571428571429,3.85802469135802,0.428571428571429,0.569481184233993,43,5
J.Watt,2019,HOU,DE,4,21,4,1,6,554,10,0.821,0.4,2.1,4.51263537906137,0.4,0.559873015873016,44,5
R.Kerrigan,2019,WAS,OLB,5.5,14,6,1,7,642,12,0.765833333333333,0.458333333333333,1.16666666666667,3.03738317757009,0.5,0.54981746031746,45,5
T.Suggs,2019,KC,OLB,6.5,9,9,4,4,795,18,0.622777777777778,0.361111111111111,0.5,1.9496855345912,0.5,0.543104423042625,46,5
C.Nassib,2019,TB,OLB,6,11,8,1,6,630,14,0.634285714285714,0.428571428571429,0.785714285714286,2.6984126984127,0.571428571428571,0.531515873015873,47,5
