name,season,team,position,sacks,qb_hits,tfls,forced_fumbles,third_down_pressures,def_snaps,games_played,snap_pct,sacks_per_game,qb_hits_per_game,pressure_rate,tfls_per_game,composite_rank,ranking,tier
L.Hall,2022,TB,DE,2.5,6,5,0,6,423,18,0.355555555555556,0.138888888888889,0.333333333333333,2.00945626477541,0.277777777777778,0,118,7
M.Clemons,2022,NYJ,DE,2.5,6,4,0,1,311,16,0.29125,0.15625,0.375,2.73311897106109,0.25,0,119,7
M.Golden,2022,ARI,OLB,2.5,20,7,0,8,781,17,0.702941176470588,0.147058823529412,1.17647058823529,2.8809218950064,0.411764705882353,0,120,7
W.Gay,2022,KC,OLB,2.5,4,9,0,2,738,16,0.6875,0.15625,0.25,0.880758807588076,0.5625,0,121,7
Y.Gross-Matos,2022,CAR,DE,2.5,10,5,0,6,846,17,0.734705882352941,0.147058823529412,0.588235294117647,1.47754137115839,0.294117647058824,0,122,7
A.Ogundeji,2022,ATL,OLB,2,1,3,0,0,542,16,0.52,0.125,0.0625,0.55350553505535,0.1875,0,123,7
C.Ferrell,2022,LV,DE,2,8,3,0,4,494,16,0.471875,0.125,0.5,2.02429149797571,0.1875,0,124,7
C.Rumph,2022,LAC,OLB,2,6,2,0,4,306,16,0.311875,0.125,0.375,2.61437908496732,0.125,0,125,7
C.Sample,2022,CIN,DE,2,7,4,0,3,481,19,0.386315789473684,0.105263157894737,0.368421052631579,1.87110187110187,0.210526315789474,0,126,7
J.Cooper,2022,DEN,OLB,2,7,2,0,2,441,14,0.472142857142857,0.142857142857143,0.5,2.04081632653061,0.142857142857143,0,127,7
J.Okwara,2022,DET,OLB,2,3,3,0,0,222,10,0.316,0.2,0.3,2.25225225225225,0.3,0,128,7
R.Anderson,2022,PIT,OLB,2,2,3,0,2,221,30,0.109666666666667,0.0666666666666667,0.0666666666666667,1.80995475113122,0.1,0,129,7
S.Harris,2022,SEA,DE,2,6,5,0,5,593,16,0.54875,0.125,0.375,1.34907251264755,0.3125,0,130,7
T.Kpassagnon,2022,NO,DE,2,6,3,0,2,356,15,0.356,0.133333333333333,0.4,2.24719101123596,0.2,0,131,7
A.Gotsis,2022,JAX,DE,1.5,8,3,0,2,315,17,0.264705882352941,0.0882352941176471,0.470588235294118,3.01587301587302,0.176470588235294,0,132,7
D.Harris,2022,HOU,DE,1.5,3,3,0,0,373,45,0.119333333333333,0.0333333333333333,0.0666666666666667,1.20643431635389,0.0666666666666667,0,133,7
D.Robinson,2022,CHI,DE,1.5,2,2,0,3,550,35,0.244857142857143,0.0428571428571429,0.0571428571428571,0.636363636363636,0.0571428571428571,0,134,7
J.Greenard,2022,HOU,DE,1.5,4,6,0,0,284,8,0.49125,0.1875,0.5,1.93661971830986,0.75,0,135,7
M.Milano,2022,BUF,OLB,1.5,7,12,0,3,1092,17,0.961176470588235,0.0882352941176471,0.411764705882353,0.778388278388278,0.705882352941177,0,136,7
N.Bonitto,2022,DEN,OLB,1.5,3,1,1,0,357,15,0.353333333333333,0.1,0.2,1.26050420168067,0.0666666666666667,0,137,7
A.Anderson,2022,ATL,DE,1,1,2,0,0,433,16,0.418125,0.0625,0.0625,0.46189376443418,0.125,0,138,7
A.Barr,2022,DAL,OLB,1,4,2,0,2,708,16,0.641875,0.0625,0.25,0.706214689265537,0.125,0,139,7
B.Urban,2022,BAL,DE,1,1,2,0,2,310,17,0.281176470588235,0.0588235294117647,0.0588235294117647,0.645161290322581,0.117647058823529,0,140,7
C.Golston,2022,DAL,DE,1,2,2,0,0,278,17,0.239411764705882,0.0588235294117647,0.117647058823529,1.07913669064748,0.117647058823529,0,141,7
C.Toohill,2022,WAS,DE,1,6,2,0,1,348,16,0.354375,0.0625,0.375,2.01149425287356,0.125,0,142,7
D.Johnson,2022,SEA,OLB,1,1,2,0,2,363,55,0.105090909090909,0.0181818181818182,0.0181818181818182,0.550964187327824,0.0363636363636364,0,143,7
D.Malone,2022,ATL,OLB,1,2,4,0,1,216,15,0.220666666666667,0.0666666666666667,0.133333333333333,1.38888888888889,0.266666666666667,0,144,7
E.Ogbah,2022,MIA,DE,1,7,1,0,1,328,9,0.562222222222222,0.111111111111111,0.777777777777778,2.4390243902439,0.111111111111111,0,145,7
E.Speed,2022,IND,OLB,1,1,7,2,0,314,17,0.277647058823529,0.0588235294117647,0.0588235294117647,0.636942675159236,0.411764705882353,0,146,7
G.Pratt,2022,CIN,OLB,1,1,6,1,0,900,18,0.773888888888889,0.0555555555555556,0.0555555555555556,0.222222222222222,0.333333333333333,0,147,7
J.Hansen,2022,HOU,OLB,1,2,2,1,0,205,11,0.270909090909091,0.0909090909090909,0.181818181818182,1.46341463414634,0.181818181818182,0,148,7
J.Ledbetter,2022,JAX,DE,1,3,2,0,0,286,15,0.284,0.0666666666666667,0.2,1.3986013986014,0.133333333333333,0,149,7
J.Ledbetter,2022,ARI,DE,1,3,2,0,0,286,15,0.284,0.0666666666666667,0.2,1.3986013986014,0.133333333333333,0,150,7
J.Smith,2022,JAX,OLB,1,2,3,0,0,724,40,0.2695,0.025,0.05,0.414364640883978,0.075,0,151,7
K.Hyder,2022,SF,DE,1,4,1,0,0,409,19,0.337368421052632,0.0526315789473684,0.210526315789474,1.22249388753056,0.0526315789473684,0,152,7
L.Chenal,2022,KC,OLB,1,3,3,0,0,295,20,0.2175,0.05,0.15,1.35593220338983,0.15,0,153,7
M.Henningsen,2022,DEN,DE,1,1,2,0,0,229,17,0.196470588235294,0.0588235294117647,0.0588235294117647,0.873362445414847,0.117647058823529,0,154,7
M.Reed,2022,PIT,OLB,1,4,1,0,2,396,14,0.435,0.0714285714285714,0.285714285714286,1.26262626262626,0.0714285714285714,0,155,7
N.Suh,2022,PHI,DE,1,2,0,0,0,224,11,0.347272727272727,0.0909090909090909,0.181818181818182,1.33928571428571,0,0,156,7
R.Quinn,2022,PHI,OLB,1,5,2,0,2,416,16,0.4075,0.0625,0.3125,1.44230769230769,0.125,0,157,7
S.Takitaki,2022,CLE,OLB,1,1,4,1,0,497,12,0.648333333333333,0.0833333333333333,0.0833333333333333,0.402414486921529,0.333333333333333,0,158,7
T.Fox,2022,NYG,OLB,1,1,3,0,0,327,18,0.270555555555556,0.0555555555555556,0.0555555555555556,0.611620795107034,0.166666666666667,0,159,7
T.Hall,2022,NE,OLB,1,1,2,0,2,219,7,0.482857142857143,0.142857142857143,0.142857142857143,0.91324200913242,0.285714285714286,0,160,7
C.Littleton,2022,CAR,OLB,0.5,2,1,0,1,373,15,0.360666666666667,0.0333333333333333,0.133333333333333,0.670241286863271,0.0666666666666667,0,161,7
C.Wormley,2022,PIT,DE,0.5,1,3,1,0,338,13,0.400769230769231,0.0384615384615385,0.0769230769230769,0.443786982248521,0.230769230769231,0,162,7
D.Lowry,2022,GB,DE,0.5,5,1,0,0,482,15,0.521333333333333,0.0333333333333333,0.333333333333333,1.14107883817427,0.0666666666666667,0,163,7
K.Alexander,2022,NYJ,OLB,0.5,2,6,1,0,559,17,0.491764705882353,0.0294117647058824,0.117647058823529,0.447227191413238,0.352941176470588,0,164,7
M.Davenport,2022,NO,DE,0.5,8,2,0,3,490,15,0.494666666666667,0.0333333333333333,0.533333333333333,1.73469387755102,0.133333333333333,0,165,7
S.Thompson,2022,CAR,OLB,0.5,3,8,0,2,1090,25,0.6448,0.02,0.12,0.321100917431193,0.32,0,166,7
T.Watt,2023,PIT,OLB,19,36,19,4,22,931,17,0.823529411764706,1.11764705882353,2.11764705882353,5.90762620837809,1.11764705882353,0.983122471825249,1,1
M.Garrett,2023,CLE,DE,14,30,17,4,17,851,17,0.814117647058824,0.823529411764706,1.76470588235294,5.17038777908343,1,0.956236980810418,2,1
K.Mack,2023,LAC,DE,17,22,21,5,20,934,17,0.814705882352941,1,1.29411764705882,4.17558886509636,1.23529411764706,0.941449085837906,3,1
T.Hendrickson,2023,CIN,DE,17.5,25,16,3,12,744,17,0.677058823529412,1.02941176470588,1.47058823529412,5.71236559139785,0.941176470588235,0.935403275230496,4,1
D.Hunter,2023,MIN,OLB,16.5,22,23,4,13,1006,17,0.89,0.970588235294118,1.29411764705882,3.82703777335984,1.35294117647059,0.92129304977854,5,1
M.Crosby,2023,LV,DE,14.5,31,23,2,17,1081,20,0.81,0.725,1.55,4.20906567992599,1.15,0.914326781253878,6,2
M.Sweat,2023,CHI,DE,12.5,25,14,3,11,763,17,0.699411764705882,0.735294117647059,1.47058823529412,4.91480996068152,0.823529411764706,0.905300119766294,7,2
J.Allen,2023,JAX,OLB,23,52,27,2,31,1748,52,0.501923076923077,0.442307692307692,1,4.29061784897025,0.519230769230769,0.904287878787879,8,2
A.Hutchinson,2023,DET,DE,11.5,33,14,3,13,1148,20,0.8985,0.575,1.65,3.87630662020906,0.7,0.896774572321038,9,2
N.Bosa,2023,SF,DE,10.5,35,16,2,16,1022,20,0.7785,0.525,1.75,4.45205479452055,0.8,0.881232848333792,10,2
M.Parsons,2023,DAL,OLB,14,33,18,1,20,912,18,0.805555555555556,0.777777777777778,1.83333333333333,5.15350877192982,1,0.880800157530441,11,3
B.Chubb,2023,MIA,OLB,11,22,11,6,12,836,16,0.8125,0.6875,1.375,3.94736842105263,0.6875,0.870554051283711,12,3
J.Greenard,2023,HOU,DE,12.5,22,15,1,15,697,17,0.61235294117647,0.735294117647059,1.29411764705882,4.94978479196557,0.88235294117647,0.83724112947168,13,3
D.Autry,2023,TEN,DE,11.5,17,12,2,14,768,17,0.669411764705882,0.676470588235294,1,3.7109375,0.705882352941177,0.812695321561709,14,3
S.Ebukam,2023,IND,DE,9.5,17,10,3,14,702,17,0.6,0.558823529411765,1,3.77492877492877,0.588235294117647,0.799745949795264,15,3
K.Thibodeaux,2023,NYG,OLB,11.5,16,12,3,10,981,17,0.872941176470588,0.676470588235294,0.941176470588235,2.8032619775739,0.705882352941177,0.79624641645222,16,3
H.Reddick,2023,PHI,OLB,11,23,13,1,9,911,18,0.734444444444444,0.611111111111111,1.27777777777778,3.73216245883644,0.722222222222222,0.781678300721295,17,3
M.Koonce,2023,LV,DE,8,17,9,3,10,500,17,0.442941176470588,0.470588235294118,1,5,0.529411764705882,0.773232004035369,18,3
J.Clowney,2023,BAL,OLB,9.5,19,9,2,11,749,19,0.583684210526316,0.5,1,3.80507343124166,0.473684210526316,0.769592433143973,19,3
R.Gary,2023,GB,OLB,9,22,7,2,14,667,19,0.543157894736842,0.473684210526316,1.15789473684211,4.64767616191904,0.368421052631579,0.768556001532145,20,3
Z.Sieler,2023,MIA,DE,10,22,11,1,14,923,18,0.777777777777778,0.555555555555556,1.22222222222222,3.46695557963164,0.611111111111111,0.754330207001473,21,4
L.Floyd,2023,BUF,DE,10.5,19,9,1,9,628,19,0.523157894736842,0.552631578947368,1,4.69745222929936,0.473684210526316,0.74982612038131,22,4
N.Bonitto,2023,DEN,OLB,8,20,13,1,9,524,15,0.515333333333333,0.533333333333333,1.33333333333333,5.34351145038168,0.866666666666667,0.74852678556978,23,4
C.Wilkins,2023,MIA,DE,9,23,10,1,16,967,18,0.813333333333333,0.5,1.27777777777778,3.30920372285419,0.555555555555556,0.740663003544435,24,4
C.Granderson,2023,NO,DE,8.5,20,14,1,17,874,17,0.79,0.5,1.17647058823529,3.26086956521739,0.823529411764706,0.736974970463042,25,4
D.Odeyingbo,2023,IND,DE,8,17,9,2,10,622,17,0.532352941176471,0.470588235294118,1,4.01929260450161,0.529411764705882,0.733883519186884,26,4
D.Lawrence,2023,DAL,DE,8.5,29,17,1,19,1357,34,0.61735294117647,0.25,0.852941176470588,2.76344878408253,0.5,0.721757440885623,27,4
B.Burns,2023,CAR,OLB,8,18,16,1,11,814,16,0.833125,0.5,1.125,3.19410319410319,1,0.715636409492827,28,4
D.Jones,2023,SEA,DE,10,22,18,3,12,1883,72,0.399166666666667,0.138888888888889,0.305555555555556,1.69941582580988,0.25,0.692218870204628,29,4
D.Jones,2023,CHI,DE,10,22,18,3,12,1883,72,0.399166666666667,0.138888888888889,0.305555555555556,1.69941582580988,0.25,0.692218870204628,30,4
J.Sweat,2023,PHI,DE,6.5,23,7,2,10,875,18,0.706666666666667,0.361111111111111,1.27777777777778,3.37142857142857,0.388888888888889,0.687788914604475,31,4
T.Walker,2023,JAX,OLB,11,22,12,1,10,1410,34,0.645294117647059,0.323529411764706,0.647058823529412,2.34042553191489,0.352941176470588,0.68424641645222,32,4
B.Mafe,2023,SEA,OLB,9,16,9,1,9,808,16,0.723125,0.5625,1,3.09405940594059,0.5625,0.673886726441916,33,4
P.Smith,2023,GB,OLB,8,21,4,2,11,839,19,0.664736842105263,0.421052631578947,1.10526315789474,3.4564958283671,0.210526315789474,0.668609432404875,34,4
A.Highsmith,2023,PIT,OLB,7,18,8,2,8,975,18,0.814444444444444,0.388888888888889,1,2.56410256410256,0.444444444444444,0.661993979316038,35,4
Z.Smith,2023,CLE,DE,5.5,20,8,1,10,607,17,0.581176470588235,0.323529411764706,1.17647058823529,4.20098846787479,0.470588235294118,0.657903844390136,36,5
C.Omenihu,2023,KC,DE,7,11,5,2,11,503,14,0.554285714285714,0.5,0.785714285714286,3.57852882703777,0.357142857142857,0.647127909862377,37,5
K.Paye,2023,IND,DE,8.5,9,8,2,9,700,16,0.62875,0.53125,0.5625,2.5,0.5,0.644300991039108,38,5
G.Rousseau,2023,BUF,DE,5,18,13,1,7,659,18,0.600555555555556,0.277777777777778,1,3.49013657056146,0.722222222222222,0.637784914302361,39,5
C.Campbell,2023,ATL,DE,6.5,17,10,1,10,717,21,0.509047619047619,0.30952380952381,0.80952380952381,3.27754532775453,0.476190476190476,0.633463711352442,40,5
J.Bosa,2023,LAC,DE,6.5,9,6,1,12,320,9,0.514444444444444,0.722222222222222,1,4.84375,0.666666666666667,0.633218870204628,41,5
Z.Allen,2023,DEN,DE,5,24,8,1,13,911,17,0.807058823529412,0.294117647058824,1.41176470588235,3.18331503841932,0.470588235294118,0.630662968477727,42,5
J.Cooper,2023,DEN,OLB,8.5,13,8,1,9,836,17,0.737647058823529,0.5,0.764705882352941,2.57177033492823,0.470588235294118,0.628861597099714,43,5
K.Clark,2023,GB,DE,7.5,16,11,2,14,1377,33,0.626666666666667,0.227272727272727,0.484848484848485,1.70660856935367,0.333333333333333,0.62449687366814,44,5
B.Young,2023,LA,OLB,8,19,8,2,6,1122,40,0.425,0.2,0.475,2.40641711229947,0.2,0.620400968920107,45,5
J.Johnson,2023,NYJ,OLB,8.5,17,12,3,9,1652,71,0.357323943661972,0.119718309859155,0.23943661971831,1.54358353510896,0.169014084507042,0.616537502495131,46,5
A.Ebiketie,2023,ATL,OLB,6,12,3,2,12,384,17,0.341176470588235,0.352941176470588,0.705882352941177,4.6875,0.176470588235294,0.605659372791472,47,5
A.Epenesa,2023,BUF,DE,6.5,10,7,1,9,436,17,0.409411764705882,0.382352941176471,0.588235294117647,3.78440366972477,0.411764705882353,0.595792121859507,48,5
D.Gardeck,2023,ARI,OLB,6,12,7,1,12,510,17,0.460588235294118,0.352941176470588,0.705882352941177,3.52941176470588,0.411764705882353,0.593522270056808,49,5
Y.Diaby,2023,TB,OLB,7.5,8,12,1,7,590,19,0.470526315789474,0.394736842105263,0.421052631578947,2.6271186440678,0.631578947368421,0.588219873651955,50,5
Q.Jefferson,2023,NYJ,DE,6,13,4,1,4,469,14,0.490714285714286,0.428571428571429,0.928571428571429,4.05117270788913,0.285714285714286,0.566858602942366,51,6
B.Dupree,2023,ATL,OLB,6.5,8,8,2,5,724,16,0.6775,0.40625,0.5,2.00276243093923,0.5,0.563601145872109,52,6
O.Oweh,2023,BAL,OLB,5,12,4,2,5,492,15,0.482666666666667,0.333333333333333,0.8,3.45528455284553,0.266666666666667,0.556006910838849,53,6
T.Tuipulotu,2023,LAC,DE,4.5,12,8,2,11,852,17,0.74235294117647,0.264705882352941,0.705882352941177,1.93661971830986,0.470588235294118,0.550446091680558,54,6
A.Key,2023,TEN,OLB,6,12,4,2,2,728,17,0.631764705882353,0.352941176470588,0.705882352941177,2.47252747252747,0.235294117647059,0.526856280447343,55,6
D.Taylor,2023,ARI,OLB,5.5,8,7,1,5,522,17,0.438823529411765,0.323529411764706,0.470588235294118,2.58620689655172,0.411764705882353,0.496486216086448,56,6
D.Taylor,2023,SEA,OLB,5.5,8,7,1,5,522,17,0.438823529411765,0.323529411764706,0.470588235294118,2.58620689655172,0.411764705882353,0.496486216086448,57,6
M.Hoecht,2023,LA,OLB,6,11,7,1,6,1018,18,0.86,0.333333333333333,0.611111111111111,1.66994106090373,0.388888888888889,0.49552846337687,58,6
J.Davis,2023,WAS,OLB,5.5,8,10,3,2,1357,48,0.4225,0.114583333333333,0.166666666666667,0.994841562269713,0.208333333333333,0.488207352139878,59,6
E.Ogbah,2023,MIA,DE,5,8,3,1,3,284,16,0.256875,0.3125,0.5,4.5774647887324,0.1875,0.483872710548605,60,6
C.Ferrell,2023,SF,DE,3.5,13,6,1,2,471,17,0.431176470588235,0.205882352941176,0.764705882352941,3.5031847133758,0.352941176470588,0.483092791903367,61,6
S.Williams,2023,DAL,DE,4.5,7,5,1,5,311,18,0.276111111111111,0.25,0.388888888888889,3.69774919614148,0.277777777777778,0.478782964053927,62,6
D.Fowler,2023,DAL,DE,4,7,5,1,2,274,18,0.245555555555556,0.222222222222222,0.388888888888889,4.01459854014599,0.277777777777778,0.465571727601815,63,6
A.Wright,2023,CLE,DE,5,5,6,2,3,410,17,0.378823529411765,0.294117647058824,0.294117647058824,2.4390243902439,0.352941176470588,0.465462510992064,64,6
V.Dimukeje,2023,ARI,OLB,4,8,5,1,5,386,16,0.368125,0.25,0.5,3.10880829015544,0.3125,0.453146600417564,65,6
S.Barrett,2023,TB,OLB,4.5,9,3,3,2,747,18,0.626666666666667,0.25,0.5,1.80722891566265,0.166666666666667,0.437245415702332,66,6
L.Carter,2023,ATL,OLB,3,9,6,1,7,431,17,0.377058823529412,0.176470588235294,0.529411764705882,2.78422273781903,0.352941176470588,0.421110487103544,67,6
J.Ward,2023,NYG,DE,5,9,5,2,5,1203,52,0.34,0.0961538461538462,0.173076923076923,1.16375727348296,0.0961538461538462,0.415252661023624,68,6
U.Nwosu,2023,SEA,OLB,2,6,4,2,3,283,6,0.671666666666667,0.333333333333333,1,2.82685512367491,0.666666666666667,0.406574484384525,69,6
N.Morrow,2023,PHI,OLB,3,5,12,1,4,898,16,0.825625,0.1875,0.3125,0.89086859688196,0.75,0.37279541003771,70,6
C.Harris,2023,DET,DE,3.5,8,9,1,1,1161,31,0.568709677419355,0.112903225806452,0.258064516129032,0.99052540913006,0.290322580645161,0.367171840354767,71,7
D.Wise,2023,NE,DE,4.5,6,3,1,4,614,16,0.57,0.28125,0.375,1.71009771986971,0.1875,0.352505313954931,72,7
D.Wise,2023,KC,DE,4.5,6,3,1,4,614,16,0.57,0.28125,0.375,1.71009771986971,0.1875,0.352505313954931,73,7
T.Wilson,2023,LV,DE,3.5,8,2,1,2,493,17,0.432352941176471,0.205882352941176,0.470588235294118,2.33265720081136,0.117647058823529,0.327691091977277,74,7
R.Spillane,2023,LV,OLB,3.5,4,7,1,3,1101,17,0.971764705882353,0.205882352941176,0.235294117647059,0.681198910081744,0.411764705882353,0.326932577510911,75,7
K.Enagbare,2023,GB,OLB,2,6,8,1,1,492,18,0.401111111111111,0.111111111111111,0.333333333333333,1.6260162601626,0.444444444444444,0.289177014042868,76,7
D.Jackson,2023,SF,DE,3,3,7,2,4,1687,62,0.424677419354839,0.0483870967741935,0.0483870967741935,0.3556609365738,0.112903225806452,0.283004574856631,77,7
G.Pratt,2023,CIN,OLB,2,3,7,2,1,977,17,0.887058823529412,0.117647058823529,0.176470588235294,0.511770726714432,0.411764705882353,0.282334811529933,78,7
E.Speed,2023,IND,OLB,1,2,12,3,3,728,16,0.665625,0.0625,0.125,0.412087912087912,0.75,0.279980988449566,79,7
F.Anudike-Uzomah,2023,KC,DE,0.5,7,2,1,3,225,18,0.185,0.0277777777777778,0.388888888888889,3.33333333333333,0.111111111111111,0.240015356520519,80,7
Z.Franklin,2023,IND,OLB,1.5,3,3,2,4,1089,16,0.990625,0.09375,0.1875,0.413223140495868,0.1875,0.22909622304584,81,7
K.Alexander,2023,PIT,OLB,1,2,5,1,3,362,9,0.553333333333333,0.111111111111111,0.222222222222222,0.828729281767956,0.555555555555556,0.170077810326876,82,7
W.Gay,2023,KC,OLB,1,3,4,1,1,697,19,0.577368421052632,0.0526315789473684,0.157894736842105,0.573888091822095,0.210526315789474,0.12909793052476,83,7
C.Jones,2023,LV,DE,10.5,29,13,0,12,1030,50,0.3148,0.21,0.58,3.83495145631068,0.26,0,84,7
H.Landry,2023,TEN,OLB,10.5,21,14,0,13,841,17,0.73,0.61764705882353,1.23529411764706,3.74554102259215,0.823529411764706,0,85,7
B.Huff,2023,NYJ,DE,10,21,10,0,17,480,17,0.430588235294118,0.588235294117647,1.23529411764706,6.45833333333333,0.588235294117647,0,86,7
J.Phillips,2023,MIA,OLB,9,16,9,0,13,759,22,0.530454545454545,0.409090909090909,0.727272727272727,3.29380764163373,0.409090909090909,0,87,7
D.Wonnum,2023,MIN,OLB,8,15,7,0,10,828,15,0.833333333333333,0.533333333333333,1,2.77777777777778,0.466666666666667,0,88,7
C.Young,2023,SF,DE,7.5,15,7,0,10,1096,35,0.460857142857143,0.214285714285714,0.428571428571429,2.0529197080292,0.2,0,89,7
D.Armstrong,2023,DAL,DE,7.5,12,7,0,8,468,18,0.419444444444444,0.416666666666667,0.666666666666667,4.16666666666667,0.388888888888889,0,90,7
W.Anderson,2023,HOU,DE,7,22,10,0,13,696,17,0.610588235294118,0.411764705882353,1.29411764705882,4.16666666666667,0.588235294117647,0,91,7
M.Danna,2023,KC,DE,6.5,13,7,0,11,932,20,0.7315,0.325,0.65,2.09227467811159,0.35,0,92,7
S.Hubbard,2023,CIN,DE,6,17,7,0,0,714,15,0.738,0.4,1.13333333333333,3.22128851540616,0.466666666666667,0,93,7
D.Wyatt,2023,GB,DE,5.5,11,6,0,6,644,19,0.508421052631579,0.289473684210526,0.578947368421053,2.56211180124224,0.31578947368421,0,94,7
C.Toohill,2023,WAS,DE,5,7,6,0,4,495,16,0.455625,0.3125,0.4375,2.42424242424242,0.375,0,95,7
O.Okoronkwo,2023,CLE,DE,4.5,8,12,0,7,461,15,0.518666666666667,0.3,0.533333333333333,2.7114967462039,0.8,0,96,7
Y.Gross-Matos,2023,CAR,OLB,4.5,10,7,0,3,466,12,0.630833333333333,0.375,0.833333333333333,3.11158798283262,0.583333333333333,0,97,7
B.Ojulari,2023,ARI,OLB,4,6,5,0,4,409,17,0.379411764705882,0.235294117647059,0.352941176470588,2.44498777506112,0.294117647058824,0,98,7
C.Kancey,2023,TB,DE,4,12,10,0,7,663,16,0.623125,0.25,0.75,2.4132730015083,0.625,0,99,7
M.Golden,2023,PIT,OLB,4,10,6,0,3,281,17,0.246470588235294,0.235294117647059,0.588235294117647,4.98220640569395,0.352941176470588,0,100,7
Y.Ngakoue,2023,CHI,DE,4,7,6,0,7,592,13,0.720769230769231,0.307692307692308,0.538461538461538,1.85810810810811,0.461538461538462,0,101,7
D.Stills,2023,ARI,DE,3.5,5,5,0,2,533,15,0.545333333333333,0.233333333333333,0.333333333333333,1.59474671669794,0.333333333333333,0,102,7
D.Walker,2023,CHI,DE,3.5,16,9,0,6,713,17,0.667647058823529,0.205882352941176,0.941176470588235,2.73492286115007,0.529411764705882,0,103,7
J.Franklin-Myers,2023,NYJ,DE,3.5,14,6,0,7,627,17,0.547058823529412,0.205882352941176,0.823529411764706,2.79106858054226,0.352941176470588,0,104,7
J.Owusu-Koramoah,2023,CLE,OLB,3.5,5,20,1,0,807,17,0.76764705882353,0.205882352941176,0.294117647058824,1.05328376703841,1.17647058823529,0,105,7
R.Gregory,2023,SF,OLB,3.5,10,6,0,6,488,19,0.380526315789474,0.184210526315789,0.526315789473684,2.76639344262295,0.31578947368421,0,106,7
T.Kpassagnon,2023,NO,DE,3.5,9,4,0,8,405,17,0.367647058823529,0.205882352941176,0.529411764705882,3.08641975308642,0.235294117647059,0,107,7
Z.Collins,2023,ARI,OLB,3.5,6,6,0,4,637,17,0.583529411764706,0.205882352941176,0.352941176470588,1.49136577708006,0.352941176470588,0,108,7
A.Nelson,2023,TB,OLB,3,6,7,0,0,446,18,0.376111111111111,0.166666666666667,0.333333333333333,2.01793721973094,0.388888888888889,0,109,7
B.Graham,2023,PHI,DE,3,6,4,0,3,428,18,0.345555555555556,0.166666666666667,0.333333333333333,2.10280373831776,0.222222222222222,0,110,7
B.Urban,2023,BAL,DE,3,6,5,0,2,310,19,0.238421052631579,0.157894736842105,0.31578947368421,2.90322580645161,0.263157894736842,0,111,7
J.Hughes,2023,HOU,DE,3,3,4,1,0,475,17,0.414117647058824,0.176470588235294,0.176470588235294,1.26315789473684,0.235294117647059,0,112,7
J.Martin,2023,IND,DE,3,4,2,0,0,293,28,0.157142857142857,0.107142857142857,0.142857142857143,2.38907849829352,0.0714285714285714,0,113,7
J.Martin,2023,NYG,DE,3,4,2,0,0,293,28,0.157142857142857,0.107142857142857,0.142857142857143,2.38907849829352,0.0714285714285714,0,114,7
J.Uche,2023,NE,OLB,3,6,3,0,7,331,15,0.335333333333333,0.2,0.4,2.7190332326284,0.2,0,115,7
K.White,2023,NE,DE,3,7,12,0,3,1230,27,0.673703703703704,0.111111111111111,0.259259259259259,0.813008130081301,0.444444444444444,0,116,7
L.Chenal,2023,KC,OLB,3,7,8,0,3,523,21,0.389047619047619,0.142857142857143,0.333333333333333,1.91204588910134,0.380952380952381,0,117,7
M.Edwards,2023,SEA,DE,3,7,7,1,0,1203,36,0.504722222222222,0.0833333333333333,0.194444444444444,0.831255195344971,0.194444444444444,0,118,7
M.Murphy,2023,CIN,DE,3,3,3,0,0,305,17,0.281176470588235,0.176470588235294,0.176470588235294,1.9672131147541,0.176470588235294,0,119,7
Z.Harrison,2023,ATL,DE,3,5,4,0,2,342,16,0.316875,0.1875,0.3125,2.33918128654971,0.25,0,120,7
A.Ojulari,2023,NYG,DE,2.5,7,3,0,5,423,11,0.585454545454545,0.227272727272727,0.636363636363636,2.24586288416076,0.272727272727273,0,121,7
D.Barnett,2023,HOU,DE,2.5,11,9,0,1,416,16,0.39125,0.15625,0.6875,3.24519230769231,0.5625,0,122,7
B.Washington,2023,BAL,DE,2,5,3,0,0,453,18,0.372222222222222,0.111111111111111,0.277777777777778,1.54525386313466,0.166666666666667,0,123,7
C.Jordan,2023,NO,DE,2,6,3,0,1,771,17,0.693529411764706,0.117647058823529,0.352941176470588,1.03761348897536,0.176470588235294,0,124,7
D.Johnson,2023,CAR,OLB,2,2,3,1,0,544,69,0.118405797101449,0.0289855072463768,0.0289855072463768,0.735294117647059,0.0434782608695652,0,125,7
D.Johnson,2023,DAL,DE,2,2,3,1,0,544,69,0.118405797101449,0.0289855072463768,0.0289855072463768,0.735294117647059,0.0434782608695652,0,126,7
J.Bullard,2023,MIN,DE,2,2,3,1,0,644,17,0.572941176470588,0.117647058823529,0.117647058823529,0.62111801242236,0.176470588235294,0,127,7
J.Cominsky,2023,DET,DE,2,8,2,0,3,666,19,0.55421052631579,0.105263157894737,0.421052631578947,1.5015015015015,0.105263157894737,0,128,7
J.Williams,2023,LA,DE,2,4,5,0,2,1104,108,0.153240740740741,0.0185185185185185,0.037037037037037,0.543478260869565,0.0462962962962963,0,129,7
K.Chaisson,2023,JAX,OLB,2,8,4,0,3,283,17,0.258823529411765,0.117647058823529,0.470588235294118,3.53356890459364,0.235294117647059,0,130,7
R.Green,2023,CHI,DE,2,5,2,0,2,385,17,0.354117647058824,0.117647058823529,0.294117647058824,1.81818181818182,0.117647058823529,0,131,7
