"","player_name","week","season","team","opponent_team","targets","receptions","receiving_yards","receiving_tds","catch_rate","target_share","receiving_air_yards","receiving_yards_after_catch","air_yards_share","racr","wopr","receiving_epa","rec_epa_per_target","yards_per_target","yards_per_reception","air_yards_per_target","yac_per_reception","avg_separation","avg_cushion","yac_above_expected","explosive_catches","fantasy_points","fantasy_points_ppr"
"23","J.Jones",8,2022,"TB","BAL",4,2,21,1,50,0.0952380952380952,26,5,0.0887372013651877,0.807692307692308,0.204973183812774,3.1231822706759,0.780795567668974,5.25,10.5,6.5,2.5,NA,NA,NA,1,8.1,10.1
"24","J.Jones",9,2022,"TB","LA",5,2,28,0,40,0.0909090909090909,61,13,0.221818181818182,0.459016393442623,0.291636363636364,0.226217332505732,0.0452434665011464,5.6,14,12.2,6.5,2.31070582463883,9.326,3.75961359704528,1,2.8,4.8
"25","J.Jones",10,2022,"TB","SEA",5,3,53,1,60,0.172413793103448,73,30,0.279693486590038,0.726027397260274,0.454406130268199,4.38520346075529,0.877040692151059,10.6,17.6666666666667,14.6,10,3.11237108246958,4.258,1.5086807539623,1,11.3,14.3
"26","J.Jones",12,2022,"TB","CLE",4,3,40,0,75,0.0952380952380952,67,9,0.194767441860465,0.597014925373134,0.279194352159468,-0.601155308191665,-0.150288827047916,10,13.3333333333333,16.75,3,NA,NA,NA,1,5.5,8.5
"27","J.Jones",13,2022,"TB","NO",6,3,28,0,50,0.113207547169811,97,12,0.313915857605178,0.288659793814433,0.389552421078342,-0.680098781362176,-0.113349796893696,4.66666666666667,9.33333333333333,16.1666666666667,4,2.03142467702676,4.94666666666667,2.02678920503452,1,2.8,5.8
"28","J.Jones",14,2022,"TB","SF",8,5,38,0,62.5,0.156862745098039,80,16,0.238095238095238,0.475,0.401960784313726,0.748111073189648,0.093513884148706,4.75,7.6,10,3.2,3.85402427916425,5.87625,-0.210938935844299,1,3.8,8.8
"29","J.Jones",16,2022,"TB","ARI",2,1,5,0,50,0.0416666666666667,22,3,0.0969162995594714,0.227272727272727,0.13034140969163,-1.44584379982567,-0.722921899912837,2.5,5,11,3,NA,NA,NA,0,0.5,1.5
"30","J.Jones",17,2022,"TB","CAR",2,1,10,0,50,0.0476190476190476,16,7,0.0471976401179941,0.625,0.104466919511167,-1.21766581694524,-0.608832908472618,5,10,8,7,NA,NA,NA,0,2.3,3.3
"31","J.Jones",19,2022,"TB","DAL",11,7,74,1,63.6363636363636,0.180327868852459,72,17,0.197802197802198,1.02777777777778,0.408953341740227,3.25113129144302,0.295557390131183,6.72727272727273,10.5714285714286,6.54545454545455,2.42857142857143,2.41278917217563,4.602,-0.052854553707613,1,13.4,20.4
"32","R.Cobb",1,2022,"GB","MIN",3,2,14,0,66.6666666666667,0.0857142857142857,55,4,0.261904761904762,0.254545454545455,0.311904761904762,0.889277842652518,0.296425947550839,4.66666666666667,7,18.3333333333333,2,NA,NA,NA,0,1.4,3.4
"33","R.Cobb",2,2022,"GB","CHI",3,3,37,0,100,0.12,29,8,0.20863309352518,1.27586206896552,0.326043165467626,3.45300611713901,1.15100203904634,12.3333333333333,12.3333333333333,9.66666666666667,2.66666666666667,NA,NA,NA,1,3.7,6.7
"34","R.Cobb",3,2022,"GB","TB",2,2,57,0,100,0.0588235294117647,10,47,0.0564971751412429,5.7,0.127783316716517,4.51597384136403,2.25798692068201,28.5,28.5,5,23.5,NA,NA,NA,1,5.7,7.7
"35","R.Cobb",4,2022,"GB","NE",4,3,42,0,75,0.125,63,7,0.21,0.666666666666667,0.3345,3.02916811016621,0.757292027541553,10.5,14,15.75,2.33333333333333,NA,NA,NA,1,4.2,7.2
"36","R.Cobb",5,2022,"GB","NYG",13,7,99,0,53.8461538461538,0.333333333333333,122,60,0.419243986254296,0.811475409836066,0.793470790378007,3.9597702753963,0.304597713492023,7.61538461538461,14.1428571428571,9.38461538461539,8.57142857142857,2.37403378837604,5.47363636363636,2.13295934457337,1,9.9,16.9
"37","R.Cobb",6,2022,"GB","NYJ",1,1,8,0,100,0.0227272727272727,-1,9,-0.00266666666666667,0,0.0322242424242424,0.422401774791069,0.422401774791069,8,8,-1,9,NA,NA,NA,0,0.8,1.8
"38","R.Cobb",11,2022,"GB","TEN",6,6,73,0,100,0.162162162162162,51,22,0.142458100558659,1.43137254901961,0.342963913634305,3.53557755704969,0.589262926174949,12.1666666666667,12.1666666666667,8.5,3.66666666666667,3.18786940545747,7.09666666666667,-0.173267113746336,1,7.3,13.3
"39","R.Cobb",12,2022,"GB","PHI",4,2,19,1,50,0.16,31,3,0.166666666666667,0.612903225806452,0.356666666666667,1.48918266613221,0.372295666533052,4.75,9.5,7.75,1.5,NA,NA,NA,0,7.9,9.9
"40","R.Cobb",13,2022,"GB","CHI",4,0,0,0,0,0.133333333333333,62,0,0.19496855345912,0,0.336477987421384,-4.25033113762038,-1.06258278440509,0,NA,15.5,NA,NA,NA,NA,0,0,0
"41","R.Cobb",15,2022,"GB","LA",4,3,32,0,75,0.142857142857143,29,8,0.210144927536232,1.10344827586207,0.361387163561077,0.929159557155799,0.23228988928895,8,10.6666666666667,7.25,2.66666666666667,NA,NA,NA,1,3.2,6.2
"42","R.Cobb",16,2022,"GB","MIA",2,1,5,0,50,0.0526315789473684,10,0,0.0303951367781155,0.5,0.100223964165733,1.47883606195683,0.739418030978413,2.5,5,5,0,NA,NA,NA,0,0.5,1.5
"43","R.Cobb",17,2022,"GB","MIN",2,2,20,0,100,0.0769230769230769,10,10,0.037037037037037,2,0.141310541310541,2.53690475586336,1.26845237793168,10,10,5,5,NA,NA,NA,1,2,4
"44","R.Cobb",18,2022,"GB","DET",2,2,11,0,100,0.0769230769230769,4,7,0.016260162601626,2.75,0.126766729205754,0.575910391751677,0.287955195875838,5.5,5.5,2,3.5,NA,NA,NA,0,1.1,3.1
"45","C.Beasley",3,2022,"TB","GB",4,3,12,0,75,0.1,15,2,0.0655021834061135,0.8,0.19585152838428,-0.145263000391424,-0.0363157500978559,3,4,3.75,0.666666666666667,NA,NA,NA,0,1.2,4.2
"46","C.Beasley",4,2022,"TB","KC",1,1,5,0,100,0.0192307692307692,-3,8,-0.00920245398773006,0,0.0224044360547428,-0.413669212721288,-0.413669212721288,5,5,-3,8,NA,NA,NA,0,0.5,1.5
"47","C.Beasley",15,2022,"BUF","MIA",1,1,9,0,100,0.0263157894736842,9,0,0.0215311004784689,1,0.0545454545454545,0.798359759850428,0.798359759850428,9,9,9,0,NA,NA,NA,0,0.9,1.9
"48","C.Beasley",16,2022,"BUF","CHI",1,1,9,0,100,0.04,5,4,0.0173611111111111,1.8,0.0721527777777778,0.0863198773004115,0.0863198773004115,9,9,5,4,NA,NA,NA,0,0.9,1.9
"49","C.Beasley",19,2022,"BUF","MIA",5,2,35,1,40,0.135135135135135,32,28,0.0541455160744501,1.09375,0.240604563954818,-3.74854761495953,-0.749709522991907,7,17.5,6.4,14,2.44031503622802,4.702,2.56903223291825,1,9.5,11.5
"50","C.Beasley",20,2022,"BUF","CIN",4,3,33,0,75,0.1,52,16,0.146067415730337,0.634615384615385,0.252247191011236,0.602085248625372,0.150521312156343,8.25,11,13,5.33333333333333,NA,NA,NA,1,3.3,6.3
"51","M.Jones",1,2022,"JAX","WAS",6,4,38,0,66.6666666666667,0.157894736842105,101,3,0.278236914600551,0.376237623762376,0.431607945483544,2.28417011687998,0.380695019479996,6.33333333333333,9.5,16.8333333333333,0.75,1.73447995791936,6.70833333333333,-0.134788435131782,1,3.8,7.8
"52","M.Jones",2,2022,"JAX","IND",5,3,33,0,60,0.166666666666667,66,4,0.33502538071066,0.5,0.484517766497462,1.83532112004468,0.367064224008936,6.6,11,13.2,1.33333333333333,2.64678656164364,5.434,-1.7561117785018,1,3.3,6.3
"53","M.Jones",3,2022,"JAX","LAC",7,4,33,1,57.1428571428571,0.184210526315789,91,4,0.502762430939227,0.362637362637363,0.628249491131143,0.804036926144223,0.114862418020603,4.71428571428571,8.25,13,1,1.71589068031325,5.34571428571429,-0.554343153958809,1,9.3,13.3
"54","M.Jones",4,2022,"JAX","PHI",1,0,0,0,0,0.0434782608695652,6,0,0.0327868852459016,0,0.088168210976479,-0.451154575683177,-0.451154575683177,0,NA,6,NA,NA,NA,NA,0,0,0
"55","M.Jones",5,2022,"JAX","HOU",11,7,104,0,63.6363636363636,0.25,131,33,0.314903846153846,0.793893129770992,0.595432692307692,5.3748851235141,0.488625920319464,9.45454545454546,14.8571428571429,11.9090909090909,4.71428571428571,3.09098419538174,6.74,0.996379239870131,1,10.4,17.4
"56","M.Jones",7,2022,"JAX","NYG",8,4,57,0,50,0.186046511627907,122,7,0.287735849056604,0.467213114754098,0.480484861781483,2.55268703095498,0.319085878869373,7.125,14.25,15.25,1.75,1.42700567347736,7.9675,0.504212598301434,1,5.7,9.7
"57","M.Jones",8,2022,"JAX","DEN",3,0,0,0,0,0.107142857142857,29,0,0.207142857142857,0,0.305714285714286,-9.24542601339635,-3.08180867113212,0,NA,9.66666666666667,NA,NA,NA,NA,0,0,0
"58","M.Jones",9,2022,"JAX","LV",6,5,48,0,83.3333333333333,0.206896551724138,67,5,0.376404494382022,0.716417910447761,0.573827973653623,4.64184202934848,0.773640338224747,8,9.6,11.1666666666667,1,2.41343478693794,5.14,-1.58544449590764,1,4.8,9.8
"59","M.Jones",10,2022,"JAX","KC",3,1,33,0,33.3333333333333,0.0769230769230769,74,4,0.265232974910394,0.445945945945946,0.301047697821891,0.162723752320744,0.0542412507735814,11,33,24.6666666666667,4,NA,NA,NA,1,3.3,4.3
"60","M.Jones",12,2022,"JAX","BAL",3,3,22,1,100,0.0810810810810811,18,4,0.0728744939271255,1.22222222222222,0.172633767370609,3.23645404848503,1.07881801616168,7.33333333333333,7.33333333333333,6,1.33333333333333,NA,NA,NA,1,8.2,11.2
"61","M.Jones",13,2022,"JAX","DET",4,1,17,0,25,0.121212121212121,80,0,0.303030303030303,0.2125,0.393939393939394,-1.38170189794619,-0.345425474486547,4.25,17,20,0,NA,NA,NA,0,1.7,2.7
"62","M.Jones",14,2022,"JAX","TEN",1,1,22,0,100,0.0238095238095238,13,9,0.0437710437710438,1.69230769230769,0.0663540163540164,1.52951206360012,1.52951206360012,22,22,13,9,NA,NA,NA,1,2.2,3.2
"63","M.Jones",15,2022,"JAX","DAL",6,2,17,1,33.3333333333333,0.146341463414634,79,2,0.211229946524064,0.215189873417722,0.367373157688796,1.98433804462547,0.330723007437579,2.83333333333333,8.5,13.1666666666667,1,2.18677413782354,4.474,0.287601359491827,0,7.7,9.7
"64","M.Jones",16,2022,"JAX","NYJ",4,3,15,0,75,0.133333333333333,41,1,0.266233766233766,0.365853658536585,0.386363636363636,-0.00588512280955911,-0.00147128070238978,3.75,5,10.25,0.333333333333333,NA,NA,NA,0,1.5,4.5
"65","M.Jones",17,2022,"JAX","HOU",7,6,61,0,85.7142857142857,0.25,63,9,0.391304347826087,0.968253968253968,0.648913043478261,0.954322337580379,0.136331762511483,8.71428571428571,10.1666666666667,9,1.5,1.72684744426632,6.16285714285714,-0.646725968268151,1,6.1,12.1
"66","M.Jones",18,2022,"JAX","TEN",6,2,29,0,33.3333333333333,0.206896551724138,90,10,0.36,0.322222222222222,0.562344827586207,-2.79665702825878,-0.466109504709796,4.83333333333333,14.5,15,5,2.01274804527795,5.97833333333333,0.464902304238034,1,2.9,4.9
"67","M.Jones",19,2022,"JAX","LAC",6,3,29,1,50,0.130434782608696,59,10,0.164345403899721,0.491525423728814,0.310693956642848,4.23206194961676,0.705343658269461,4.83333333333333,9.66666666666667,9.83333333333333,3.33333333333333,3.70197403808163,5.56333333333333,2.30790284940878,1,8.9,11.9
"68","M.Jones",20,2022,"JAX","KC",3,1,21,0,33.3333333333333,0.0789473684210526,73,4,0.240924092409241,0.287671232876712,0.287067917318048,0.325622955977451,0.108540985325817,7,21,24.3333333333333,4,NA,NA,NA,1,2.1,3.1
"69","T.Hilton",16,2022,"DAL","PHI",1,1,52,0,100,0.0285714285714286,52,0,0.205533596837945,1,0.186730660643704,4.86587298015365,4.86587298015365,52,52,52,0,NA,NA,NA,1,5.2,6.2
"70","T.Hilton",17,2022,"DAL","TEN",5,4,50,0,80,0.121951219512195,54,28,0.175895765472313,0.925925925925926,0.306053865098912,5.57947165804217,1.11589433160843,10,12.5,10.8,7,2.97152141144752,6.596,1.83268014754151,1,5,9
"71","T.Hilton",18,2022,"DAL","WAS",4,2,19,0,50,0.111111111111111,69,5,0.171641791044776,0.27536231884058,0.28681592039801,-0.360840687179007,-0.0902101717947517,4.75,9.5,17.25,2.5,NA,NA,NA,0,1.9,3.9
"72","T.Hilton",19,2022,"DAL","TB",4,2,23,0,50,0.125,71,12,0.27734375,0.323943661971831,0.381640625,0.559499484952539,0.139874871238135,5.75,11.5,17.75,6,NA,NA,NA,1,2.3,4.3
"73","T.Hilton",20,2022,"DAL","SF",1,1,15,0,100,0.027027027027027,15,0,0.0495049504950495,1,0.0751940058870752,2.10946487006731,2.10946487006731,15,15,15,0,NA,NA,NA,0,1.5,2.5
"74","J.Gordon",2,2022,"TEN","BUF",1,0,0,0,0,0.0434782608695652,12,0,0.0609137055837563,0,0.107856985212977,-0.488447367679328,-0.488447367679328,0,NA,12,NA,NA,NA,NA,0,0,0
"75","A.Thielen",1,2022,"MIN","GB",4,3,36,0,75,0.129032258064516,27,12,0.166666666666667,1.33333333333333,0.310215053763441,0.497465591994114,0.124366397998529,9,12,6.75,4,NA,NA,NA,1,3.6,6.6
"76","A.Thielen",2,2022,"MIN","PHI",7,4,52,0,57.1428571428571,0.155555555555556,80,1,0.311284046692607,0.65,0.451232166018158,-0.586779016943183,-0.0838255738490261,7.42857142857143,13,11.4285714285714,0.25,1.99756026654491,7.74166666666667,-1.20130941613399,1,5.2,9.2
"77","A.Thielen",3,2022,"MIN","DET",8,6,61,1,75,0.216216216216216,88,15,0.282958199356913,0.693181818181818,0.522395063874164,3.4566000153136,0.4320750019142,7.625,10.1666666666667,11,2.5,3.12815037194064,3.38875,-0.579851689857374,1,12.1,18.1
"78","A.Thielen",4,2022,"MIN","NO",9,8,72,0,88.8888888888889,0.257142857142857,68,11,0.248175182481752,1.05882352941176,0.559436913451512,3.15623340272125,0.350692600302361,8,9,7.55555555555556,1.375,2.9637641435814,5.98555555555556,-0.651686134375528,1,7.2,15.2
"79","A.Thielen",5,2022,"MIN","CHI",7,4,27,0,57.1428571428571,0.17948717948718,37,8,0.229813664596273,0.72972972972973,0.430100334448161,-4.12270647639525,-0.588958068056464,3.85714285714286,6.75,5.28571428571429,2,2.28441400893667,4.165,-1.15028871890931,1,2.7,6.7
"80","A.Thielen",6,2022,"MIN","MIA",8,4,36,1,50,0.285714285714286,89,8,0.589403973509934,0.404494382022472,0.841154210028382,-0.00543019518954679,-0.000678774398693349,4.5,9,11.125,2,1.86480288301755,3.68285714285714,-0.228522617060348,1,11.6,15.6
"81","A.Thielen",8,2022,"MIN","ARI",7,6,67,0,85.7142857142857,0.225806451612903,76,10,0.376237623762376,0.881578947368421,0.602076014053018,0.0704167936346494,0.0100595419478071,9.57142857142857,11.1666666666667,10.8571428571429,1.66666666666667,2.41895327713509,8.59571428571429,-0.325162072653139,1,6.7,12.7
"82","A.Thielen",9,2022,"MIN","WAS",7,3,67,0,42.8571428571429,0.17948717948718,120,19,0.317460317460317,0.558333333333333,0.491452991452991,0.573703549308729,0.081957649901247,9.57142857142857,22.3333333333333,17.1428571428571,6.33333333333333,3.44646733663951,7.63857142857143,-0.661228420867265,1,6.7,9.7
"83","A.Thielen",10,2022,"MIN","BUF",7,5,49,0,71.4285714285714,0.14,71,11,0.165116279069767,0.690140845070423,0.325581395348837,4.11087116399274,0.58726730914182,7,9.8,10.1428571428571,2.2,2.87658184911677,7.21166666666667,-0.505713807315979,1,4.9,9.9
"84","A.Thielen",11,2022,"MIN","DAL",3,2,25,0,66.6666666666667,0.107142857142857,31,0,0.146919431279621,0.806451612903226,0.26355788761002,2.16081585141364,0.720271950471215,8.33333333333333,12.5,10.3333333333333,0,NA,NA,NA,1,2.5,4.5
"85","A.Thielen",12,2022,"MIN","NE",10,9,61,1,90,0.27027027027027,40,24,0.18957345971564,1.525,0.538106827206353,2.51693737155448,0.251693737155448,6.1,6.77777777777778,4,2.66666666666667,4.94665912816927,7.12777777777778,-0.438428951279629,1,12.1,21.1
"86","A.Thielen",13,2022,"MIN","NYJ",6,2,27,0,33.3333333333333,0.181818181818182,75,-3,0.23961661341853,0.36,0.440458902120244,-3.15585067114493,-0.525975111857488,4.5,13.5,12.5,-1.5,2.84793374731658,5.25833333333333,-5.42399273497918,1,2.7,4.7
"87","A.Thielen",14,2022,"MIN","DET",8,7,65,1,87.5,0.2,83,27,0.182417582417582,0.783132530120482,0.427692307692308,6.92982109292643,0.866227636615804,8.125,9.28571428571429,10.375,3.85714285714286,2.02962459586015,5.10125,-1.612514954397,1,12.5,19.5
"88","A.Thielen",15,2022,"MIN","IND",4,3,41,1,75,0.0740740740740741,50,3,0.115207373271889,0.82,0.191756272401434,2.6487119786616,0.662177994665399,10.25,13.6666666666667,12.5,1,NA,NA,NA,1,10.1,13.1
"89","A.Thielen",16,2022,"MIN","NYG",5,1,6,0,20,0.106382978723404,27,4,0.0838509316770186,0.222222222222222,0.218270120259019,-2.51072838692926,-0.502145677385852,1.2,6,5.4,4,1.93252623122658,7.796,-0.541269277774987,0,0.6,1.6
"90","A.Thielen",17,2022,"MIN","GB",4,1,16,0,25,0.114285714285714,56,2,0.187290969899666,0.285714285714286,0.302532250358337,-4.93122532160487,-1.23280633040122,4,16,14,2,NA,NA,NA,0,1.6,2.6
"91","A.Thielen",18,2022,"MIN","CHI",3,2,8,1,66.6666666666667,0.09375,18,0,0.0697674418604651,0.444444444444444,0.189462209302326,0.26952659694388,0.0898421989812932,2.66666666666667,4,6,0,NA,NA,NA,0,7.2,9.2
"92","A.Thielen",19,2022,"MIN","NYG",4,3,50,0,75,0.102564102564103,72,5,0.291497975708502,0.694444444444444,0.357894736842105,3.40899825305678,0.852249563264195,12.5,16.6666666666667,18,1.66666666666667,NA,NA,NA,1,5,8
"93","M.Goodwin",1,2022,"SEA","DEN",2,2,22,0,100,0.0740740740740741,22,0,0.162962962962963,1,0.225185185185185,1.23339487586827,0.616697437934133,11,11,11,0,NA,NA,NA,1,2.2,4.2
"94","M.Goodwin",2,2022,"SEA","SF",1,0,0,0,0,0.0333333333333333,4,0,0.0235294117647059,0,0.0664705882352941,-0.146718445059378,-0.146718445059378,0,NA,4,NA,NA,NA,NA,0,0,0
"95","M.Goodwin",3,2022,"SEA","ATL",5,2,31,0,40,0.113636363636364,68,5,0.16504854368932,0.455882352941176,0.28598852603707,2.27621493022889,0.455242986045778,6.2,15.5,13.6,2.5,1.36478573109779,6.936,1.13365506713186,1,3.1,5.1
"96","M.Goodwin",6,2022,"SEA","ARI",2,2,26,0,100,0.0666666666666667,12,14,0.0588235294117647,2.16666666666667,0.141176470588235,0.959644609887619,0.479822304943809,13,13,6,7,NA,NA,NA,1,2.6,4.6
"97","M.Goodwin",7,2022,"SEA","LAC",5,4,67,2,80,0.192307692307692,66,11,0.31578947368421,1.01515151515152,0.509514170040486,7.94078624891671,1.58815724978334,13.4,16.75,13.2,2.75,3.13758462567567,7.175,-0.0604995465254081,1,18.7,22.7
"98","M.Goodwin",8,2022,"SEA","NYG",5,4,33,0,80,0.151515151515152,9,42,0.0344827586206897,3.66666666666667,0.25141065830721,0.505755404882513,0.101151080976503,6.6,8.25,1.8,10.5,5.39478287648939,8.71,3.34829825717615,1,3.3,7.3
"99","M.Goodwin",10,2022,"SEA","TB",2,2,38,1,100,0.0606060606060606,38,0,0.149606299212598,1,0.19563350035791,4.68358618277125,2.34179309138563,19,19,19,0,NA,NA,NA,1,9.8,11.8
"100","M.Goodwin",12,2022,"SEA","LV",3,3,48,0,100,0.0810810810810811,32,16,0.110726643598616,1.5,0.199130272140653,3.42127606249414,1.14042535416471,16,16,10.6666666666667,5.33333333333333,NA,NA,NA,1,5.5,8.5
"101","M.Goodwin",13,2022,"SEA","LA",2,1,17,0,50,0.0540540540540541,36,4,0.138461538461538,0.472222222222222,0.178004158004158,0.881358826678479,0.44067941333924,8.5,17,18,4,NA,NA,NA,0,1.7,2.7
"102","M.Goodwin",14,2022,"SEA","CAR",6,5,95,1,83.3333333333333,0.166666666666667,81,22,0.205583756345178,1.17283950617284,0.393908629441624,7.91027255765799,1.31837875960966,15.8333333333333,19,13.5,4.4,2.82611490521911,8.38,0.974501892318675,1,15.3,20.3
"103","M.Goodwin",15,2022,"SEA","SF",5,2,10,0,40,0.121951219512195,19,0,0.102702702702703,0.526315789473684,0.254818721160185,-1.55441651889123,-0.310883303778246,2,5,3.8,0,2.94179942282267,8.302,-0.413075694225435,0,1,3
"104","M.Goodwin",16,2022,"SEA","KC",4,0,0,0,0,0.105263157894737,55,0,0.209125475285171,0,0.304282569541725,-7.21097775618546,-1.80274443904636,0,NA,13.75,NA,NA,NA,NA,0,0,0
"105","K.Allen",1,2022,"LAC","LV",4,4,66,0,100,0.117647058823529,52,14,0.218487394957983,1.26923076923077,0.329411764705882,4.2673814696027,1.06684536740067,16.5,16.5,13,3.5,NA,NA,NA,1,6.6,10.6
"106","K.Allen",7,2022,"LAC","SEA",2,2,11,0,100,0.0392156862745098,5,6,0.0155763239875389,2.2,0.069726956203042,1.38969922263641,0.694849611318205,5.5,5.5,2.5,3,NA,NA,NA,0,1.1,3.1
"107","K.Allen",11,2022,"LAC","KC",8,5,94,0,62.5,0.275862068965517,97,28,0.423580786026201,0.969072164948454,0.710299653666616,-2.50732294969539,-0.313415368711924,11.75,18.8,12.125,5.6,2.84045435283917,4.77142857142857,0.0439339573599185,1,7.4,12.4
"108","K.Allen",12,2022,"LAC","ARI",7,5,49,1,71.4285714285714,0.148936170212766,48,27,0.272727272727273,1.02083333333333,0.41431334622824,3.19057104767217,0.455795863953167,7,9.8,6.85714285714286,5.4,3.4596259544148,8.9,-0.00313152903996539,1,10.9,15.9
