"","player_name","season","team","games","total_targets","total_receptions","total_receiving_yards","total_receiving_tds","catch_rate","receiving_yards_per_game","targets_per_game","total_receiving_epa","rec_epa_per_target","yards_per_target","yards_per_reception","total_air_yards","total_yac","avg_separation","avg_racr","avg_wopr","total_explosive_catches","explosive_rate","total_fantasy_points","fantasy_points_per_game"
"43","A.Thielen",2024,"CAR",10,62,48,615,5,77.4193548387097,61.5,6.2,40.4290831937767,0.652081986996399,9.91935483870968,12.8125,692,152,2.86108992229236,0.945061060341825,0.489587690253978,10,20.8333333333333,139.5,13.95
"44","A.Trammell",2022,"LA",2,4,2,13,0,50,6.5,2,0.355528288171627,0.0888820720429067,3.25,6.5,30,0,NA,0.441964285714286,0.142695990040697,0,0,3.3,1.65
"45","A.Trammell",2023,"LA",2,7,4,29,0,57.1428571428571,14.5,3.5,-3.00542641925858,-0.429346631322655,4.14285714285714,7.25,25,35,4.82456271178555,1.175,0.236030935599628,1,25,6.9,3.45
"46","A.Trammell",2024,"JAX",1,3,2,40,0,66.6666666666667,40,3,2.74440120303188,0.914800401010628,13.3333333333333,20,44,9,NA,0.909090909090909,0.265355805243446,1,50,6,6
"47","B.Aiyuk",2022,"SF",20,124,84,1124,8,67.741935483871,56.2,6.2,48.0326231497953,0.387359864111253,9.06451612903226,13.3809523809524,1328,399,3.07296930574488,1.30016611426532,0.54743533357008,18,21.4285714285714,244.7,12.235
"48","B.Aiyuk",2023,"SF",19,125,84,1491,8,67.2,78.4736842105263,6.57894736842105,90.0827736705121,0.720662189364097,11.928,17.75,1748,389,2.8298124697905,0.873192249237347,0.633007612840475,19,22.6190476190476,279.1,14.6894736842105
"49","B.Aiyuk",2024,"SF",7,47,25,374,0,53.1914893617021,53.4285714285714,6.71428571428571,12.8143973824765,0.272646752818649,7.95744680851064,14.96,556,107,2.24983881536289,0.645296108326069,0.525676799185958,7,28,62.4,8.91428571428571
"50","B.Berrios",2022,"NYJ",15,32,18,145,0,56.25,9.66666666666667,2.13333333333333,-8.99909309379395,-0.281221659181061,4.53125,8.05555555555556,218,92,4.11174924545873,0.931087885909966,0.134953904346467,3,16.6666666666667,57.68,3.84533333333333
"51","B.Berrios",2023,"MIA",14,34,27,238,1,79.4117647058823,17,2.42857142857143,9.7921691458032,0.288004974876565,7,8.81481481481481,244,85,2.52708710429627,1.85455789558543,0.157474661602034,5,18.5185185185185,57.9,4.13571428571429
"52","B.Berrios",2024,"MIA",3,4,0,0,0,0,0,1.33333333333333,-9.01349623384885,-2.25337405846221,0,NA,26,0,NA,0,0.0832277536981586,0,NA,0,0
"53","B.Cooks",2022,"HOU",13,93,57,699,3,61.2903225806452,53.7692307692308,7.15384615384615,5.04383546445063,0.0542347899403294,7.51612903225806,12.2631578947368,1013,205,2.94438719380541,0.766096119841896,0.528588894476252,13,22.8070175438596,145.6,11.2
"54","B.Cooks",2023,"DAL",17,89,60,704,8,67.4157303370787,41.4117647058824,5.23529411764706,33.7184983476429,0.378859531995988,7.91011235955056,11.7333333333333,1162,126,2.68327147635929,0.70357594773516,0.375484003519274,12,20,184.5,10.8529411764706
"55","B.Cooks",2024,"DAL",10,54,26,259,3,48.1481481481481,25.9,5.4,-11.1227662865669,-0.205977153454943,4.7962962962963,9.96153846153846,634,55,2.30897266009063,0.575177771544638,0.421367800618198,4,15.3846153846154,69.6,6.96
"56","B.Covey",2023,"PHI",2,6,4,42,0,66.6666666666667,21,3,0.560594191543159,0.0934323652571931,7,10.5,52,26,3.62305824314667,0.318181818181818,0.187650386028991,1,25,8.2,4.1
"57","B.Covey",2024,"PHI",3,8,7,34,0,87.5,11.3333333333333,2.66666666666667,-0.0438859926071018,-0.00548574907588772,4.25,4.85714285714286,9,28,3.8277019688824,0.696969696969697,0.161745366571921,1,14.2857142857143,10.4,3.46666666666667
"58","B.Edwards",2022,"ATL",4,5,3,15,0,60,3.75,1.25,-5.95099375543397,-1.19019875108679,3,5,39,9,NA,0.519230769230769,0.102380676729937,0,0,4.5,1.125
"59","B.Ford-Wheaton",2024,"NYG",1,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,6,6
"60","B.Johnson",2022,"DEN",4,14,6,42,1,42.8571428571429,10.5,3.5,-12.8798267293314,-0.919987623523671,3,7,180,13,NA,0.212045128472675,0.344397681659319,1,16.6666666666667,16.2,4.05
"61","B.Johnson",2023,"DEN",10,30,19,284,4,63.3333333333333,28.4,3,20.3086545516567,0.67695515172189,9.46666666666667,14.9473684210526,328,89,2.70273788618064,0.61889848179989,0.249694536006032,5,26.3157894736842,73.4,7.34
"62","B.Johnson",2024,"PIT",1,1,1,9,0,100,9,1,0.703277167282067,0.703277167282067,9,9,5,4,NA,1.8,0.0702822357498616,0,0,1.9,1.9
"63","B.Means",2024,"NO",4,15,9,118,1,60,29.5,3.75,3.35849248926388,0.223899499284259,7.86666666666667,13.1111111111111,170,20,2.98376689571472,0.574621212121212,0.258307448433731,3,33.3333333333333,26.8,6.7
"64","B.Melton",2023,"GB",6,27,18,244,2,66.6666666666667,40.6666666666667,4.5,10.7285448774766,0.397353513980615,9.03703703703704,13.5555555555556,333,38,3.13534168329233,0.673150445366075,0.378678447356547,3,16.6666666666667,56.5,9.41666666666667
"65","B.Melton",2024,"GB",12,20,9,107,0,45,8.91666666666667,1.66666666666667,-4.35746304121123,-0.217873152060561,5.35,11.8888888888889,367,7,NA,0.349575091575092,0.174011002486135,1,11.1111111111111,25.1,2.09166666666667
"66","B.Oliver",2024,"TEN",5,9,6,95,0,66.6666666666667,19,1.8,4.33750917803263,0.481945464225848,10.5555555555556,15.8333333333333,95,26,NA,1.13251984126984,0.149641607724616,2,33.3333333333333,15.5,3.1
"67","B.Perriman",2022,"TB",8,19,9,110,1,47.3684210526316,13.75,2.375,-2.42569567066368,-0.127668193192825,5.78947368421053,12.2222222222222,269,52,2.16700005822526,0.25343996660595,0.18993133139131,2,22.2222222222222,23.3,2.9125
"68","B.Powell",2022,"LA",16,32,24,156,0,75,9.75,2,0.102760001977351,0.00321125006179221,4.875,6.5,48,184,5.00364343141573,1.78174603174603,0.139916232024691,3,12.5,47.6,2.975
"69","B.Powell",2023,"MIN",13,44,29,324,1,65.9090909090909,24.9230769230769,3.38461538461538,-1.46771105070379,-0.0333570693341771,7.36363636363636,11.1724137931034,332,104,2.17397043987513,0.926310093415357,0.20808305861709,7,24.1379310344828,69.1,5.31538461538462
"70","B.Powell",2024,"MIN",7,10,7,71,0,70,10.1428571428571,1.42857142857143,5.09451138135046,0.509451138135046,7.1,10.1428571428571,102,12,NA,1.03009599096556,0.121057400472213,0,0,14.1,2.01428571428571
"71","B.Pringle",2022,"CHI",8,16,10,135,2,62.5,16.875,2,8.89119672792731,0.555699795495457,8.4375,13.5,225,14,NA,0.868739328839948,0.270704742329154,3,30,35.5,4.4375
"72","B.Pringle",2023,"WAS",12,22,14,161,0,63.6363636363636,13.4166666666667,1.83333333333333,1.05966306373011,0.0481665028968233,7.31818181818182,11.5,297,31,NA,0.805650123051682,0.130592520675597,3,21.4285714285714,30.1,2.50833333333333
"73","B.Sanders",2022,"MIA",2,3,2,17,0,66.6666666666667,8.5,1.5,-5.94891308806837,-1.98297102935612,5.66666666666667,8.5,42,3,NA,0.607142857142857,0.121262642070463,0,0,1.7,0.85
"74","B.Skowronek",2022,"LA",14,61,39,376,0,63.9344262295082,26.8571428571429,4.35714285714286,-5.48861968162237,-0.0899773718298749,6.16393442622951,9.64102564102564,475,142,3.53136575394257,0.873977565806652,0.311507577208376,7,17.948717948718,84.3,6.02142857142857
"75","B.Skowronek",2023,"LA",10,13,9,71,1,69.2307692307692,7.1,1.3,1.22281823790399,0.0940629413772303,5.46153846153846,7.88888888888889,92,31,NA,1.07660379212103,0.0946964521649818,2,22.2222222222222,23,2.3
"76","B.Skowronek",2024,"PIT",4,5,5,69,0,100,17.25,1.25,6.3531590475468,1.27063180950936,13.8,13.8,40,29,NA,2.40632832080201,0.105738800835047,2,40,11.9,2.975
"77","B.Thomas",2024,"JAX",17,133,87,1282,10,65.4135338345865,75.4117647058823,7.8235294117647,52.1369931032611,0.392007466941813,9.6390977443609,14.735632183908,1542,562,3.00397435280099,0.949251516761316,0.640615064271025,16,18.3908045977011,284,16.7058823529412
"78","B.Tremayne",2024,"WAS",1,1,1,-2,0,100,-2,1,-1.39147220214363,-1.39147220214363,-2,-2,-2,0,NA,0,0.0509653916211293,0,0,0.8,0.8
"79","C.Austin",2023,"PIT",15,32,18,187,2,56.25,12.4666666666667,2.13333333333333,-1.33155314831895,-0.0416110358849672,5.84375,10.3888888888889,389,74,2.63299314904709,0.644807726386674,0.241447178946284,3,16.6666666666667,60.4,4.02666666666667
"80","C.Austin",2024,"PIT",18,60,37,573,4,61.6666666666667,31.8333333333333,3.33333333333333,24.6084913090964,0.410141521818274,9.55,15.4864864864865,785,153,2.54485709976496,0.724580792804773,0.336695956608629,11,29.7297297297297,124.3,6.90555555555556
"81","C.Beasley",2022,"BUF",4,11,7,86,1,63.6363636363636,21.5,2.75,-2.26178272918332,-0.205616611743939,7.81818181818182,12.2857142857143,98,48,2.44031503622802,1.13209134615385,0.154887496822322,2,28.5714285714286,21.6,5.4
"82","C.Beasley",2022,"TB",2,5,4,17,0,80,8.5,2.5,-0.558932213112712,-0.111786442622542,3.4,4.25,12,10,NA,0.4,0.109127982219511,0,0,5.7,2.85
"83","C.Blair",2024,"ATL",2,2,1,17,0,50,8.5,1,-3.77774241857696,-1.88887120928848,8.5,17,37,0,NA,0.5,0.10371441555868,0,0,2.7,1.35
"84","C.Board",2022,"TEN",1,1,1,6,0,100,6,1,0.208609085937496,0.208609085937496,6,6,6,0,NA,1,0.085609756097561,0,0,1.6,1.6
"85","C.Claypool",2022,"CHI",7,29,14,140,0,48.2758620689655,20,4.14285714285714,-11.5116564480826,-0.396953670623537,4.82758620689655,10,344,44,2.92352392234238,0.570077426092585,0.417416262090002,3,21.4285714285714,26.4,3.77142857142857
"86","C.Claypool",2022,"PIT",8,50,32,311,1,64,38.875,6.25,5.59916635655801,0.11198332713116,6.22,9.71875,473,99,2.59641732023546,0.68684320127597,0.409973381463578,6,18.75,78.64,9.83
"87","C.Claypool",2023,"CHI",3,14,4,51,1,28.5714285714286,17,4.66666666666667,-9.07068428278742,-0.647906020199101,3.64285714285714,12.75,159,6,2.82501468155214,0.243667679837893,0.427943691139981,1,25,15.1,5.03333333333333
"88","C.Claypool",2023,"MIA",4,7,4,26,0,57.1428571428571,6.5,1.75,-4.12522727093892,-0.589318181562703,3.71428571428571,6.5,71,19,NA,0.185714285714286,0.120632025716734,0,0,6.6,1.65
"89","C.Conley",2022,"HOU",1,2,0,0,0,0,0,2,-2.07062873849645,-1.03531436924823,0,NA,18,0,NA,0,0.131242078580482,0,NA,0,0
"90","C.Conley",2022,"TEN",3,5,4,46,0,80,15.3333333333333,1.66666666666667,2.49577415140811,0.499154830281623,9.2,11.5,69,3,NA,0.729166666666667,0.188863375441683,1,25,8.6,2.86666666666667
"91","C.Conley",2023,"SF",3,8,5,104,0,62.5,34.6666666666667,2.66666666666667,5.01717346720397,0.627146683400497,13,20.8,108,29,3.03288968564064,0.997085320614732,0.243318544893594,1,20,15.4,5.13333333333333
"92","C.Conley",2024,"SF",7,12,6,76,0,50,10.8571428571429,1.71428571428571,-1.89391662296839,-0.157826385247366,6.33333333333333,12.6666666666667,207,19,NA,0.631712259371834,0.153848144357254,1,16.6666666666667,13.6,1.94285714285714
"93","C.Davis",2022,"NYJ",13,64,32,536,2,50,41.2307692307692,4.92307692307692,11.8227248434091,0.184730075678267,8.375,16.75,861,109,2.20065214171592,0.655408289269611,0.37787479551213,8,25,97.6,7.50769230769231
"94","C.Dowell",2023,"TEN",2,2,1,3,0,50,1.5,1,-2.6527392360731,-1.32636961803655,1.5,3,40,0,NA,0.5,0.109023255494856,0,0,1.3,0.65
"95","C.Godwin",2022,"TB",16,155,114,1108,3,73.5483870967742,69.25,9.6875,33.3650158786524,0.215258166959048,7.14838709677419,9.71929824561403,863,567,3.05351998873899,1.38452945591901,0.455310110444419,16,14.0350877192982,241.3,15.08125
"96","C.Godwin",2023,"TB",19,143,91,1109,3,63.6363636363636,58.3684210526316,7.52631578947368,47.9123767593032,0.335051585729393,7.75524475524475,12.1868131868132,1310,406,2.924488442433,0.870653940192136,0.527454558487787,17,18.6813186813187,231.7,12.1947368421053
"97","C.Godwin",2024,"TB",7,62,50,576,5,80.6451612903226,82.2857142857143,8.85714285714286,35.5114577961204,0.572765448324522,9.29032258064516,11.52,356,350,3.29627752011209,1.72082663761125,0.629848432816472,7,14,137.8,19.6857142857143
"98","C.Hollister",2022,"TEN",4,5,3,54,0,60,13.5,1.25,-4.38358808981138,-0.876717617962277,10.8,18,78,8,NA,0.583333333333333,0.239699437104519,2,66.6666666666667,8.4,2.1
"99","C.Johnson",2022,"SEA",3,7,5,60,0,71.4285714285714,20,2.33333333333333,3.76636196527397,0.538051709324853,8.57142857142857,12,69,12,NA,0.860606060606061,0.17070945539043,2,40,11,3.66666666666667
"100","C.Johnson",2023,"CHI",1,1,1,11,0,100,11,1,1.25032863160595,1.25032863160595,11,11,7,4,NA,1.57142857142857,0.0687739463601533,0,0,2.1,2.1
"101","C.Johnson",2024,"CHI",2,2,1,6,0,50,3,1,-0.318918340955861,-0.15945917047793,3,6,16,3,NA,1,0.0725217539497955,0,0,1.6,0.8
"102","C.Jones",2023,"CIN",5,9,7,64,0,77.7777777777778,12.8,1.8,2.37626150279539,0.264029055866154,7.11111111111111,9.14285714285714,79,38,NA,0.669817927170868,0.177778560639955,1,14.2857142857143,20.7,4.14
"103","C.Jones",2024,"CIN",2,1,1,5,0,100,2.5,0.5,0.163901908614207,0.163901908614207,5,5,5,0,NA,1,0.0733290762026394,0,0,7.5,3.75
"104","C.Kirk",2022,"JAX",19,161,99,1238,10,61.4906832298137,65.1578947368421,8.47368421052632,28.9400797367261,0.1797520480542,7.68944099378882,12.5050505050505,1463,410,3.36278799993424,0.934950257666961,0.579093360156111,18,18.1818181818182,285.7,15.0368421052632
"105","C.Kirk",2023,"JAX",12,85,57,787,3,67.0588235294118,65.5833333333333,7.08333333333333,23.3924450492163,0.275205235873133,9.25882352941177,13.8070175438596,842,247,3.00410100734319,0.985918599988223,0.51945745847369,11,19.2982456140351,150.26,12.5216666666667
"106","C.Kirk",2024,"JAX",8,47,27,379,1,57.4468085106383,47.375,5.875,8.42042643717785,0.179158009301656,8.06382978723404,14.037037037037,644,113,2.7135550543736,0.659046873973323,0.494218775021975,7,25.9259259259259,70.9,8.8625
"107","C.Kupp",2022,"LA",9,98,75,812,6,76.530612244898,90.2222222222222,10.8888888888889,16.3420674792379,0.166755790604468,8.28571428571429,10.8266666666667,713,413,3.15605887942342,1.15008814958232,0.712288469120836,8,10.6666666666667,201.4,22.3777777777778
"108","C.Kupp",2023,"LA",13,104,64,764,5,61.5384615384615,58.7692307692308,8,8.49144348780735,0.0816484950750706,7.34615384615385,11.9375,849,327,3.35034702729126,1.02331280136183,0.577877257236062,11,17.1875,172.1,13.2384615384615
"109","C.Kupp",2024,"LA",14,108,73,800,6,67.5925925925926,57.1428571428571,7.71428571428571,11.6390232507575,0.10776873380331,7.40740740740741,10.958904109589,886,280,3.31998086276644,0.913836429057762,0.519296027682193,12,16.4383561643836,190,13.5714285714286
"110","C.Lamb",2022,"DAL",19,175,121,1544,10,69.1428571428571,81.2631578947368,9.21052631578947,68.7400855405241,0.392800488802995,8.82285714285714,12.7603305785124,1729,552,3.22386119970028,0.990294024058761,0.685288079995094,19,15.702479338843,340.7,17.9315789473684
"111","C.Lamb",2023,"DAL",18,198,144,1859,12,72.7272727272727,103.277777777778,11,96.1004594953798,0.485355856037272,9.38888888888889,12.9097222222222,1926,715,2.65246625901256,1.06721781052859,0.694532915833369,18,12.5,425.7,23.65
"112","C.Lamb",2024,"DAL",15,152,101,1194,6,66.4473684210526,79.6,10.1333333333333,19.6780450638385,0.129460822788411,7.85526315789474,11.8217821782178,1190,537,2.79227613211992,1.06909357159898,0.635188908035573,15,14.8514851485149,263.4,17.56
"113","C.Moore",2022,"HOU",15,74,48,548,2,64.8648648648649,36.5333333333333,4.93333333333333,7.1283274100244,0.0963287487841134,7.4054054054054,11.4166666666667,639,267,2.95667740693348,1.02742918266444,0.36521637739234,12,25,115.1,7.67333333333333
"114","C.Moore",2023,"TEN",15,35,22,424,0,62.8571428571429,28.2666666666667,2.33333333333333,18.2691164102726,0.521974754579216,12.1142857142857,19.2727272727273,641,57,NA,0.748316724313175,0.253870633352358,11,50,68.3,4.55333333333333
"115","C.Olave",2022,"NO",15,119,72,1042,4,60.5042016806723,69.4666666666667,7.93333333333333,23.8033499112709,0.200028150514881,8.7563025210084,14.4722222222222,1686,210,2.56766442901942,0.736807747961737,0.672099829579022,15,20.8333333333333,198.2,13.2133333333333
"116","C.Olave",2023,"NO",16,138,87,1123,5,63.0434782608696,70.1875,8.625,42.3454927947194,0.306851397063184,8.13768115942029,12.9080459770115,1834,347,2.91823633821804,0.644452781397003,0.650378778254658,14,16.0919540229885,231.3,14.45625
"117","C.Olave",2024,"NO",8,44,32,400,1,72.7272727272727,50,5.5,1.48773663933453,0.0338121963485121,9.09090909090909,12.5,455,121,3.18755475414874,1.1722021750457,0.484935245807128,4,12.5,76.7,9.5875
