"","player_name","season","team","games","total_attempts","total_completions","total_passing_yards","total_passing_tds","total_interceptions","completion_pct","yards_per_attempt","yards_per_game","total_passing_epa","pass_epa_per_att","avg_cpoe","td_pct","int_pct","total_sacks","sack_rate","avg_time_to_throw","total_carries","total_rushing_yards","total_rushing_tds","rushing_yards_per_carry","total_fantasy_points","fantasy_points_per_game"
"21","B.Mayfield",2023,"TB",19,643,412,4730,34,12,64.0746500777605,7.35614307931571,248.947368421053,67.0006020913845,0.104200003252542,-0.267781366062397,5.28771384136858,1.86625194401244,48,6.94645441389291,2.69309376322941,66,194,1,2.93939393939394,324.6,17.0842105263158
"22","B.Mayfield",2024,"TB",18,588,422,4685,43,16,71.7687074829932,7.96768707482993,260.277777777778,129.728743696801,0.220627115130614,1.92467050857598,7.31292517006803,2.72108843537415,41,6.51828298887122,2.69907159886959,67,401,3,5.98507462686567,381.5,21.1944444444444
"23","B.Nix",2024,"DEN",18,589,389,3919,30,12,66.044142614601,6.65365025466893,217.722222222222,27.9505123411755,0.0474541805452895,-2.83237944895038,5.09337860780985,2.03735144312394,26,4.22764227642276,2.91971568569376,96,473,4,4.92708333333333,330.26,18.3477777777778
"24","B.Perkins",2022,"LA",5,34,19,161,1,2,55.8823529411765,4.73529411764706,32.2,-18.6509313210441,-0.54855680356012,-13.6154894595561,2.94117647058824,5.88235294117647,6,15,3.45147826086957,19,90,0,4.73684210526316,15.44,3.088
"25","B.Purdy",2022,"SF",12,233,155,1943,16,4,66.5236051502146,8.33905579399142,161.916666666667,56.8403922309685,0.243950181248792,-0.147950642674614,6.86695278969957,1.71673819742489,15,6.04838709677419,2.92762239297282,29,37,2,1.27586206896552,149.42,12.4516666666667
"26","B.Purdy",2023,"SF",19,552,374,5054,34,12,67.7536231884058,9.15579710144928,266,163.738045377576,0.296626893799956,2.42933084838534,6.15942028985507,2.17391304347826,32,5.47945205479452,2.87372626008517,53,218,2,4.11320754716981,343.96,18.1031578947368
"27","B.Purdy",2024,"SF",15,455,300,3864,20,12,65.9340659340659,8.49230769230769,257.6,78.7296737079858,0.173032249907661,1.58104904746221,4.3956043956044,2.63736263736264,31,6.37860082304527,2.93700369612358,66,323,5,4.89393939393939,266.86,17.7906666666667
"28","B.Rypien",2022,"DEN",4,88,53,483,2,4,60.2272727272727,5.48863636363636,120.75,-29.22884806378,-0.332146000724773,0.805955981979011,2.27272727272727,4.54545454545455,8,8.33333333333333,2.70803177257525,6,7,0,1.16666666666667,18.02,4.505
"29","B.Rypien",2023,"LA",2,38,18,172,0,1,47.3684210526316,4.52631578947368,86,-19.7252915074134,-0.519086618616143,-14.1700062368597,0,2.63157894736842,2,5,2.90839285714286,3,19,0,6.33333333333333,6.78,3.39
"30","B.Young",2023,"CAR",16,527,315,2877,11,10,59.7722960151803,5.45920303605313,179.8125,-160.326441874737,-0.304224747390393,-1.76936992216816,2.08728652751423,1.89753320683112,62,10.5263157894737,2.89337505070833,39,253,0,6.48717948717949,156.38,9.77375
"31","B.Young",2024,"CAR",14,384,234,2403,15,9,60.9375,6.2578125,171.642857142857,-24.9195987047798,-0.0648947882936975,1.47344128867849,3.90625,2.34375,29,7.02179176755448,2.77475494425801,43,249,6,5.7906976744186,195.02,13.93
"32","B.Zappe",2022,"NE",4,92,65,781,5,3,70.6521739130435,8.48913043478261,195.25,7.68501790863156,0.0835328033546909,-1.44612892737424,5.43478260869565,3.26086956521739,6,6.12244897959184,2.88646527883881,10,0,0,0,38.64,9.66
"33","B.Zappe",2023,"NE",10,212,127,1272,6,9,59.9056603773585,6,127.2,-81.795452715474,-0.385827607148462,-0.21876757492238,2.83018867924528,4.24528301886792,25,10.5485232067511,2.77316370204616,17,83,1,4.88235294117647,69.18,6.918
"34","B.Zappe",2024,"CLE",1,31,16,170,1,2,51.6129032258064,5.48387096774194,170,-16.8488054084006,-0.54350985188389,-13.3340577925405,3.2258064516129,6.45161290322581,1,3.125,2.72058064516129,2,2,0,1,7,7
"35","C.Beathard",2022,"JAX",4,11,7,35,0,1,63.6363636363636,3.18181818181818,8.75,-11.6011407254408,-1.05464915685825,NA,0,9.09090909090909,1,8.33333333333333,NA,4,-4,0,-1,-1,-0.25
"36","C.Beathard",2023,"JAX",6,53,40,349,1,0,75.4716981132076,6.58490566037736,58.1666666666667,5.58071499202448,0.105296509283481,9.65908950194717,1.88679245283019,0,6,10.1694915254237,2.59475416666667,8,35,0,4.375,21.46,3.57666666666667
