"","player_name","season","team","games","total_attempts","total_completions","total_passing_yards","total_passing_tds","total_interceptions","completion_pct","yards_per_attempt","yards_per_game","total_passing_epa","pass_epa_per_att","avg_cpoe","td_pct","int_pct","total_sacks","sack_rate","avg_time_to_throw","total_carries","total_rushing_yards","total_rushing_tds","rushing_yards_per_carry","total_fantasy_points","fantasy_points_per_game"
"37","C.Daniel",2022,"LAC",3,12,8,52,1,0,66.6666666666667,4.33333333333333,17.3333333333333,1.37604089950986,0.114670074959155,NA,8.33333333333333,0,1,7.69230769230769,NA,1,4,0,4,8.48,2.82666666666667
"38","C.Henne",2022,"KC",3,9,5,23,1,0,55.5555555555556,2.55555555555556,7.66666666666667,0.815438204270322,0.0906042449189247,NA,11.1111111111111,0,0,0,NA,6,-6,0,-1,4.32,1.44
"39","C.Keenum",2022,"BUF",2,7,2,8,0,0,28.5714285714286,1.14285714285714,4,-5.78627391741611,-0.826610559630873,NA,0,0,0,0,NA,5,0,0,0,0.32,0.16
"40","C.Keenum",2023,"HOU",2,53,34,291,1,3,64.1509433962264,5.49056603773585,145.5,-20.6513293816017,-0.389647724181165,-0.539184505959941,1.88679245283019,5.66037735849057,6,10.1694915254237,2.7674158496732,2,1,0,0.5,9.74,4.87
"41","C.McCoy",2022,"ARI",4,132,90,780,1,3,68.1818181818182,5.90909090909091,195,-30.0839809036083,-0.227908946239457,-2.25507649219546,0.757575757575758,2.27272727272727,13,8.96551724137931,2.3558407728632,14,36,0,2.57142857142857,32.8,8.2
"42","C.Oladokun",2024,"KC",1,0,0,0,0,0,NA,NA,0,-1.38983265939169,NA,NA,NA,NA,1,100,NA,1,5,0,5,0.5,0.5
"43","C.Rush",2022,"DAL",8,162,94,1051,5,3,58.0246913580247,6.48765432098765,131.375,-9.40141764110182,-0.0580334422290236,-4.02156596933874,3.08641975308642,1.85185185185185,7,4.14201183431953,2.53465798591461,9,6,0,0.666666666666667,56.64,7.08
"44","C.Rush",2023,"DAL",7,24,18,144,0,1,75,6,20.5714285714286,-5.23994774756922,-0.218331156148718,NA,0,4.16666666666667,1,4,NA,12,-5,0,-0.416666666666667,3.26,0.465714285714286
"45","C.Rush",2024,"DAL",12,308,187,1844,12,5,60.7142857142857,5.98701298701299,153.666666666667,-23.9175155134533,-0.0776542711475755,-6.24571104403652,3.8961038961039,1.62337662337662,13,4.04984423676012,2.54360052061921,26,18,0,0.692307692307692,109.56,9.13
"46","C.Streveler",2022,"NYJ",1,15,10,90,0,0,66.6666666666667,6,90,1.72026074829046,0.11468404988603,-1.75930500030519,0,0,0,0,2.90933333333333,9,54,0,6,9,9
"47","C.Stroud",2023,"HOU",17,553,354,4557,26,5,64.0144665461121,8.24050632911392,268.058823529412,74.9726422020869,0.135574398195455,0.586516841822704,4.70162748643761,0.904159132007233,38,6.42978003384095,3.00891617489052,43,167,3,3.88372093023256,304.98,17.94
"48","C.Stroud",2024,"HOU",19,593,377,4254,21,13,63.575042158516,7.17369308600337,223.894736842105,-10.9874741325295,-0.018528624169527,0.21384883812019,3.54131534569983,2.19224283305228,63,9.60365853658537,2.98329708259072,64,317,0,4.953125,251.86,13.2557894736842
"49","C.Tune",2023,"ARI",6,21,12,62,0,2,57.1428571428571,2.95238095238095,10.3333333333333,-34.7495431726566,-1.65474015107888,-12.4459183216095,0,9.52380952380952,7,25,2.7429,8,30,1,3.75,7.48,1.24666666666667
"50","C.Tune",2024,"ARI",5,2,2,8,0,0,100,4,1.6,-1.12801867816597,-0.564009339082986,NA,0,0,0,0,NA,7,-4,0,-0.571428571428571,-2.08,-0.416
"51","C.Wentz",2022,"WAS",8,276,172,1755,11,9,62.3188405797101,6.35869565217391,219.375,-37.292652139748,-0.135118304854159,-4.09460100044674,3.98550724637681,3.26086956521739,26,8.60927152317881,2.54413569823865,22,86,1,3.90909090909091,112.8,14.1
"52","C.Wentz",2023,"LA",1,24,17,163,2,1,70.8333333333333,6.79166666666667,163,7.06485306221293,0.294368877592206,5.88656771874084,8.33333333333333,4.16666666666667,2,7.69230769230769,2.26266666666667,17,56,1,3.29411764705882,26.12,26.12
"53","C.Wentz",2024,"KC",2,19,12,118,0,0,63.1578947368421,6.21052631578947,59,-6.75574821368931,-0.355565695457332,-7.49382481855504,0,0,4,17.3913043478261,2.42223529411765,3,0,0,0,4.72,2.36
"54","C.Williams",2024,"CHI",17,562,351,3541,20,6,62.4555160142349,6.30071174377224,208.294117647059,-43.8048432554278,-0.0779445609527185,-1.1880385715338,3.55871886120996,1.06761565836299,68,10.7936507936508,2.92622927081218,81,489,0,6.03703703703704,254.54,14.9729411764706
"55","D.Blough",2022,"ARI",2,58,38,402,2,2,65.5172413793103,6.93103448275862,201,-4.82702916547705,-0.083224640784087,1.61613479670552,3.44827586206897,3.44827586206897,5,7.93650793650794,2.62611527777778,4,5,0,1.25,18.58,9.29
"56","D.Carr",2022,"LV",15,502,305,3522,24,14,60.7569721115538,7.01593625498008,234.8,29.2955838466438,0.0583577367463023,-0.779134044910427,4.7808764940239,2.78884462151394,27,5.10396975425331,2.94531857636249,24,102,0,4.25,219.08,14.6053333333333
"57","D.Carr",2023,"NO",17,548,375,3878,25,8,68.4306569343066,7.07664233576642,228.117647058824,25.9190573136216,0.0472975498423751,4.74505157074376,4.56204379562044,1.45985401459854,31,5.35405872193437,2.70288738079839,32,40,0,1.25,241.12,14.1835294117647
"58","D.Carr",2024,"NO",10,279,189,2145,15,5,67.741935483871,7.68817204301075,214.5,48.410375113159,0.173513889294477,3.80233819809726,5.3763440860215,1.7921146953405,8,2.78745644599303,2.7712521176285,17,71,1,4.17647058823529,150.9,15.09
"59","D.Jones",2022,"NYG",18,534,356,3641,17,6,66.6666666666667,6.81835205992509,202.277777777778,19.0573913686644,0.0356879988177236,1.62645826022628,3.18352059925094,1.12359550561798,52,8.87372013651877,2.87462470492278,143,810,7,5.66433566433566,322.64,17.9244444444444
"60","D.Jones",2023,"NYG",6,160,108,909,2,6,67.5,5.68125,151.5,-60.455004205717,-0.377843776285731,1.4545140644134,1.25,3.75,30,15.7894736842105,2.71265730694981,40,206,1,5.15,56.96,9.49333333333333
"61","D.Jones",2024,"NYG",10,341,216,2070,8,7,63.3431085043988,6.07038123167155,207,-33.3818123438119,-0.0978938778410907,-0.45672316614476,2.34604105571848,2.05278592375367,29,7.83783783783784,2.70691563704699,67,265,2,3.95522388059702,135.3,13.53
"62","D.Lock",2023,"SEA",4,76,48,543,3,3,63.1578947368421,7.14473684210526,135.75,-0.653722791097846,-0.00860161567234008,-1.27856058823282,3.94736842105263,3.94736842105263,6,7.31707317073171,2.59856158357771,5,14,0,2.8,29.12,7.28
"63","D.Lock",2024,"NYG",7,181,107,1071,6,5,59.1160220994475,5.9171270718232,153,-42.7224468111007,-0.236035617740888,-1.49874922108845,3.31491712707182,2.76243093922652,12,6.21761658031088,2.8151867477319,18,133,2,7.38888888888889,80.14,11.4485714285714
"64","D.Maye",2024,"NE",13,338,225,2276,15,10,66.5680473372781,6.73372781065089,175.076923076923,-27.6123093283813,-0.0816932228650336,2.92719989356075,4.43786982248521,2.9585798816568,34,9.13978494623656,2.74431821748307,54,421,2,7.7962962962963,177.14,13.6261538461538
"65","D.Mills",2022,"HOU",15,479,292,3118,17,15,60.9603340292276,6.50939457202505,207.866666666667,-74.3353819384465,-0.155188688806778,-2.30678959701407,3.5490605427975,3.13152400835073,31,6.07843137254902,2.77312542657511,32,108,2,3.375,181.52,12.1013333333333
"66","D.Mills",2023,"HOU",6,40,19,179,2,0,47.5,4.475,29.8333333333333,-6.21241955182632,-0.155310488795658,-22.8381129913032,5,0,2,4.76190476190476,2.68934375,5,5,0,1,17.66,2.94333333333333
"67","D.Mills",2024,"HOU",4,36,20,212,0,0,55.5555555555556,5.88888888888889,53,-5.21263952628942,-0.144795542396928,-8.11503427949819,0,0,2,5.26315789473684,2.595,3,11,0,3.66666666666667,9.58,2.395
"68","D.Prescott",2022,"DAL",14,464,309,3371,28,17,66.5948275862069,7.26508620689655,240.785714285714,59.6578685545858,0.128572992574538,2.50160053919001,6.03448275862069,3.66379310344828,22,4.52674897119342,2.72226471587206,56,228,2,4.07142857142857,245.64,17.5457142857143
"69","D.Prescott",2023,"DAL",18,650,451,4919,39,11,69.3846153846154,7.56769230769231,273.277777777778,115.319461694445,0.177414556452993,4.23029449191075,6,1.69230769230769,43,6.2049062049062,2.71855647258866,61,287,2,4.70491803278689,373.46,20.7477777777778
"70","D.Prescott",2024,"DAL",8,286,185,1978,11,8,64.6853146853147,6.91608391608392,247.25,-7.36738597291867,-0.0257600908144009,1.48869393979044,3.84615384615385,2.7972027972028,21,6.84039087947883,2.77135631702985,13,54,1,4.15384615384615,116.52,14.565
"71","D.Ridder",2022,"ATL",4,115,73,708,2,0,63.4782608695652,6.15652173913043,177,4.53719766016686,0.0394538926971031,-0.126728137047632,1.73913043478261,0,9,7.25806451612903,2.85845052447552,16,64,0,4,38.72,9.68
"72","D.Ridder",2023,"ATL",15,388,249,2836,12,12,64.1752577319588,7.30927835051546,189.066666666667,-33.3997411758443,-0.0860818071542379,-1.37902050327992,3.09278350515464,3.09278350515464,31,7.39856801909308,2.73756638386489,53,193,5,3.64150943396226,180.14,12.0093333333333
"73","D.Ridder",2024,"LV",5,85,52,458,2,2,61.1764705882353,5.38823529411765,91.6,-22.0815133874012,-0.259782510440014,0.483082781978311,2.35294117647059,2.35294117647059,10,10.5263157894737,2.6140105994152,9,36,0,4,21.92,4.384
