"","player_name","week","season","team","opponent_team","carries","rushing_yards","rushing_tds","yards_per_carry","rushing_epa","rush_epa_per_att","rushing_fumbles","rushing_fumbles_lost","rush_efficiency","ryoe_per_att","yards_before_contact","percent_attempts_gte_eight_defenders","targets","receptions","receiving_yards","receiving_tds","catch_rate","target_share","air_yards_share","receiving_air_yards","receiving_yards_after_catch","rec_epa_per_target","yards_per_target","yards_per_reception","avg_separation","yac_above_expected","total_touches","total_yards","total_tds","fantasy_points","fantasy_points_ppr"
"78","J.McKinnon",17,2022,"KC","DEN",2,4,0,2,-1.77753613726236,-0.88876806863118,0,0,NA,NA,NA,NA,6,5,52,2,83.3333333333333,0.146341463414634,0.0612903225806452,19,36,1.01995067269308,8.66666666666667,10.4,NA,NA,7,56,2,17.6,22.6
"79","J.McKinnon",18,2022,"KC","LV",2,6,0,3,0.0513719057198614,0.0256859528599307,0,0,NA,NA,NA,NA,3,2,0,1,66.6666666666667,0.125,0,0,1,-0.128667684194321,0,0,NA,NA,4,6,1,6.6,8.6
"80","J.McKinnon",20,2022,"KC","JAX",11,25,0,2.27272727272727,-2.35812556568999,-0.214375051426363,0,0,5.876,-0.897100340898454,44.736207499766,45.4545454545455,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,11,25,0,2.5,2.5
"81","J.McKinnon",21,2022,"KC","CIN",4,1,0,0.25,-2.42480440449435,-0.606201101123588,0,0,NA,NA,NA,NA,4,2,17,0,50,0.0975609756097561,0.0268199233716475,7,5,-0.40106803693925,4.25,8.5,NA,NA,6,18,0,1.8,3.8
"82","J.McKinnon",22,2022,"KC","PHI",4,34,0,8.5,2.13444927864475,0.533612319661188,0,0,NA,NA,NA,NA,3,3,15,0,100,0.12,-0.0584415584415584,-9,24,0.242089031400004,5,5,NA,NA,7,49,0,4.9,7.9
"83","R.Mostert",1,2022,"MIA","NE",5,16,0,3.2,-0.576663784158882,-0.115332756831776,0,0,NA,NA,NA,NA,1,1,16,0,100,0.032258064516129,0.00769230769230769,2,14,0.907143781427294,16,16,NA,NA,6,32,0,3.2,4.2
"84","R.Mostert",2,2022,"MIA","BAL",11,51,0,4.63636363636364,0.572402528254315,0.052036593477665,0,0,4.83470588235294,-0.356226331379144,58.8369792903412,0,3,3,28,0,100,0.06,-0.0138121546961326,-5,33,0.621614850087402,9.33333333333333,9.33333333333333,NA,NA,14,79,0,7.9,10.9
"85","R.Mostert",3,2022,"MIA","BUF",8,11,0,1.375,-3.70053690532222,-0.462567113165278,0,0,NA,NA,NA,NA,2,0,0,0,0,0.1,0.00558659217877095,1,0,-0.625189227983356,0,NA,NA,NA,8,11,0,1.1,1.1
"86","R.Mostert",4,2022,"MIA","CIN",15,69,0,4.6,0.588792136695702,0.0392528091130468,0,0,3.61478260869565,-0.0134007295684648,65.375220427917,6.66666666666667,3,2,12,0,66.6666666666667,0.0833333333333333,0.0130208333333333,5,9,-0.20722215261776,4,6,NA,NA,17,81,0,8.1,10.1
"87","R.Mostert",5,2022,"MIA","NYJ",18,113,1,6.27777777777778,2.34104424616089,0.130058013675605,0,0,3.30752212389381,0.402713327636072,98.5023202051014,16.6666666666667,3,1,9,0,33.3333333333333,0.09375,0.045045045045045,10,4,0.0734690099876995,3,9,NA,NA,19,122,1,18.2,19.2
