"","player_name","season","team","games","total_carries","total_rushing_yards","total_rushing_tds","rushing_yards_per_carry","rushing_yards_per_game","total_rushing_epa","rush_epa_per_att","avg_efficiency","total_targets","total_receptions","total_receiving_yards","total_receiving_tds","catch_rate","total_touches","total_scrimmage_yards","total_scrimmage_tds","scrimmage_yards_per_game","total_fantasy_points","fantasy_points_per_game"
"27","B.Allen",2024,"NYJ",17,92,334,2,3.6304347826087,19.6470588235294,-7.61642359342659,-0.0827872129720281,4.06444194855532,27,19,148,1,70.3703703703704,111,482,3,28.3529411764706,85.2,5.01176470588235
"28","B.Bolden",2022,"LV",8,17,66,0,3.88235294117647,8.25,-6.28464577894192,-0.369685045820113,NA,9,9,57,1,100,26,123,1,15.375,27.3,3.4125
"29","B.Bolden",2023,"LV",3,4,31,1,7.75,10.3333333333333,3.67902799433796,0.919756998584489,NA,0,0,0,0,NA,4,31,1,10.3333333333333,11.1,3.7
"30","B.Brooks",2024,"HOU",1,1,2,0,2,2,-0.336250451859087,-0.336250451859087,NA,0,0,0,0,NA,1,2,0,2,0.2,0.2
"31","B.Corum",2024,"LA",14,58,207,0,3.56896551724138,14.7857142857143,-9.74375213630265,-0.167995726487977,NA,8,7,58,0,87.5,65,265,0,18.9285714285714,33.5,2.39285714285714
"32","B.Hall",2022,"NYJ",7,80,463,4,5.7875,66.1428571428571,13.8891096828738,0.173613871035923,3.55251143679956,31,19,218,1,61.2903225806452,99,681,5,97.2857142857143,115.1,16.4428571428571
"33","B.Hall",2023,"NYJ",17,223,994,5,4.45739910313901,58.4705882352941,-21.7597802430493,-0.0975774898791447,5.74936281791529,95,76,591,4,80,299,1585,9,93.2352941176471,290.5,17.0882352941176
"34","B.Hall",2024,"NYJ",16,209,876,5,4.19138755980861,54.75,-22.0187637538433,-0.10535293662126,5.75045234784902,76,57,483,3,75,266,1359,8,84.9375,240.9,15.05625
"35","B.Irving",2024,"TB",18,224,1199,8,5.35267857142857,66.6111111111111,19.8081395053288,0.0884291942202179,3.40938228869372,54,49,398,1,90.7407407407407,273,1597,9,88.7222222222222,260.7,14.4833333333333
"36","B.Robinson",2022,"WAS",12,205,797,2,3.88780487804878,66.4166666666667,-6.23539711959893,-0.0304165713151167,4.16491409483501,12,9,60,1,75,214,857,3,71.4166666666667,112.7,9.39166666666667
"37","B.Robinson",2023,"ATL",17,214,976,4,4.5607476635514,57.4117647058824,-26.7062713821204,-0.124795660664114,4.74176499496346,86,58,487,4,67.4418604651163,272,1463,8,86.0588235294118,246.3,14.4882352941176
"38","B.Robinson",2023,"WAS",15,178,733,5,4.11797752808989,48.8666666666667,-22.1895465999836,-0.124660374157211,3.87147524535807,43,36,368,4,83.7209302325581,214,1101,9,73.4,198.1,13.2066666666667
"39","B.Robinson",2024,"ATL",17,304,1456,14,4.78947368421053,85.6470588235294,16.8835396067896,0.0555379592328607,4.41747068575912,72,61,431,1,84.7222222222222,365,1887,15,111,341.7,20.1
"40","B.Robinson",2024,"WAS",17,223,928,10,4.16143497757847,54.5882352941176,-11.052836564882,-0.0495642895286187,4.10717922074396,30,24,181,0,80,247,1109,10,65.2352941176471,190.9,11.2294117647059
"41","B.Scott",2022,"PHI",16,69,278,5,4.02898550724638,17.375,-1.13787135912571,-0.0164908892626915,NA,7,6,24,0,85.7142857142857,75,302,5,18.875,66.2,4.1375
"42","B.Scott",2023,"PHI",10,20,86,0,4.3,8.6,-3.17410284868674,-0.158705142434337,NA,6,4,52,0,66.6666666666667,24,138,0,13.8,17.8,1.78
"43","B.Snell",2022,"PIT",3,20,90,1,4.5,30,4.33043405856006,0.216521702928003,3.16209677419355,2,2,17,0,100,22,107,1,35.6666666666667,18.7,6.23333333333333
"44","B.Watson",2024,"DEN",1,4,10,0,2.5,10,-0.179672391968779,-0.0449180979921948,NA,2,1,13,0,50,5,23,0,23,3.3,3.3
"45","C.Akers",2022,"LA",15,188,786,7,4.18085106382979,52.4,-13.2471754593134,-0.0704636992516672,4.06005487990522,18,13,117,0,72.2222222222222,201,903,7,60.2,141.3,9.42
"46","C.Akers",2023,"LA",1,22,29,1,1.31818181818182,29,-2.69685591459112,-0.122584359754142,12.1131034482759,0,0,0,0,NA,22,29,1,29,8.9,8.9
"47","C.Akers",2023,"MIN",6,38,138,1,3.63157894736842,23,-2.09102800012217,-0.055027052634794,4.94387096774194,12,11,70,0,91.6666666666667,49,208,1,34.6666666666667,37.8,6.3
"48","C.Akers",2024,"HOU",5,40,147,1,3.675,29.4,-12.17120414495,-0.304280103623751,5.61358490566038,7,4,16,1,57.1428571428571,44,163,2,32.6,30.3,6.06
"49","C.Akers",2024,"MIN",11,69,336,1,4.8695652173913,30.5454545454545,-6.70227958774194,-0.0971344867788687,5.6178447368421,11,10,52,2,90.9090909090909,79,388,3,35.2727272727273,66.8,6.07272727272727
"50","C.Brooks",2023,"MIA",3,19,106,0,5.57894736842105,35.3333333333333,-3.39220510114683,-0.178537110586675,NA,0,0,0,0,NA,19,106,0,35.3333333333333,10.6,3.53333333333333
"51","C.Brooks",2024,"GB",12,36,183,1,5.08333333333333,15.25,4.7882587546025,0.133007187627847,NA,16,13,78,0,81.25,49,261,1,21.75,45.1,3.75833333333333
"52","C.Brown",2023,"CIN",10,44,179,0,4.06818181818182,17.9,-9.0110161552813,-0.204795821710939,4.80790697674419,15,14,156,1,93.3333333333333,58,335,1,33.5,53.5,5.35
"53","C.Brown",2024,"CIN",16,229,990,7,4.32314410480349,61.875,-5.85863272827405,-0.0255835490317644,4.04331949524157,65,54,360,4,83.0769230769231,283,1350,11,84.375,255,15.9375
"54","C.Clement",2022,"ARI",4,15,55,1,3.66666666666667,13.75,-0.753288354200777,-0.0502192236133851,NA,7,5,54,0,71.4285714285714,20,109,1,27.25,21.9,5.475
"55","C.Collier",2024,"LV",2,5,12,0,2.4,6,-3.00471946189646,-0.600943892379291,NA,2,1,-4,0,50,6,8,0,4,1.8,0.9
"56","C.Edmonds",2022,"DEN",5,26,125,0,4.80769230769231,25,-2.69303358526668,-0.103578214817949,NA,7,6,61,0,85.7142857142857,32,186,0,37.2,24.6,4.92
"57","C.Edmonds",2022,"MIA",8,42,120,2,2.85714285714286,15,-13.012938493368,-0.309831868889714,7.2684,17,10,96,1,58.8235294117647,52,216,3,27,49.6,6.2
"58","C.Edmonds",2023,"TB",15,60,207,0,3.45,13.8,-9.85857114053073,-0.164309519008846,6.1088,21,17,107,0,80.952380952381,77,314,0,20.9333333333333,48.4,3.22666666666667
"59","C.Edwards-Helaire",2022,"KC",10,71,302,3,4.25352112676056,30.2,1.99692229188804,0.0281256660829301,3.59978260869565,23,17,151,3,73.9130434782609,88,453,6,45.3,98.3,9.83
"60","C.Edwards-Helaire",2023,"KC",19,81,276,1,3.40740740740741,14.5263157894737,-17.6729946369014,-0.218185118974092,4.56998773598774,26,21,195,1,80.7692307692308,102,471,2,24.7894736842105,78.1,4.11052631578947
"61","C.Edwards-Helaire",2024,"NO",2,13,46,0,3.53846153846154,23,-1.9589731086744,-0.1506902391288,NA,5,3,24,0,60,16,70,0,35,10,5
"62","C.Evans",2022,"CIN",4,0,0,0,NA,0,0,NA,NA,4,3,38,1,75,3,38,1,9.5,12.8,3.2
"63","C.Evans",2023,"CIN",1,2,12,0,6,12,-0.65153782418929,-0.325768912094645,NA,1,1,-1,0,100,3,11,0,11,2.1,2.1
"64","C.Hubbard",2022,"CAR",12,95,466,2,4.90526315789474,38.8333333333333,1.79318459826909,0.018875627350201,3.38885875741963,17,14,171,0,82.3529411764706,109,637,2,53.0833333333333,89.7,7.475
"65","C.Hubbard",2023,"CAR",17,238,902,5,3.78991596638655,53.0588235294118,-21.5159644468484,-0.0904032119615478,4.08936649825566,44,39,233,0,88.6363636363636,277,1135,5,66.7647058823529,182.5,10.7352941176471
"66","C.Hubbard",2024,"CAR",15,250,1195,10,4.78,79.6666666666667,9.69687744641844,0.0387875097856738,3.56523668307625,54,43,171,1,79.6296296296296,293,1366,11,91.0666666666667,241.6,16.1066666666667
"67","C.Huntley",2022,"ATL",12,76,366,1,4.81578947368421,30.5,3.98099746863591,0.0523815456399461,3.56826325510648,2,2,3,0,100,78,369,1,30.75,44.9,3.74166666666667
"68","C.McCaffrey",2022,"CAR",6,85,393,2,4.62352941176471,65.5,1.99324004077863,0.0234498828326897,3.50177782083409,43,33,277,1,76.7441860465116,118,670,3,111.666666666667,118,19.6666666666667
"69","C.McCaffrey",2022,"SF",14,199,984,8,4.94472361809045,70.2857142857143,6.84578840892367,0.0344009467785109,4.03251317129237,79,64,525,5,81.0126582278481,263,1509,13,107.785714285714,298.26,21.3042857142857
"70","C.McCaffrey",2023,"SF",19,331,1727,18,5.21752265861027,90.8947368421053,12.0509664340352,0.0364077535771457,3.83543484222438,108,86,716,8,79.6296296296296,417,2443,26,128.578947368421,480.3,25.2789473684211
"71","C.McCaffrey",2024,"SF",4,50,202,0,4.04,50.5,-2.89182955757133,-0.0578365911514265,5.44723445467014,19,15,146,0,78.9473684210526,65,348,0,87,47.8,11.95
"72","C.Patterson",2022,"ATL",13,144,695,8,4.82638888888889,53.4615384615385,-0.252170304221885,-0.00175118266820754,3.98060656745088,31,21,122,0,67.741935483871,165,817,8,62.8461538461538,154.7,11.9
"73","C.Patterson",2023,"ATL",12,50,181,0,3.62,15.0833333333333,-7.98226873380178,-0.159645374676036,3.90946428571429,12,9,38,1,75,59,219,1,18.25,36.9,3.075
"74","C.Patterson",2024,"PIT",13,32,135,0,4.21875,10.3846153846154,-7.84534724344177,-0.245167101357555,NA,14,12,80,1,85.7142857142857,44,215,1,16.5384615384615,37.5,2.88461538461539
"75","C.Reynolds",2022,"DET",6,23,102,0,4.43478260869565,17,-4.25025906867813,-0.184793872551223,NA,10,9,116,0,90,32,218,0,36.3333333333333,30.8,5.13333333333333
"76","C.Reynolds",2023,"DET",7,42,180,2,4.28571428571429,25.7142857142857,-2.45146162845776,-0.0583681340108991,6.63985585585586,5,5,47,0,100,47,227,2,32.4285714285714,37.7,5.38571428571429
"77","C.Reynolds",2024,"DET",7,31,139,0,4.48387096774194,19.8571428571429,-4.86852235585684,-0.157049108253446,NA,5,3,40,0,60,34,179,0,25.5714285714286,20.9,2.98571428571429
"78","C.Rodriguez",2023,"WAS",8,51,247,2,4.84313725490196,30.875,-3.48416020427248,-0.0683168667504409,3.42133004926108,2,2,12,0,100,53,259,2,32.375,37.9,4.7375
"79","C.Rodriguez",2024,"WAS",6,35,173,2,4.94285714285714,28.8333333333333,7.94025240946212,0.226864354556061,2.59740180032733,1,1,12,0,100,36,185,2,30.8333333333333,31.5,5.25
"80","C.Schrader",2024,"LA",1,1,3,0,3,3,-0.320892589399591,-0.320892589399591,NA,1,1,6,0,100,2,9,0,9,1.9,1.9
"81","C.Steele",2024,"KC",12,56,183,0,3.26785714285714,15.25,-11.9836104627345,-0.213993043977402,2.92652777777778,11,7,26,0,63.6363636363636,63,209,0,17.4166666666667,23.9,1.99166666666667
"82","D.Achane",2023,"MIA",12,109,809,8,7.42201834862385,67.4166666666667,32.3529554097063,0.296816104676205,3.30594078816364,43,30,218,3,69.7674418604651,139,1027,11,85.5833333333333,196.7,16.3916666666667
"83","D.Achane",2024,"MIA",17,203,907,6,4.4679802955665,53.3529411764706,-11.2816310102353,-0.0555745369962329,5.06301291272561,87,78,592,6,89.6551724137931,281,1499,12,88.1764705882353,299.9,17.6411764705882
"84","D.Cook",2022,"MIN",18,279,1233,8,4.41935483870968,68.5,-49.506622819661,-0.177443092543588,4.43263287579737,63,45,305,2,71.4285714285714,324,1538,10,85.4444444444444,250.8,13.9333333333333
"85","D.Cook",2023,"BAL",1,8,23,0,2.875,23,-1.45699672916259,-0.182124591145324,NA,0,0,0,0,NA,8,23,0,23,2.3,2.3
"86","D.Cook",2023,"NYJ",14,67,214,0,3.19402985074627,15.2857142857143,-24.8627181499614,-0.371085345521812,5.75878787878788,20,15,78,0,75,82,292,0,20.8571428571429,40.2,2.87142857142857
"87","D.Cook",2024,"DAL",2,8,20,0,2.5,10,-2.66215546766762,-0.332769433458452,NA,1,1,10,0,100,9,30,0,15,4,2
"88","D.Dallas",2022,"SEA",12,41,199,0,4.85365853658537,16.5833333333333,1.53082483552862,0.0373371911104541,4.2372972972973,19,17,126,0,89.4736842105263,58,325,0,27.0833333333333,47.5,3.95833333333333
"89","D.Dallas",2023,"SEA",10,10,36,0,3.6,3.6,0.156264331133571,0.015626433113357,NA,9,6,26,0,66.6666666666667,16,62,0,6.2,12.2,1.22
"90","D.Dallas",2024,"ARI",7,9,49,0,5.44444444444444,7,1.28107167757116,0.142341297507907,NA,3,3,11,1,100,12,60,1,8.57142857142857,21,3
"91","D.Evans",2022,"CHI",3,14,64,0,4.57142857142857,21.3333333333333,2.96236367704114,0.211597405502939,NA,1,1,33,0,100,15,97,0,32.3333333333333,10.7,3.56666666666667
"92","D.Evans",2023,"CHI",5,30,105,1,3.5,21,-0.00531587716251014,-0.000177195905417005,5.8325,12,7,49,0,58.3333333333333,37,154,1,30.8,28.4,5.68
"93","D.Evans",2023,"MIA",1,2,16,0,8,16,0.609161459142342,0.304580729571171,NA,0,0,0,0,NA,2,16,0,16,1.6,1.6
"94","D.Evans",2024,"CHI",1,3,3,0,1,3,-1.29481282713823,-0.431604275712743,NA,0,0,0,0,NA,3,3,0,3,0.3,0.3
"95","D.Felton",2022,"CLE",4,1,-4,0,-4,-1,-1.29092040879186,-1.29092040879186,NA,4,2,8,0,50,3,4,0,1,2.4,0.6
"96","D.Foreman",2022,"CAR",16,203,914,5,4.50246305418719,57.125,2.98204335824736,0.0146898687598392,4.58960690354974,9,5,26,0,55.5555555555556,208,940,5,58.75,131,8.1875
"97","D.Foreman",2023,"CHI",9,109,425,4,3.89908256880734,47.2222222222222,-4.14315042519593,-0.0380105543595957,3.50641966234862,16,11,77,1,68.75,120,502,5,55.7777777777778,91.2,10.1333333333333
"98","D.Foreman",2024,"CLE",10,71,232,0,3.26760563380282,23.2,-24.1594711056096,-0.340274240924078,4.34531608880111,8,6,54,0,75,77,286,0,28.6,32.6,3.26
"99","D.Gore",2023,"WAS",2,3,26,0,8.66666666666667,13,-1.32363200120744,-0.441210667069148,NA,0,0,0,0,NA,3,26,0,13,2.6,1.3
"100","D.Harris",2022,"NE",11,106,462,3,4.35849056603774,42,-3.71608092816314,-0.035057367246822,3.8452014534137,23,17,97,0,73.9130434782609,123,559,3,50.8181818181818,90.9,8.26363636363637
"101","D.Harris",2023,"BUF",6,23,94,1,4.08695652173913,15.6666666666667,2.17426049790811,0.0945330651264395,NA,2,2,16,0,100,25,110,1,18.3333333333333,19,3.16666666666667
"102","D.Henderson",2022,"LA",10,70,283,3,4.04285714285714,28.3,1.44125769513403,0.0205893956447718,3.42766198222238,22,17,102,0,77.2727272727273,87,385,3,38.5,73.5,7.35
"103","D.Henderson",2023,"LA",4,46,112,2,2.43478260869565,28,-11.786323133565,-0.256224415947066,5.64974440331394,14,10,103,0,71.4285714285714,56,215,2,53.75,43.5,10.875
"104","D.Henry",2022,"TEN",16,349,1538,13,4.40687679083095,96.125,-22.3112961681327,-0.063929215381469,4.31677501961162,41,33,398,0,80.4878048780488,382,1936,13,121,302.76,18.9225
"105","D.Henry",2023,"TEN",17,280,1167,12,4.16785714285714,68.6470588235294,-2.09850315903817,-0.00749465413942202,5.3489057076903,36,28,214,0,77.7777777777778,308,1381,12,81.2352941176471,246.66,14.5094117647059
"106","D.Henry",2024,"BAL",19,367,2191,19,5.9700272479564,115.315789473684,47.4913418960885,0.12940420135174,3.1925081365861,24,19,193,2,79.1666666666667,386,2384,21,125.473684210526,381.4,20.0736842105263
"107","D.Hilliard",2022,"TEN",11,22,145,0,6.59090909090909,13.1818181818182,0.607278296352364,0.0276035589251074,NA,26,21,177,4,80.7692307692308,43,322,4,29.2727272727273,77.2,7.01818181818182
"108","D.Jackson",2022,"IND",12,68,236,1,3.47058823529412,19.6666666666667,-15.6131862955828,-0.229605680817394,4.12154507355664,34,30,209,1,88.2352941176471,98,445,2,37.0833333333333,84.5,7.04166666666667
"109","D.Jackson",2023,"IND",1,13,14,0,1.07692307692308,14,-10.6969905669393,-0.822845428226104,10.4057142857143,6,5,14,0,83.3333333333333,18,28,0,28,3.8,3.8
"110","D.Jackson",2023,"NYG",1,1,2,0,2,2,-0.746223524562083,-0.746223524562083,NA,0,0,0,0,NA,1,2,0,2,0.2,0.2
"111","D.Johnson",2022,"BUF",1,2,4,0,2,4,-0.967043306212872,-0.483521653106436,NA,0,0,0,0,NA,2,4,0,4,0.4,0.4
"112","D.Johnson",2022,"CLE",3,4,17,0,4.25,5.66666666666667,-0.0639174141688272,-0.0159793535422068,NA,3,3,7,0,100,7,24,0,8,5.4,1.8
"113","D.Johnson",2022,"NO",4,12,24,0,2,6,-9.87764541426441,-0.823137117855367,NA,4,4,47,0,100,16,71,0,17.75,9.1,2.275
"114","D.Johnson",2023,"JAX",15,41,108,0,2.63414634146341,7.2,-13.3053339688936,-0.324520340704722,NA,12,10,140,0,83.3333333333333,51,248,0,16.5333333333333,34.8,2.32
"115","D.Johnson",2024,"JAX",12,32,143,0,4.46875,11.9166666666667,3.19850452046026,0.099953266264383,NA,19,12,96,0,63.1578947368421,44,239,0,19.9166666666667,35.9,2.99166666666667
"116","D.Laube",2024,"LV",1,1,0,0,0,0,-4.66817615873879,-4.66817615873879,NA,0,0,0,0,NA,1,0,0,0,-2,-2
"117","D.Montgomery",2022,"CHI",16,201,801,5,3.98507462686567,50.0625,-15.3133969494852,-0.0761860544750506,4.64646982331689,40,34,316,1,85,235,1117,6,69.8125,177.7,11.10625
"118","D.Montgomery",2023,"DET",17,258,1198,15,4.64341085271318,70.4705882352941,11.0840201255234,0.0429613183159823,3.5320569336871,31,22,162,0,70.9677419354839,280,1360,15,80,248,14.5882352941176
"119","D.Montgomery",2024,"DET",15,192,803,12,4.18229166666667,53.5333333333333,-8.48990764048532,-0.044218268960861,3.99365816991362,38,36,341,0,94.7368421052632,228,1144,12,76.2666666666667,225.32,15.0213333333333
"120","D.Ogunbowale",2022,"HOU",11,42,123,1,2.92857142857143,11.1818181818182,-6.2720837788881,-0.149335328068764,4.22090909090909,26,20,104,0,76.9230769230769,62,227,1,20.6363636363636,48.7,4.42727272727273
"121","D.Ogunbowale",2023,"HOU",7,10,42,0,4.2,6,-3.36661483106036,-0.336661483106036,NA,8,3,31,0,37.5,13,73,0,10.4285714285714,10.3,1.47142857142857
"122","D.Ogunbowale",2024,"HOU",17,32,126,0,3.9375,7.41176470588235,-7.77087260927736,-0.242839769039917,6.355,29,20,198,1,68.9655172413793,52,324,1,19.0588235294118,58.4,3.43529411764706
"123","D.Ozigbo",2022,"DEN",3,3,4,0,1.33333333333333,1.33333333333333,-1.50215048354585,-0.500716827848616,NA,1,1,3,0,100,4,7,0,2.33333333333333,1.7,0.566666666666667
"124","D.Ozigbo",2023,"DET",1,3,5,0,1.66666666666667,5,-1.60837490076665,-0.536124966922216,NA,1,1,8,0,100,4,13,0,13,2.3,2.3
"125","D.Pierce",2022,"HOU",13,220,939,4,4.26818181818182,72.2307692307692,-27.9403902780737,-0.127001773991244,4.86059642939299,39,30,165,1,76.9230769230769,250,1104,5,84.9230769230769,166.4,12.8
"126","D.Pierce",2023,"HOU",14,148,416,2,2.81081081081081,29.7142857142857,-42.7835608444851,-0.289078113814089,5.26113965741652,17,13,101,0,76.4705882352941,161,517,2,36.9285714285714,82.7,5.90714285714286
"127","D.Pierce",2024,"HOU",11,46,318,2,6.91304347826087,28.9090909090909,5.40441586321685,0.117487301374279,2.13852272727273,5,2,2,0,40,48,320,2,29.0909090909091,46,4.18181818181818
"128","D.Singletary",2022,"BUF",18,193,892,5,4.62176165803109,49.5555555555556,-15.2896057368198,-0.0792207551130559,3.32764766961685,60,43,317,1,71.6666666666667,236,1209,6,67.1666666666667,193.9,10.7722222222222
"129","D.Singletary",2023,"HOU",19,238,986,5,4.14285714285714,51.8947368421053,-21.2469027812699,-0.0892727007616381,4.08117727292561,47,38,245,0,80.8510638297872,276,1231,5,64.7894736842105,195.34,10.2810526315789
"130","D.Singletary",2024,"NYG",15,113,437,4,3.86725663716814,29.1333333333333,-11.1448167904699,-0.0986266972607956,5.24367702520334,24,21,119,0,87.5,134,556,4,37.0666666666667,96.6,6.44
"131","D.Swift",2022,"DET",14,99,542,5,5.47474747474747,38.7142857142857,5.51617491038692,0.0557189384887568,3.20975473302086,70,48,389,3,68.5714285714286,147,931,8,66.5,191.1,13.65
"132","D.Swift",2023,"PHI",17,239,1083,5,4.53138075313807,63.7058823529412,-0.500590910276906,-0.00209452263714187,4.05054378820506,53,43,246,1,81.1320754716981,282,1329,6,78.1764705882353,209.9,12.3470588235294
"133","D.Swift",2024,"CHI",17,253,959,6,3.7905138339921,56.4117647058824,-38.9268417686981,-0.153861034658886,5.37968681921539,52,42,386,0,80.7692307692308,295,1345,6,79.1176470588235,214.5,12.6176470588235
"134","D.Vaughn",2023,"DAL",6,23,40,0,1.73913043478261,6.66666666666667,-12.9092501658597,-0.561271746341726,NA,7,7,40,0,100,30,80,0,13.3333333333333,15,2.5
"135","D.Vaughn",2024,"DAL",5,17,70,0,4.11764705882353,14,-4.09176857437706,-0.240692269081003,NA,5,3,18,0,60,20,88,0,17.6,11.8,2.36
"136","D.Washington",2022,"NO",3,11,38,0,3.45454545454545,12.6666666666667,-3.34099882701412,-0.303727166092193,NA,1,1,7,0,100,12,45,0,15,5.5,1.83333333333333
"137","D.Williams",2022,"ARI",5,21,102,1,4.85714285714286,20.4,4.09910958161345,0.195195694362545,NA,8,4,9,0,50,25,111,1,22.2,21.1,4.22
"138","D.Williams",2022,"ATL",1,2,2,0,1,2,-1.12978465296328,-0.56489232648164,NA,0,0,0,0,NA,2,2,0,2,0.2,0.2
"139","D.Williams",2023,"ARI",3,11,43,0,3.90909090909091,14.3333333333333,-1.90821717237122,-0.173474288397384,NA,2,2,12,0,100,13,55,0,18.3333333333333,7.5,2.5
"140","E.Benjamin",2022,"ARI",9,70,299,2,4.27142857142857,33.2222222222222,0.68159008724615,0.00973700124637357,4.11499853113984,33,24,184,0,72.7272727272727,94,483,2,53.6666666666667,86.3,9.58888888888889
