"playerId","name","position","team","season","age","experience","jersey_number","height","weight","college","status","contract_status","contractYearsRemaining","marketValue","overallRating","annualSalary","positionImportance","ageTier","isRookie","isVeteran","isActive","hasInjuryConcerns","durabilityScore","entry_year","rookie_year"
"DaQuan_Jones_BUF_2024","DaQuan Jones","DL","BUF",2024,33,10,92,"76",322,"Penn State","ACT","veteran",3,8.4,85,1.3,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Pat_O'Donnell_SF_2024","Pat O'Donnell","P","SF",2024,33,10,40,"76",212,"Miami","ACT","veteran",3,2.5,85,0.4,0.15,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Shaquil_Barrett_TB_2024","Shaquil Barrett","LB","TB",2024,32,10,56,"74",250,"Colorado State","ACT","veteran",3,10.1,95,1.5,0.6,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Chris_Boswell_PIT_2024","Chris Boswell","K","PIT",2024,33,10,9,"74",185,"Rice","ACT","veteran",3,3.4,85,0.5,0.2,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Tyler_Ott_WAS_2024","Tyler Ott","LS","WAS",2024,32,10,69,"75",253,"Harvard","ACT","veteran",3,8.4,95,1.3,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Brent_Urban_BAL_2024","Brent Urban","DL","BAL",2024,33,10,97,"79",300,"Virginia","ACT","veteran",3,8.4,85,1.3,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Cairo_Santos_CHI_2024","Cairo Santos","K","CHI",2024,33,10,8,"68",160,"Tulane","ACT","veteran",3,3.4,85,0.5,0.2,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Brandin_Cooks_DAL_2024","Brandin Cooks","WR","DAL",2024,31,10,3,"70",183,"Oregon State","ACT","veteran",3,16.8,95,2.5,0.75,"veteran",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Teddy_Bridgewater_DET_2024","Teddy Bridgewater","QB","DET",2024,32,10,12,"74",215,"Louisville","ACT","veteran",3,29.4,98,4.4,1,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Denico_Autry_HOU_2024","Denico Autry","DL","HOU",2024,34,10,96,"77",285,"Mississippi State","ACT","veteran",3,6,85,0.9,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Jake_Matthews_ATL_2024","Jake Matthews","OL","ATL",2024,32,10,70,"77",309,"Texas A&amp;M","ACT","veteran",3,8.4,95,1.3,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Jimmy_Garoppolo_LA_2024","Jimmy Garoppolo","QB","LA",2024,33,10,11,"74",225,"Eastern Illinois","ACT","veteran",3,29.4,88,4.4,1,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"C.J._Goodwin_DAL_2024","C.J. Goodwin","DB","DAL",2024,34,10,29,"75",190,"California, Pa.","ACT","veteran",3,6,85,0.9,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Kyle_Van_Noy_BAL_2024","Kyle Van Noy","LB","BAL",2024,33,10,53,"75",250,"Brigham Young","ACT","veteran",3,10.1,85,1.5,0.6,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Michael_Palardy_ARI_2024","Michael Palardy","P","ARI",2024,32,10,10,"71",200,"Tennessee","ACT","veteran",3,2.5,95,0.4,0.15,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Jadeveon_Clowney_CAR_2024","Jadeveon Clowney","LB","CAR",2024,31,10,7,"77",255,"South Carolina","ACT","veteran",3,10.1,95,1.5,0.6,"veteran",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Davante_Adams_NYJ_2024","Davante Adams","WR","NYJ",2024,32,10,17,"73",215,"Fresno State","ACT","veteran",3,16.8,95,2.5,0.75,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Mike_Evans_TB_2024","Mike Evans","WR","TB",2024,31,10,13,"77",231,"Texas A&amp;M","ACT","veteran",3,16.8,95,2.5,0.75,"veteran",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Joel_Bitonio_CLE_2024","Joel Bitonio","OL","CLE",2024,33,10,75,"76",320,"Nevada","ACT","veteran",3,8.4,85,1.3,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Allen_Robinson_DET_2024","Allen Robinson","WR","DET",2024,31,10,8,"74",220,"Penn State","ACT","veteran",3,16.8,95,2.5,0.75,"veteran",FALSE,TRUE,TRUE,FALSE,85,2014,2014
"Chris_Manhertz_NYG_2024","Chris Manhertz","TE","NYG",2024,32,9,85,"78",255,"Canisius","ACT","veteran",2,9.7,93,1.5,0.55,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Jason_Myers_SEA_2024","Jason Myers","K","SEA",2024,33,9,5,"70",190,"Marist","ACT","veteran",2,3.2,83,0.5,0.2,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Amari_Cooper_BUF_2024","Amari Cooper","WR","BUF",2024,30,9,18,"73",211,"Alabama","ACT","veteran",2,20.7,93,3.1,0.75,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Nelson_Agholor_BAL_2024","Nelson Agholor","WR","BAL",2024,31,9,15,"72",198,"Southern California","ACT","veteran",2,16.1,93,2.4,0.75,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Eddie_Goldman_ATL_2024","Eddie Goldman","DL","ATL",2024,30,9,99,"75",320,"Florida State","ACT","veteran",2,10.3,93,1.5,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Eric_Kendricks_DAL_2024","Eric Kendricks","LB","DAL",2024,32,9,50,"72",232,"UCLA","ACT","veteran",2,9.7,93,1.5,0.6,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Jordan_Phillips_BUF_2024","Jordan Phillips","DL","BUF",2024,32,9,97,"78",341,"Oklahoma","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Danielle_Hunter_HOU_2024","Danielle Hunter","DL","HOU",2024,30,9,55,"77",252,"Louisiana State","ACT","veteran",2,10.3,93,1.5,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Za'Darius_Smith_DET_2024","Za'Darius Smith","DL","DET",2024,32,9,99,"76",272,"Kentucky","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Shaq_Mason_HOU_2024","Shaq Mason","OL","HOU",2024,31,9,69,"73",310,"Georgia Tech","ACT","veteran",2,8,93,1.2,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Mark_Glowinski_IND_2024","Mark Glowinski","OL","IND",2024,32,9,64,"76",310,"West Virginia","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Grady_Jarrett_ATL_2024","Grady Jarrett","DL","ATL",2024,31,9,97,"72",305,"Clemson","ACT","veteran",2,8,93,1.2,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"MyCole_Pruitt_PIT_2024","MyCole Pruitt","TE","PIT",2024,32,9,81,"74",243,"Southern Illinois","ACT","veteran",2,9.7,93,1.5,0.55,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Michael_Burton_DEN_2024","Michael Burton","RB","DEN",2024,32,9,20,"71",240,"Rutgers","ACT","veteran",2,12.1,93,1.8,0.5,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Raheem_Mostert_MIA_2024","Raheem Mostert","RB","MIA",2024,32,9,31,"70",197,"Purdue","ACT","veteran",2,12.1,93,1.8,0.5,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Neville_Hewitt_HOU_2024","Neville Hewitt","LB","HOU",2024,31,9,43,"74",234,"Marshall","ACT","veteran",2,9.7,93,1.5,0.6,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"DeShawn_Williams_CAR_2024","DeShawn Williams","DL","CAR",2024,32,9,75,"73",292,"Clemson","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Taylor_Heinicke_LAC_2024","Taylor Heinicke","QB","LAC",2024,31,9,8,"73",210,"Old Dominion","ACT","veteran",2,28.2,96,4.2,1,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Rick_Lovato_PHI_2024","Rick Lovato","LS","PHI",2024,32,9,49,"74",249,"Old Dominion","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Leonard_Williams_SEA_2024","Leonard Williams","DL","SEA",2024,30,9,99,"77",302,"Southern California","ACT","veteran",2,10.3,93,1.5,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Mitch_Morse_JAX_2024","Mitch Morse","OL","JAX",2024,32,9,65,"78",305,"Missouri","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Carl_Davis_WAS_2024","Carl Davis","DL","WAS",2024,32,9,91,"77",320,"Iowa","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Jamison_Crowder_WAS_2024","Jamison Crowder","WR","WAS",2024,31,9,80,"69",177,"Duke","ACT","veteran",2,16.1,93,2.4,0.75,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Rakeem_Nunez-Roches_NYG_2024","Rakeem Nunez-Roches","DL","NYG",2024,31,9,93,"74",307,"Southern Mississippi","ACT","veteran",2,8,93,1.2,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Dante_Fowler_Jr._WAS_2024","Dante Fowler Jr.","LB","WAS",2024,30,9,6,"75",255,"Florida","ACT","veteran",2,12.4,93,1.9,0.6,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Brandon_Scherff_JAX_2024","Brandon Scherff","OL","JAX",2024,33,9,68,"77",315,"Iowa","ACT","veteran",2,8,83,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Bradley_Pinion_ATL_2024","Bradley Pinion","P","ATL",2024,30,9,13,"77",240,"Clemson","ACT","veteran",2,3.1,93,0.5,0.15,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Denzel_Perryman_LAC_2024","Denzel Perryman","LB","LAC",2024,32,9,6,"71",240,"Miami","ACT","veteran",2,9.7,93,1.5,0.6,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Chris_Conley_SF_2024","Chris Conley","WR","SF",2024,32,9,18,"75",205,"Georgia","ACT","veteran",2,16.1,93,2.4,0.75,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Bud_Dupree_LAC_2024","Bud Dupree","LB","LAC",2024,31,9,48,"76",269,"Kentucky","ACT","veteran",2,9.7,93,1.5,0.6,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Arik_Armstead_JAX_2024","Arik Armstead","DL","JAX",2024,31,9,91,"79",292,"Oregon","ACT","veteran",2,8,93,1.2,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Tyler_Lockett_SEA_2024","Tyler Lockett","WR","SEA",2024,32,9,16,"70",182,"Kansas State","ACT","veteran",2,16.1,93,2.4,0.75,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"D.J._Humphries_KC_2024","D.J. Humphries","OL","KC",2024,31,9,70,"77",307,"Florida","ACT","veteran",2,8,93,1.2,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Joe_Cardona_NE_2024","Joe Cardona","LS","NE",2024,32,9,49,"75",245,"Navy","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Laken_Tomlinson_SEA_2024","Laken Tomlinson","OL","SEA",2024,32,9,70,"75",312,"Duke","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Rob_Havenstein_LA_2024","Rob Havenstein","OL","LA",2024,32,9,79,"80",328,"Wisconsin","ACT","veteran",2,8,93,1.2,0.4,"aging",FALSE,TRUE,TRUE,FALSE,85,2015,2015
"Mario_Edwards_HOU_2024","Mario Edwards","DL","HOU",2024,30,9,97,"75",280,"Florida State","ACT","veteran",2,10.3,93,1.5,0.4,"veteran",FALSE,TRUE,TRUE,FALSE,85,2015,2015
