player_id,player_name,position,team,height,weight,years_exp,rookie_year,birth_date,college
00-0030294,Tony Jefferson,DB,LAC,71,212,11,2013,1992-01-27,Oklahoma
00-0031363,Michael Palardy,P,ARI,71,200,10,2014,1992-07-06,Tennessee
00-0031622,Bobby Hart,OL,WAS,77,310,9,2015,1994-08-21,Florida State
00-0032221,Shane Ray,LB,TEN,75,245,9,2015,1993-05-18,Missouri
00-0032977,Rashard Higgins,WR,CLE,73,198,8,2016,1994-10-07,Colorado State
00-0033524,Kevin King,DB,ATL,75,200,7,2017,1995-05-05,Washington
00-0033540,Takk McKinley,DL,NYJ,74,265,7,2017,1995-11-02,UCLA
00-0033560,Julie'n Davenport,OL,ATL,79,325,7,2017,1995-01-09,Bucknell
00-0034372,Joel Iyiegbuniwe,LB,DET,73,226,6,2018,1995-10-12,Western Kentucky
00-0034406,Deon Cain,WR,BUF,74,202,6,2018,1996-08-09,Clemson
00-0034479,Matt McCrane,K,DET,70,165,6,2018,1994-09-08,Kansas State
00-0034653,Deontay Burnett,WR,DAL,72,186,6,2018,1997-10-04,Southern California
00-0034729,Jamarco Jones,OL,DET,76,293,6,2018,1996-06-04,Ohio State
00-0034737,Luis Perez,QB,LAC,75,220,6,2018,1994-08-06,Texas A&amp;M-Commerce
00-0035048,Wyatt Ray,DL,MIA,75,255,5,2019,1996-10-24,Boston College
00-0035063,Matt Betts,DL,DET,74,259,5,2019,1995-03-22,"Laval, Can."
00-0035139,Marquise Blair,DB,NYJ,73,195,5,2019,1997-07-18,Utah
00-0035177,Willie Harvey,LB,DAL,71,230,5,2019,1996-01-09,Iowa State
00-0035179,Jalen Dalton,DL,DAL,78,288,5,2019,1997-08-04,North Carolina
00-0035297,Kelvin Harmon,WR,DAL,74,213,5,2019,1996-12-15,North Carolina State
00-0035327,C.J. Moore,DB,DET,71,195,5,2019,1995-12-15,Mississippi
00-0035462,Walter Palmore,DL,CAR,76,320,5,2019,1996-08-09,Missouri
00-0035701,Marcus Simms,WR,SEA,72,197,5,2019,1997-12-18,West Virginia
00-0035863,Douglas Coleman III,DB,CHI,73,200,4,2020,1998-06-28,Texas Tech
00-0035869,Austin Mack,WR,ATL,74,215,4,2020,1997-08-31,Ohio State
00-0036085,Javin White,LB,CHI,75,205,4,2020,1997-02-21,Nevada-Las Vegas
00-0036170,Mike Panasiuk,OL,IND,76,300,4,2020,1997-10-13,Michigan State
00-0036239,Jonathan Garvin,LB,SF,76,250,4,2020,1999-07-28,Miami
00-0036277,Quintez Cephus,WR,LA,73,205,4,2020,1998-04-01,Wisconsin
00-0036344,Harrison Hand,DB,ATL,71,192,4,2020,1998-11-12,Temple
00-0036522,Devery Hamilton,OL,PIT,81,310,3,2021,1998-04-19,Duke
00-0036558,Daviyon Nixon,DL,MIA,75,305,3,2021,1998-12-13,Iowa
00-0036609,Jake Burton,OL,DET,78,312,3,2021,1997-10-16,Baylor
00-0036753,Sage Surratt,TE,ARI,75,215,3,2021,1998-04-13,Wake Forest
00-0036769,Anthony Hines III,LB,NYJ,75,226,3,2021,1999-01-15,Texas A&amp;M
00-0036863,Chris Garrett,LB,ARI,76,245,3,2021,1998-06-12,"Concordia, St. Paul"
00-0037213,Kehinde Oginni Hassan,LB,ATL,78,215,2,2022,1999-03-03,No College
00-0037215,Mike Rose,LB,NO,76,245,2,2022,2000-05-25,Iowa State
00-0037284,Matt Araiza,P,KC,74,200,2,2022,2000-05-16,San Diego State
00-0037398,Samson Nacua,WR,NO,75,191,2,2022,1998-01-20,Brigham Young
00-0037450,Tyreik McAllister,RB,LV,70,174,2,2022,1998-04-07,"Charleston, W. Va."
00-0037508,Justin Hall,WR,MIN,69,190,2,2022,1999-01-29,Ball State
00-0037571,Storey Jackson,LB,ATL,73,210,2,2022,1998-04-08,Liberty
00-0037610,Seth Vernon,P,TB,77,225,2,2022,1999-04-06,Portland State
00-0037799,Dondrea Tillman,LB,DEN,75,247,4,2024,1998-04-30,"Indiana, Pa."
00-0038194,Kohl Levao,OL,NYJ,78,350,2,2024,1998-02-21,Hawaii
00-0038223,Liam Fornadel,OL,NE,76,310,2,2024,1999-06-17,James Madison
00-0038297,Malik Fisher,DL,HOU,76,265,2,NA,1999-01-28,Villanova
00-0038309,Keonte Schad,DL,GB,74,288,2,NA,NA,Oregon State
00-0038426,Lorenz Metz,OL,TB,81,330,1,2023,1997-03-07,Cincinnati
00-0038428,Andre Szmyt,K,CLE,73,199,1,2023,1998-09-26,Syracuse
00-0038659,Zach Morton,DL,GB,76,260,1,2023,1999-01-13,Akron
00-0038778,Jalen Redmond,DL,MIN,74,292,1,2023,1999-03-12,Oklahoma
00-0038808,Jack Podlesny,K,GB,73,180,1,2023,NA,Georgia
00-0039069,Michael Tutsie,DB,IND,71,189,1,2023,1998-02-21,North Dakota State
00-0039099,Bo Bauer,LB,WAS,74,235,0,2024,1999-12-11,Notre Dame
00-0039172,Jake Bates,K,DET,70,202,1,2023,1999-03-03,Arkansas
00-0039206,Lwal Uguak,DL,TB,77,271,1,2024,2000-03-30,Texas Christian
00-0039207,Durell Nchami,DL,IND,76,260,1,2024,2000-02-11,Maryland
00-0039224,Marvin Moody,LB,CLE,74,230,1,NA,NA,Tulane
00-0039228,Louis Rees-Zammit,RB,JAX,75,194,0,2024,2001-02-02,No College
00-0039229,Charlie Smyth,K,NO,76,210,0,2024,2001-06-26,No College
00-0039230,Dante Miller,RB,NYG,70,200,0,2024,1999-05-14,South Carolina
00-0039231,Patrick Murtagh,TE,JAX,78,220,0,2024,2000-02-11,No College
00-0039232,Nate Wiggins,DB,BAL,73,185,0,2024,2003-08-28,Clemson
00-0039233,Roger Rosengarten,OL,BAL,77,300,0,2024,2002-06-03,Washington
00-0039234,T.J. Tampa,DB,BAL,73,200,0,2024,2002-03-13,Iowa State
00-0039235,Sanoussi Kane,DB,BAL,71,215,0,2024,2001-10-06,Purdue
00-0039236,Johnny Wilson,WR,PHI,78,237,0,2024,2001-04-03,Florida State
00-0039237,Nick Samac,OL,BAL,76,305,0,2024,2001-08-21,Michigan State
00-0039238,Michael Pratt,QB,TB,75,220,0,2024,2001-09-30,Tulane
00-0039239,Kalen King,DB,GB,71,190,0,2024,2003-01-28,Penn State
00-0039241,Beau Brade,DB,BAL,72,200,0,2024,2002-01-29,Maryland
00-0039242,Corey Bullock,OL,BAL,75,331,0,2024,2001-12-09,Maryland
00-0039244,Chris Collier,RB,LV,71,195,0,2024,2000-03-24,Lock Haven
00-0039245,Ryan Cooper Jr.,DB,SEA,71,187,0,2024,2001-08-31,Oregon State
00-0039246,Darrian Dalcourt,OL,BAL,75,305,0,2024,2000-09-17,Alabama
00-0039247,Joe Evans,LB,BAL,73,252,0,2024,1999-06-29,Iowa
00-0039250,Deion Jennings,LB,BAL,72,235,0,2024,2000-06-19,Rutgers
00-0039251,Julian Pearl,OL,CLE,78,315,0,2024,1999-10-06,Illinois
00-0039252,Randen Plattner,LS,KC,75,241,0,2024,1999-12-08,Kansas State
00-0039253,Yvandy Rigby,LB,NE,74,230,0,2024,1999-12-31,Temple
00-0039254,Mike Rigerman,TE,BAL,74,260,0,2024,2001-06-29,Findlay
00-0039255,Tayvion Robinson,WR,CAR,71,194,0,2024,2000-10-01,Kentucky
00-0039256,Riley Sharp,TE,BAL,78,248,0,2024,1997-11-07,Oregon State
00-0039257,Darrell Simpson,OL,BAL,78,345,0,2024,1999-08-12,Tulsa
00-0039258,Jordan Toles,DB,BAL,73,209,0,2024,NA,Morgan State
00-0039259,Dayton Wade,WR,BAL,69,175,0,2024,2000-09-08,Mississippi
00-0039260,Tramel Walthour,DL,BAL,75,270,0,2024,2000-07-26,Georgia
00-0039261,Isaiah Washington,WR,BAL,75,210,0,2024,2001-05-04,Rutgers
00-0039262,Gottlieb Ayedze,OL,LV,77,320,0,2024,2000-04-10,Maryland
00-0039263,McCallan Castles,TE,LAC,76,252,0,2024,1999-12-03,Tennessee
00-0039264,Anim Dankwah,OL,WAS,80,362,0,2024,2000-10-19,Howard
00-0039265,Gabe Hall,DL,PHI,78,292,0,2024,2001-01-12,Baylor
00-0039266,Kendall Milton,RB,CIN,74,220,0,2024,2002-02-10,Georgia
00-0039267,Andre' Sam,DB,PHI,70,190,0,2024,1999-02-09,Louisiana State
00-0039268,Peter Bowden,LS,JAX,74,217,0,2024,2001-01-24,Wisconsin
00-0039269,James Ester,DL,GB,75,298,0,2024,2001-08-30,Northern Illinois
00-0039270,Ralen Goforth,LB,GB,73,237,0,2024,2000-11-02,Washington
00-0039271,Jarveon Howard,RB,GB,70,202,0,2024,1999-11-13,Alcorn State
00-0039272,Donovan Jennings,OL,GB,76,333,0,2024,1999-11-24,South Florida
00-0039273,Trente Jones,OL,GB,77,325,0,2024,NA,Michigan
00-0039275,Messiah Swinson,TE,GB,80,260,0,2024,2000-04-20,Arizona State
00-0039276,Al Blades Jr.,DB,NYJ,73,188,0,2024,1999-10-24,Duke
00-0039277,Jimmy Ciarlo,LB,NYJ,74,225,0,2024,2001-02-28,Army
00-0039278,Tyler Harrell,WR,NYJ,72,200,0,2024,2000-08-01,Miami
00-0039281,Tyreek Johnson,DL,NYJ,75,270,0,2024,NA,South Carolina
00-0039282,Myles Jones,DB,NYJ,76,190,0,2024,1998-10-06,Duke
00-0039283,Brady Latham,OL,NYJ,77,312,0,2024,2000-09-30,Arkansas
00-0039284,Braiden McGregor,DL,NYJ,78,267,0,2024,2001-07-12,Michigan
00-0039285,Jarius Monroe,DB,NYJ,74,205,0,2024,2000-10-06,Tulane
00-0039286,Marcus Riley,WR,NYJ,71,175,0,2024,1999-05-09,Florida A&amp;M
00-0039287,Lincoln Sefcik,TE,NYJ,75,230,0,2024,1999-07-14,South Alabama
00-0039288,Jackson Sirmon,LB,NYJ,74,240,0,2024,2000-04-15,California
00-0039289,Leonard Taylor III,DL,NYJ,75,305,0,2024,2002-05-29,Miami
00-0039290,Willie Tyler,OL,NYJ,78,320,0,2024,1999-08-26,Louisville
00-0039291,Eric Watts,DL,NYJ,77,277,0,2024,2000-10-01,Connecticut
00-0039292,Shemar Bartholomew,DB,CAR,73,200,0,2024,2000-06-06,Georgia Southern
00-0039293,Sundiata Anderson,DL,SEA,77,240,0,2024,2000-07-28,Grambling
00-0039294,Nelson Ceaser,DL,SEA,75,250,0,2024,2001-06-03,Houston
00-0039296,Easton Gibbs,LB,SEA,74,230,0,2024,2001-04-27,Wyoming
00-0039297,Garret Greenfield,OL,TB,79,305,0,2024,1999-09-20,South Dakota State
00-0039298,Hayden Hatten,WR,SEA,74,205,0,2024,2000-08-06,Idaho
00-0039299,George Holani,RB,SEA,70,210,0,2024,1999-12-16,Boise State
00-0039300,Carlton Johnson,DB,SEA,72,165,0,2024,2000-05-07,Fresno State
00-0039301,Devere Levelston,DL,SEA,75,275,0,2024,2001-04-05,Southern Methodist
00-0039302,Kobe Lewis,RB,SEA,70,215,0,2024,2000-06-14,Florida Atlantic
00-0039303,Mike Novitsky,OL,SEA,77,300,0,2024,1999-12-17,Kansas
00-0039304,Ro Torrence,DB,CHI,75,200,0,2024,2001-04-01,Arizona State
00-0039305,Jack Westover,TE,NE,75,248,0,2024,1999-06-09,Washington
00-0039306,Dee Williams,WR,NYG,70,194,0,2024,1999-12-06,Tennessee
00-0039307,Rason Williams,DL,SEA,76,280,0,2024,NA,Louisiana Tech
00-0039308,TaMerik Williams,RB,SEA,73,227,0,2024,NA,North Dakota State
00-0039309,Byron Murphy II,DL,SEA,72,308,0,2024,2002-09-08,Texas
00-0039310,Trevor Keegan,OL,PHI,77,320,0,2024,2000-08-30,Michigan
00-0039311,Emani Bailey,RB,CAR,67,207,0,2024,2001-11-28,Texas Christian
00-0039312,Miles Battle,DB,NE,76,205,0,2024,2000-01-04,Utah
00-0039313,Swayze Bozeman,LB,KC,73,225,0,2024,1998-11-02,Southern Mississippi
00-0039314,Phillip Brooks,WR,KC,68,171,0,2024,1999-09-19,Kansas State
00-0039316,Baylor Cupp,TE,KC,78,260,0,2024,2000-05-10,Texas Tech
00-0039317,Ethan Driskell,OL,KC,80,329,0,2024,2000-06-29,Marshall
00-0039318,Curtis Jacobs,LB,NE,73,235,0,2024,2002-02-18,Penn State
00-0039319,Fabien Lovett Sr.,DL,KC,75,310,0,2024,1999-12-05,Florida State
00-0039320,Griffin McDowell,OL,KC,77,282,0,2024,1999-12-28,Chattanooga
00-0039321,McKade Mettauer,OL,KC,75,316,0,2024,2000-07-19,Oklahoma
00-0039322,D.J. Miller,DB,KC,71,190,0,2024,2000-08-11,Kent State
00-0039323,Ryan Rehkow,P,CIN,77,235,0,2024,1998-09-11,Brigham Young
00-0039324,Christian Roland-Wallace,DB,KC,71,200,0,2024,2001-11-23,Southern California
00-0039325,Carson Steele,RB,KC,72,225,0,2024,2002-10-01,UCLA
00-0039326,Nick Torres,OL,KC,78,320,0,2024,1998-12-07,Villanova
00-0039327,Luquay Washington,LB,PIT,75,230,0,2024,2001-05-11,Central Connecticut State
00-0039328,Buddha Jones,DL,SEA,75,317,0,2024,NA,Troy
00-0039329,Julian Hicks,WR,GB,74,201,0,2024,1999-09-29,"Albany, N.Y."
00-0039330,Dimitri Stanley,WR,GB,72,200,0,2024,1999-10-23,Iowa State
00-0039331,Emory Jones,QB,ATL,74,210,0,2024,2000-04-29,Cincinnati
00-0039332,C.J. Ravenell,DL,BAL,77,287,0,2024,2000-07-07,Missouri Western
00-0039333,Brandon Codrington,DB,BUF,69,185,0,2024,2000-11-17,North Carolina Central
00-0039334,Andrew Peasley,QB,NYJ,74,218,0,2024,2000-01-06,Wyoming
00-0039336,Jaaron Hayek,WR,KC,73,200,0,2024,2001-06-06,Villanova
00-0039337,Malik Nabers,WR,NYG,72,195,0,2024,2003-07-28,Louisiana State
00-0039338,Brock Bowers,TE,LV,76,230,0,2024,2002-12-13,Georgia
00-0039339,Taliese Fuaga,OL,NO,78,334,0,2024,2002-04-05,Oregon State
00-0039340,Laiatu Latu,DL,IND,77,265,0,2024,2000-12-31,UCLA
00-0039341,Tyler Guyton,OL,DAL,79,328,0,2024,2002-06-11,Oklahoma
00-0039342,Xavier Legette,WR,CAR,75,227,0,2024,2001-01-29,South Carolina
00-0039343,Kamari Lassiter,DB,HOU,72,180,0,2024,2003-01-23,Georgia
00-0039344,Jonathon Brooks,RB,CAR,72,207,0,2024,2003-07-21,Texas
00-0039345,Renardo Green,DB,SF,72,186,0,2024,2000-11-09,Florida State
00-0039346,Junior Colson,LB,LAC,75,247,0,2024,2002-12-06,Michigan
00-0039347,Trevin Wallace,LB,CAR,73,241,0,2024,2003-02-22,Kentucky
00-0039348,Cooper Beebe,OL,DAL,76,335,0,2024,2001-05-19,Kansas State
00-0039349,DJ Glaze,OL,LV,76,305,0,2024,2002-08-04,Maryland
00-0039350,Zak Zinter,OL,CLE,78,315,0,2024,2001-04-17,Michigan
00-0039351,Dominick Puni,OL,SF,77,320,0,2024,2000-02-24,Kansas
00-0039352,Marist Liufau,LB,DAL,74,239,0,2024,2001-02-09,Notre Dame
00-0039353,Jarrian Jones,DB,JAX,71,191,0,2024,2001-05-08,Florida State
00-0039354,McKinnley Jackson,DL,CIN,74,325,0,2024,2001-12-26,Texas A&amp;M
00-0039355,Luke McCaffrey,WR,WAS,74,195,0,2024,2001-04-02,Rice
00-0039356,Ja'Tavion Sanders,TE,CAR,76,243,0,2024,2003-03-27,Texas
00-0039357,Decamerion Richardson,DB,LV,74,195,0,2024,2001-03-16,Mississippi State
00-0039358,Mason McCormick,OL,PIT,77,305,0,2024,2000-05-25,South Dakota State
00-0039359,Cade Stover,TE,HOU,76,251,0,2024,2000-06-12,Ohio State
00-0039360,Malik Mustapha,DB,SF,70,197,0,2024,2002-06-25,Wake Forest
00-0039361,Bucky Irving,RB,TB,70,195,0,2024,2002-08-19,Oregon
00-0039362,Giovanni Manu,OL,DET,79,350,0,2024,2001-01-26,"British Columbia, Can."
00-0039363,Isaac Guerendo,RB,SF,72,225,0,2024,2000-06-28,Louisville
00-0039364,Sione Vaki,RB,DET,71,208,0,2024,2001-07-30,Utah
00-0039365,Jacob Cowing,WR,SF,69,170,0,2024,2001-02-04,Arizona
00-0039366,Tarheeb Still,DB,LAC,73,196,0,2024,2002-06-09,Maryland
00-0039367,Xavier Thomas,LB,ARI,74,245,0,2024,1999-12-20,Clemson
00-0039368,Jordan Magee,LB,WAS,75,225,0,2024,2001-03-24,Temple
00-0039369,Cam Hart,DB,LAC,74,205,0,2024,2000-12-05,Notre Dame
00-0039370,JD Bertrand,LB,ATL,73,233,0,2024,2000-05-05,Notre Dame
00-0039371,Kris Abrams-Draine,DB,DEN,71,178,0,2024,2001-10-04,Missouri
00-0039372,Jarvis Brownlee Jr.,DB,TEN,70,190,0,2024,2001-07-13,Louisville
00-0039373,Audric Estimé,RB,DEN,71,227,0,2024,2003-09-06,Notre Dame
00-0039374,Tommy Eichenberg,LB,LV,74,239,0,2024,2001-01-11,Ohio State
00-0039375,Josh Newton,DB,CIN,71,190,0,2024,2000-09-14,Texas Christian
00-0039376,Spencer Rattler,QB,NO,72,218,0,2024,2000-09-28,South Carolina
00-0039377,Jaylon Carlies,LB,IND,75,219,0,2024,2001-09-13,Missouri
00-0039378,Deantre Prince,DB,JAX,72,185,0,2024,2000-10-12,Mississippi
00-0039379,Jamari Thrash,WR,CLE,72,185,0,2024,2000-12-19,Louisville
00-0039380,Chau Smith-Wade,DB,CAR,71,176,0,2024,2002-09-17,Washington State
00-0039381,Dominique Hampton,DB,WAS,75,220,0,2024,2000-07-25,Washington
00-0039382,Christian Jones,OL,ARI,77,333,0,2024,2000-05-12,Texas
00-0039383,Jaylin Simpson,DB,NYJ,72,178,0,2024,2000-03-17,Auburn
00-0039384,Tyrone Tracy Jr.,RB,NYG,71,210,0,2024,1999-11-23,Purdue
00-0039385,Keilan Robinson,RB,JAX,68,188,0,2024,2000-02-16,Texas
00-0039386,Bub Means,WR,NO,74,215,0,2024,2001-01-10,Pittsburgh
00-0039387,Caelen Carson,DB,DAL,72,195,0,2024,2002-03-03,Wake Forest
00-0039388,Jaylan Ford,LB,NO,74,234,0,2024,2001-11-28,Texas
00-0039389,Logan Lee,DL,PIT,77,291,0,2024,2000-06-12,Iowa
00-0039390,Marcellas Dial Jr.,DB,NE,72,195,0,2024,2000-12-06,South Carolina
00-0039391,Kimani Vidal,RB,LAC,68,215,0,2024,2001-08-28,Troy
00-0039392,Jha'Quan Jackson,WR,TEN,69,185,0,2024,2000-05-15,Tulane
00-0039393,Jase McClellan,RB,ATL,71,212,0,2024,2002-06-25,Alabama
00-0039394,Casey Washington,WR,ATL,72,200,0,2024,2001-03-06,Illinois
00-0039395,Jamal Hill,LB,HOU,72,199,0,2024,2001-04-01,Oregon
00-0039396,Mekhi Wingo,DL,DET,72,295,0,2024,2003-04-17,Louisiana State
00-0039397,Tejhaun Palmer,WR,ARI,74,210,0,2024,2000-05-19,Alabama-Birmingham
00-0039398,Joe Milton III,QB,NE,77,235,0,2024,2000-03-06,Tennessee
00-0039399,Tanner McLachlan,TE,CIN,77,245,0,2024,1999-03-15,Arizona
00-0039400,Zion Logue,DL,BUF,78,310,0,2024,2002-07-13,Georgia
00-0039401,Khristian Boyd,DL,NO,74,305,0,2024,2000-02-23,Northern Iowa
00-0039402,Jaden Crumedy,DL,CAR,77,315,0,2024,2000-07-30,Mississippi State
00-0039403,Micah Abraham,DB,CIN,71,185,0,2024,2000-12-11,Marshall
00-0039404,Will Reichard,K,MIN,73,194,0,2024,2001-01-09,Alabama
00-0039405,Jawhar Jordan,RB,HOU,70,185,0,2024,1999-08-18,Louisville
00-0039406,Nathaniel Watson,LB,CLE,72,245,0,2024,2000-09-01,Mississippi State
00-0039407,Dylan Laube,RB,LV,70,208,0,2024,1999-12-14,New Hampshire
00-0039408,Christian Mahogany,OL,DET,75,322,0,2024,2000-10-11,Boston College
00-0039409,Cam Little,K,JAX,73,179,0,2024,2003-08-17,Arkansas
00-0039410,Ryan Flournoy,WR,DAL,73,197,0,2024,1999-10-27,Southeast Missouri
00-0039411,Elijah Klein,OL,TB,76,319,0,2024,2000-04-08,Texas-El Paso
00-0039412,Javontae Jean-Baptiste,DL,WAS,76,255,0,2024,2000-05-16,Notre Dame
00-0039413,Trey Taylor,DB,LV,72,210,0,2024,2001-01-30,Air Force
00-0039414,Daijahn Anthony,DB,CIN,72,205,0,2024,2000-09-09,Mississippi
00-0039415,Brenden Rice,WR,LAC,75,210,0,2024,2002-03-18,Southern California
00-0039416,Jaden Davis,DB,ARI,70,182,0,2024,2001-07-18,Miami
00-0039417,Myles Harden,DB,CLE,71,200,0,2024,2001-12-13,South Dakota
00-0039418,MJ Devonshire,DB,LV,71,190,0,2024,2000-09-12,Pittsburgh
00-0039419,Michael Jurgens,OL,MIN,76,311,0,2024,2000-01-01,Wake Forest
00-0039420,Jaheim Bell,TE,NE,74,239,0,2024,2001-06-14,Florida State
00-0039421,Levi Drake Rodriguez,DL,MIN,76,290,0,2024,2000-08-04,Texas A&amp;M-Commerce
00-0039422,Nathan Thomas,OL,DAL,77,334,0,2024,2001-08-22,Louisiana-Lafayette
00-0039423,Jonah Laulu,DL,LV,77,289,0,2024,2000-06-30,Oklahoma
00-0039424,Devaughn Vele,WR,DEN,77,210,0,2024,1997-12-12,Utah
00-0039425,Myles Cole,DL,JAX,78,280,0,2024,2000-04-29,Texas Tech
00-0039426,Matt Lee,OL,CIN,76,295,0,2024,2001-06-06,Miami
00-0039427,Solomon Byrd,DL,HOU,75,250,0,2024,1999-12-01,Southern California
00-0039428,Josiah Ezirim,OL,NO,78,320,0,2024,2001-05-21,Eastern Kentucky
00-0039429,Michael Barrett,LB,GB,72,239,0,2024,1999-12-21,Michigan
00-0039430,James Williams,LB,TEN,76,215,0,2024,2003-02-15,Miami
00-0039431,Jowon Briggs,DL,CLE,73,297,0,2024,2001-09-01,Cincinnati
00-0039432,Justin Rogers,DL,DAL,75,346,0,2024,2001-09-12,Auburn
00-0039433,Marcus Harris,DL,NE,75,295,0,2024,2000-09-27,Auburn
00-0039434,LaDarius Henderson,OL,HOU,76,315,0,2024,2001-12-11,Michigan
00-0039435,Tatum Bethune,LB,SF,72,230,0,2024,2001-02-19,Florida State
00-0039436,Jaylen Harrell,LB,TEN,76,242,0,2024,2002-05-01,Michigan
00-0039437,Cornelius Johnson,WR,GB,75,208,0,2024,2000-11-29,Michigan
00-0039438,Nick Gargiulo,OL,DEN,77,327,0,2024,2000-07-19,South Carolina
00-0039439,Jalon Calhoun,WR,DET,71,189,0,2024,2000-12-16,Duke
00-0039440,Steele Chambers,LB,NE,73,232,0,2024,2000-07-24,Ohio State
00-0039441,Duke Clemens,OL,DET,75,302,0,2024,2000-12-24,UCLA
00-0039442,Kingsley Eguakun,OL,DET,75,300,0,2024,2001-03-23,Florida
00-0039443,Chelen Garnes,DB,DET,71,207,0,2024,2000-09-25,Wake Forest
00-0039444,DaRon Gilbert,LB,DET,73,222,0,2024,2001-05-26,Northern Illinois
00-0039445,Hogan Hatten,LS,DET,74,220,0,2024,2000-08-06,Idaho
00-0039446,Bryan Hudson,OL,NYG,77,305,0,2024,2001-01-11,Louisville
00-0039447,Nate Lynn,DL,DET,75,255,0,2024,2002-07-06,William &amp; Mary
00-0039448,Loren Strickland,DB,DET,70,204,0,2024,2000-05-31,Ball State
00-0039449,James Turner,K,DET,72,196,0,2024,NA,Michigan
00-0039450,Isaac Ukwu,DL,DET,75,260,0,2024,1999-01-14,Mississippi
00-0039451,Isaiah Williams,WR,CIN,70,185,0,2024,2001-01-29,Illinois
00-0039452,Isaac Rex,TE,LAC,78,255,0,2024,NA,Brigham Young
00-0039453,Morice Norris Jr.,DB,DET,71,198,0,2024,2000-09-27,Fresno State
00-0039454,Beanie Bishop Jr.,DB,PIT,69,184,0,2024,1999-12-17,West Virginia
00-0039455,Daijun Edwards,RB,PIT,70,201,0,2024,2001-04-11,Georgia
00-0039456,John Rhys Plumlee,WR,SEA,72,200,0,2024,2001-01-02,Central Florida
00-0039457,Jacoby Windmon,LB,CAR,74,250,0,2024,2001-08-20,Michigan State
00-0039458,Brenden Bates,TE,CLE,77,251,0,2024,1999-10-16,Kentucky
00-0039459,Theo Benedet,OL,CHI,79,305,0,2024,2001-12-10,"British Columbia, Can."
00-0039460,Carl Jones,LB,CHI,74,230,0,2024,2001-08-08,UCLA
00-0039461,Jamree Kromah,DL,CHI,76,275,0,2024,2000-06-14,James Madison
00-0039462,Peter LeBlanc,WR,CHI,74,189,0,2024,2001-04-12,Louisiana-Lafayette
00-0039463,Keith Randolph Jr.,DL,CHI,77,300,0,2024,2001-09-01,Illinois
00-0039464,Austin Reed,QB,CHI,73,220,0,2024,2000-02-22,Western Kentucky
00-0039465,Reddy Steward,DB,CHI,71,178,0,2024,2001-05-04,Troy
00-0039466,Ian Wheeler,RB,CHI,71,205,0,2024,2001-09-15,Howard
00-0039467,Keaton Bills,OL,BUF,76,316,0,2024,1998-05-22,Utah
00-0039468,Gunner Britton,OL,BUF,78,312,0,2024,2000-02-29,Auburn
00-0039469,Te'Cory Couch,DB,BUF,70,175,0,2024,1999-09-06,Miami
00-0039470,Branson Deen,DL,BUF,73,280,0,2024,2000-02-12,Miami
00-0039471,Frank Gore Jr.,RB,BUF,68,200,0,2024,2002-03-13,Southern Mississippi
00-0039472,Mike Edwards,OL,BUF,77,355,0,2024,1998-11-10,Campbell
00-0039473,Xavier Johnson,WR,HOU,73,210,0,2024,1999-05-11,Ohio State
00-0039474,Lawrence Keys,WR,BUF,71,170,0,2024,1999-12-09,Tulane
00-0039475,Keni-H Lovely,DB,BUF,70,176,0,2024,2000-05-12,Western Michigan
00-0039476,Rondell Bothroyd,DL,BUF,75,273,0,2024,2000-01-08,Oklahoma
00-0039477,Jack Browning,P,TB,71,190,0,2024,2001-11-14,San Diego State
00-0039478,David Ugwoegbu,DL,BUF,76,250,0,2024,2000-09-13,Houston
00-0039479,Je'Quan Burton,WR,MIA,70,187,0,2024,2000-03-08,Florida Atlantic
00-0039480,Jordan Colbert,DB,MIA,74,215,0,2024,2000-03-18,Rhode Island
00-0039481,Storm Duck,DB,MIA,72,200,0,2024,2000-12-15,Louisville
00-0039482,Gavin Hardison,QB,MIA,75,215,0,2024,NA,Texas-El Paso
00-0039483,Isaiah Johnson,DB,MIA,75,205,0,2024,2000-03-29,Syracuse
00-0039484,Matthew Jones,OL,ARI,76,315,0,2024,1999-06-13,Ohio State
00-0039485,Andrew Meyer,OL,MIA,75,302,0,2024,2000-01-14,Texas-El Paso
00-0039486,Grayson Murphy,DL,MIA,74,260,0,2024,2000-10-13,UCLA
00-0039487,Leonard Payne,DL,MIA,75,300,0,2024,2000-09-15,Colorado
00-0039488,Mark Perry,DB,NE,72,215,0,2024,2001-05-30,Texas Christian
00-0039489,Hayden Rucci,TE,MIA,77,253,0,2024,2001-01-27,Wisconsin
00-0039490,Popo Aumavae,DL,CAR,75,315,0,2024,1999-01-15,Oregon
00-0039491,Jalen Coker,WR,CAR,75,213,0,2024,2001-10-30,Holy Cross
00-0039492,Jeremiah Crawford,OL,CAR,77,315,0,2024,2001-09-04,Tennessee
00-0039493,Willie Drew,DB,CAR,72,185,0,2024,2000-07-05,Virginia State
00-0039494,Kenny Dyson,LB,CAR,75,235,0,2024,2001-06-27,Bryant
00-0039496,Clayton Isbell,DB,NYG,74,220,0,2024,2000-08-03,Coastal Carolina
00-0039497,Derrick McLendon,DL,MIA,76,255,0,2024,2000-09-29,Colorado
00-0039498,Harrison Mevis,K,CAR,71,243,0,2024,2002-03-27,Missouri
00-0039499,Jackson Mitchell,LB,CAR,74,235,0,2024,2001-01-23,Connecticut
00-0039500,Sam Pinckney,WR,CAR,76,220,0,2024,1999-10-25,Coastal Carolina
