player_id,player_name,position,team,height,weight,years_exp,rookie_year,birth_date,college
00-0034385,Ja'Whaun Bentley,LB,NE,74,255,5,2018,1996-08-24,Purdue
00-0034386,Justin Watson,WR,KC,74,215,5,2018,1996-04-04,Pennsylvania
00-0034387,Bilal Nichols,DL,LV,75,313,5,2018,1996-09-14,Delaware
00-0034389,Dane Cruikshank,DB,TEN,73,209,5,2018,1995-04-27,Arizona
00-0034391,Siran Neal,DB,BUF,72,205,5,2018,1994-08-04,Jacksonville State
00-0034392,Scott Quessenberry,OL,HOU,75,310,5,2018,1995-03-23,UCLA
00-0034393,Troy Fumagalli,TE,MIN,78,248,5,2018,1995-02-17,Wisconsin
00-0034394,Andrew Brown,DL,BUF,75,290,5,2018,1995-12-30,Virginia
00-0034395,Daurice Fountain,WR,DET,73,210,5,2018,1995-12-22,Northern Iowa
00-0034397,Tim Settle,DL,BUF,75,308,5,2018,1997-07-11,Virginia Tech
00-0034399,Wyatt Teller,OL,CLE,76,315,5,2018,1994-11-21,Virginia Tech
00-0034400,Jordan Wilkins,RB,CLE,72,217,5,2018,1994-07-18,Mississippi
00-0034401,Mike White,QB,MIA,77,225,5,2018,1995-03-25,Western Kentucky
00-0034407,Ray-Ray McCloud,WR,SF,69,190,5,2018,1996-10-15,Clemson
00-0034411,Russell Gage,WR,TB,72,184,5,2018,1996-01-22,Louisiana State
00-0034413,Foyesade Oluokun,LB,JAX,74,215,5,2018,1995-08-02,Yale
00-0034414,Boston Scott,RB,PHI,66,203,5,2018,1995-04-27,Louisiana Tech
00-0034417,Matt Pryor,OL,SF,79,332,5,2018,1994-12-16,Texas Christian
00-0034418,Ced Wilson,WR,MIA,74,188,5,2018,1995-11-20,Boise State
00-0034419,Braxton Berrios,WR,MIA,69,190,5,2018,1995-10-06,Miami
00-0034420,Jordan Thomas,LB,CAR,77,277,5,2018,1996-08-02,Mississippi State
00-0034424,Matthew Adams,LB,CLE,72,229,5,2018,1995-12-12,Houston
00-0034426,Javon Wims,WR,CAR,74,221,5,2018,1994-09-11,Georgia
00-0034429,Jordan Mailata,OL,PHI,80,344,5,2018,1997-03-31,No College
00-0034430,Andre Smith,LB,ATL,72,240,5,2018,1997-04-20,North Carolina
00-0034431,Zaire Franklin,LB,IND,72,236,5,2018,1996-07-02,Syracuse
00-0034433,Nick Bawden,RB,NYJ,74,245,5,2018,1996-06-22,San Diego State
00-0034435,Keion Crossen,DB,MIA,70,185,5,2018,1996-04-17,Western Carolina
00-0034436,Will Clapp,OL,LAC,77,311,5,2018,1995-12-10,Louisiana State
00-0034437,Logan Cooke,P,JAX,77,200,5,2018,1995-07-28,Mississippi State
00-0034438,Logan Woodside,QB,ATL,74,213,5,2018,1995-01-27,Toledo
00-0034440,Justin Jackson,RB,DET,72,200,5,2018,1996-04-22,Northwestern
00-0034445,Nick Gates,OL,WAS,77,307,5,2018,1995-11-27,Nebraska
00-0034446,Jalen Davis,DB,CIN,70,185,5,2018,1996-02-02,Utah State
00-0034450,Greg Joseph,K,MIN,72,210,5,2018,1994-08-04,Florida Atlantic
00-0034461,Bruce Hector,DL,NYJ,74,296,5,2018,1994-10-07,South Florida
00-0034465,Jeremy Reaves,DB,WAS,71,205,5,2018,1996-08-29,South Alabama
00-0034468,Chandon Sullivan,DB,PIT,71,189,5,2018,1996-08-07,Georgia State
00-0034473,Dennis Gardeck,LB,ARI,72,232,5,2018,1994-08-09,Sioux Falls
00-0034474,Frank Ginda,LB,ATL,72,245,5,2018,1997-05-26,San Jose State
00-0034485,Jonathan Owens,DB,GB,71,210,5,2018,1995-07-22,Missouri Western
00-0034487,Trent Sherfield,WR,BUF,73,219,5,2018,1996-02-26,Vanderbilt
00-0034488,Tavierre Thomas,DB,HOU,70,205,5,2018,1996-03-11,Ferris State
00-0034490,Ezekiel Turner,LB,ARI,74,214,5,2018,1996-06-09,Washington
00-0034495,Evan Brown,OL,SEA,75,302,5,2018,1996-09-16,Southern Methodist
00-0034496,Sean Chandler,DB,WAS,70,205,5,2018,1996-04-27,Temple
00-0034500,Tae Davis,LB,CAR,72,224,5,2018,1996-08-14,Chattanooga
00-0034505,Ike Boettger,OL,IND,78,318,5,2018,1994-10-05,Iowa
00-0034514,Levi Wallace,DB,PIT,72,179,5,2018,1995-06-12,Alabama
00-0034515,Dee Delaney,DB,TB,71,193,5,2018,1995-02-20,Miami
00-0034516,Tre Herndon,DB,JAX,71,185,5,2018,1996-03-05,Vanderbilt
00-0034521,Allen Lazard,WR,NYJ,77,227,5,2018,1995-12-11,Iowa State
00-0034527,Ryan Neal,DB,TB,75,200,5,2018,1995-12-24,Southern Illinois
00-0034540,Tony Brown,DB,IND,72,198,5,2018,1995-07-13,Alabama
00-0034545,Brandon Facyson,DB,LV,74,197,5,2018,1994-09-08,Virginia Tech
00-0034571,Trenton Scott,OL,WAS,77,320,5,2018,1994-01-25,Grambling
00-0034573,Charvarius Ward,DB,SF,73,195,5,2018,1996-05-16,Middle Tennessee
00-0034575,David Wells,TE,TB,78,255,5,2018,1995-05-02,San Diego State
00-0034577,Kyle Allen,QB,BUF,75,211,5,2018,1996-03-08,Houston
00-0034587,Abdullah Anderson,DL,WAS,76,295,5,2018,1996-01-24,Bucknell
00-0034591,J.C. Jackson,DB,NE,73,198,5,2018,1995-11-17,Maryland
00-0034593,Chris Lacy,WR,LV,75,205,5,2018,1996-01-28,Oklahoma State
00-0034603,Kevin Toliver,DB,IND,74,199,5,2018,1995-11-24,Louisiana State
00-0034612,Demone Harris,DL,ATL,76,272,5,2018,1995-12-30,Buffalo
00-0034613,Tanner Hudson,TE,CIN,77,239,5,2018,1994-11-12,Southern Arkansas
00-0034614,Godwin Igwebuike,RB,PIT,72,212,5,2018,1994-09-10,Northwestern
00-0034623,Andre Chachere,DB,ARI,72,195,5,2018,1996-02-10,San Jose State
00-0034628,Jaryd Jones-Smith,OL,WAS,79,345,5,2018,1995-09-03,Pittsburgh
00-0034631,Vyncint Smith,WR,IND,75,202,5,2018,1996-06-09,Limestone
00-0034639,Mike Ford,DB,CLE,72,196,5,2018,1995-08-04,Southeast Missouri
00-0034646,Brandon Powell,WR,MIN,68,189,5,2018,1995-09-12,Florida
00-0034657,Matt Dickerson,DL,KC,77,290,5,2018,1995-11-09,UCLA
00-0034662,Joshua Kalu,DB,WAS,72,203,5,2018,1995-08-28,Nebraska
00-0034667,Devin Ross,WR,LV,71,185,5,2018,1995-08-12,Colorado
00-0034668,Aaron Stinnie,OL,TB,75,312,5,2018,1994-02-18,James Madison
00-0034673,Tremaine Edmunds,LB,CHI,77,250,5,2018,1998-05-02,Virginia Tech
00-0034674,Leighton Vander Esch,LB,DAL,76,256,5,2018,1996-02-08,Boise State
00-0034675,Jessie Bates,DB,ATL,73,200,5,2018,1997-02-26,Wake Forest
00-0034676,James Washington,WR,IND,71,213,5,2018,1996-04-02,Oklahoma State
00-0034677,Justin Jones,DL,CHI,75,309,5,2018,1996-08-28,North Carolina State
00-0034678,Alex Cappa,OL,CIN,78,305,5,2018,1995-01-27,Humboldt State
00-0034681,Chase Edmonds,RB,TB,69,210,5,2018,1996-04-13,Fordham
00-0034682,Genard Avery,DL,IND,72,250,5,2018,1995-04-26,Memphis
00-0034683,Darius Phillips,DB,TEN,70,190,5,2018,1995-06-26,Western Michigan
00-0034720,Robert Spillane,LB,LV,73,229,5,2018,1995-12-14,Western Michigan
00-0034721,Corey Bojorquez,P,CLE,72,208,5,2018,1996-09-13,New Mexico
00-0034723,Nick Thurman,DL,CAR,76,305,5,2018,1995-06-12,Houston
00-0034726,Dallin Leavitt,DB,DEN,70,195,5,2018,1994-08-08,Utah State
00-0034728,Jaire Alexander,DB,GB,70,196,5,2018,1997-02-09,Louisville
00-0034730,Marcell Harris,LB,HOU,72,208,5,2018,1994-06-09,Florida
00-0034732,Alex McGough,QB,GB,75,214,5,2018,1995-11-19,Florida International
00-0034743,Rashaan Evans,LB,DAL,74,234,5,2018,1995-11-08,Alabama
00-0034745,Tracy Walker III,DB,DET,73,210,5,2018,1995-02-01,Louisiana-Lafayette
00-0034746,Maurice Hurst,DL,CLE,74,291,5,2018,1995-05-09,Michigan
00-0034747,Marcell Ateman,WR,BUF,76,215,5,2018,1994-09-16,Oklahoma State
00-0034750,Rashaad Penny,RB,PHI,71,220,5,2018,1996-02-02,San Diego State
00-0034752,Orlando Brown,OL,CIN,80,345,5,2018,1996-05-02,Oklahoma
00-0034753,Mark Andrews,TE,BAL,77,255,5,2018,1995-09-06,Oklahoma
00-0034754,Oren Burks,LB,SF,75,233,5,2018,1995-03-21,Vanderbilt
00-0034756,Tre Flowers,DB,ATL,75,203,5,2018,1995-06-02,Oklahoma State
00-0034759,Kolton Miller,OL,LV,80,325,5,2018,1995-10-09,UCLA
00-0034760,Nathan Shepherd,DL,NO,76,315,5,2018,1993-10-09,Fort Hays State
00-0034762,Billy Price,OL,DAL,76,312,5,2018,1994-10-11,Ohio State
00-0034763,Brandon Parker,OL,LV,80,320,5,2018,1995-10-21,North Carolina A&amp;T
00-0034764,Michael Gallup,WR,DAL,73,200,5,2018,1996-03-04,Colorado State
00-0034765,Tre'Quan Smith,WR,DEN,74,210,5,2018,1996-01-07,Central Florida
00-0034768,Chukwuma Okorafor,OL,PIT,78,320,5,2018,1997-08-08,Western Michigan
00-0034769,DeMarquis Gates,LB,CHI,74,221,5,2018,1996-03-07,Mississippi
00-0034771,Mason Rudolph,QB,PIT,77,235,5,2018,1995-06-17,Oklahoma State
00-0034773,Vita Vea,DL,TB,76,347,5,2018,1995-02-05,Washington
00-0034774,Breeland Speaks,DL,SF,75,285,5,2018,1995-12-18,Mississippi
00-0034775,Christian Kirk,WR,JAX,71,200,5,2018,1996-11-18,Texas A&amp;M
00-0034777,D.J. Chark,WR,CAR,75,198,5,2018,1996-09-23,Louisiana State
00-0034778,Carlton Davis,DB,TB,73,206,5,2018,1996-12-31,Auburn
00-0034779,Ronnie Harrison,LB,IND,75,214,5,2018,1997-04-18,Alabama
00-0034780,Isaac Yiadom,DB,NO,73,190,5,2018,1996-02-20,Boston College
00-0034782,Harrison Phillips,DL,MIN,75,307,5,2018,1996-01-25,Stanford
00-0034785,Mason Cole,OL,PIT,77,292,5,2018,1996-03-28,Michigan
00-0034787,Chris Board,LB,NE,74,230,5,2018,1995-07-23,North Dakota State
00-0034789,Minkah Fitzpatrick,DB,PIT,73,207,5,2018,1996-11-17,Alabama
00-0034790,Derwin James,DB,LAC,74,215,5,2018,1996-08-03,Florida State
00-0034791,Nick Chubb,RB,CLE,71,225,5,2018,1995-12-27,Georgia
00-0034792,Cornell Armstrong,DB,LV,72,185,5,2018,1995-09-22,Southern Mississippi
00-0034794,Jason Sanders,K,MIA,71,186,5,2018,1995-11-16,New Mexico
00-0034796,Lamar Jackson,QB,BAL,74,212,5,2018,1997-01-07,Louisville
00-0034797,Jerome Baker,LB,MIA,74,225,5,2018,1996-12-25,Ohio State
00-0034798,Durham Smythe,TE,MIA,78,260,5,2018,1995-08-09,Notre Dame
00-0034800,B.J. Hill,DL,CIN,75,311,5,2018,1995-04-20,North Carolina State
00-0034801,Josh Woods,LB,ARI,73,236,5,2018,1996-07-01,Maryland
00-0034803,Joe Noteboom,OL,LA,77,321,5,2018,1995-06-19,Texas Christian
00-0034804,Brian Allen,OL,LA,74,302,5,2018,1995-10-11,Michigan State
00-0034805,John Franklin-Myers,DL,NYJ,76,288,5,2018,1996-09-26,Stephen F. Austin
00-0034807,Ogbo Okoronkwo,DL,CLE,74,253,5,2018,1995-04-24,Oklahoma
00-0034808,John Kelly,RB,CLE,70,205,5,2018,1996-10-04,Tennessee
00-0034810,Sebastian Joseph-Day,DL,SF,76,310,5,2018,1995-03-21,Rutgers
00-0034812,Travin Howard,LB,BUF,73,219,5,2018,1996-05-10,Texas Christian
00-0034815,Fred Warner,LB,SF,75,236,5,2018,1996-11-19,Brigham Young
00-0034816,Ronald Jones,RB,DAL,72,208,5,2018,1997-08-03,Southern California
00-0034817,Geron Christian,OL,CLE,77,315,5,2018,1996-09-10,Louisville
00-0034818,Derrick Nnadi,DL,KC,73,310,5,2018,1996-05-09,Florida State
00-0034825,Arden Key,LB,TEN,77,240,5,2018,1996-05-03,Louisiana State
00-0034827,D.J. Moore,WR,CHI,71,215,5,2018,1997-04-14,Maryland
00-0034828,Harold Landry,LB,TEN,74,250,5,2018,1996-06-05,Boston College
00-0034829,Mike Gesicki,TE,NE,78,252,5,2018,1995-10-03,Penn State
00-0034830,Hayden Hurst,TE,CAR,76,245,5,2018,1993-08-24,South Carolina
00-0034831,Rasheem Green,DL,CHI,76,279,5,2018,1997-05-15,Southern California
00-0034832,Bradley Chubb,LB,MIA,76,275,5,2018,1996-06-24,North Carolina State
00-0034833,Isaiah Wynn,OL,MIA,74,310,5,2018,1995-12-09,Georgia
00-0034834,Sam Hubbard,DL,CIN,77,265,5,2018,1995-06-29,Ohio State
00-0034835,Malik Jefferson,LB,DAL,74,240,5,2018,1996-11-15,Texas
00-0034836,Braden Smith,OL,IND,78,315,5,2018,1996-03-25,Auburn
00-0034837,Calvin Ridley,WR,JAX,73,190,5,2018,1994-12-20,Alabama
00-0034838,Royce Freeman,RB,LA,72,238,5,2018,1996-02-24,Oregon
00-0034842,Taven Bryan,DL,IND,76,291,5,2018,1996-03-11,Florida
00-0034843,Mike Hughes,DB,ATL,70,191,5,2018,1997-02-11,Central Florida
00-0034844,Saquon Barkley,RB,NYG,72,233,5,2018,1997-02-09,Penn State
00-0034845,Sony Michel,RB,LA,71,215,5,2018,1995-02-17,Georgia
00-0034846,Shaquille Leonard,LB,PHI,74,230,5,2018,1995-07-27,South Carolina State
00-0034847,Mike McGlinchey,OL,DEN,80,315,5,2018,1995-01-12,Notre Dame
00-0034854,KhaDarel Hodge,WR,ATL,71,205,5,2018,1995-01-03,Prairie View
00-0034855,Baker Mayfield,QB,TB,73,215,5,2018,1995-04-14,Oklahoma
00-0034856,Denzel Ward,DB,CLE,71,191,5,2018,1997-04-28,Ohio State
00-0034857,Josh Allen,QB,BUF,77,237,5,2018,1996-05-21,Wyoming
00-0034858,Terrell Edmunds,DB,TEN,73,217,5,2018,1997-01-20,Virginia Tech
00-0034860,Dante Pettis,WR,CHI,73,195,5,2018,1995-10-23,Washington
00-0034867,Malik Turner,WR,IND,74,200,5,2018,1996-01-30,Illinois
00-0034869,Sam Darnold,QB,SF,75,225,5,2018,1997-06-05,Southern California
00-0034874,Roquan Smith,LB,BAL,73,230,5,2018,1997-04-08,Georgia
00-0034887,Alexander Johnson,LB,MIA,74,255,5,2018,1991-12-24,Tennessee
00-0034899,John Wolford,QB,TB,73,200,5,2018,1995-10-16,Wake Forest
00-0034902,Sam Eguavoen,LB,NYJ,73,236,4,2019,1993-02-22,Texas Tech
00-0034903,Tevaughn Campbell,DB,JAX,72,200,4,2019,1993-06-14,"Regina, Can."
00-0034928,Steven Sims,WR,HOU,70,176,4,2019,1997-03-31,Kansas
00-0034929,Quinn Bailey,OL,DEN,78,323,4,2019,1995-10-18,Arizona State
00-0034930,Trinity Benson,WR,CLE,72,180,4,2019,1997-01-16,East Central
00-0034937,John Leglue,OL,ATL,79,310,4,2019,1996-04-17,Tulane
00-0034941,Mitch Wishnowsky,P,SF,74,220,4,2019,1992-03-02,Utah
00-0034951,Fred Johnson,OL,PHI,79,326,4,2019,1997-06-05,Florida
00-0034954,Malik Reed,LB,MIA,74,235,4,2019,1996-08-05,Nevada
00-0034955,Brett Rypien,QB,NYJ,74,200,4,2019,1996-07-09,Boise State
00-0034957,Calvin Anderson,OL,NE,77,300,4,2019,1996-03-25,Texas
00-0034959,Andrew Beck,RB,HOU,75,255,4,2019,1996-05-15,Texas
00-0034960,Jakobi Meyers,WR,LV,74,200,4,2019,1996-11-09,North Carolina State
00-0034962,Terez Hall,LB,NE,74,235,4,2019,1996-11-18,Missouri
00-0034966,D'Angelo Ross,DB,HOU,69,190,4,2019,1996-10-29,New Mexico
00-0034967,Rashan Gary,LB,GB,77,277,4,2019,1997-12-03,Michigan
00-0034968,Darnell Savage,DB,GB,71,200,4,2019,1997-07-30,Maryland
00-0034969,Ben Banogu,DL,DAL,75,252,4,2019,1996-01-19,Texas Christian
00-0034970,Irv Smith,TE,CIN,74,240,4,2019,1998-08-09,Alabama
00-0034971,Jalen Hurd,WR,NE,76,227,4,2019,1996-01-23,Baylor
00-0034972,Alexander Mattison,RB,MIN,71,220,4,2019,1998-06-19,Boise State
00-0034973,Maxx Crosby,DL,LV,77,255,4,2019,1997-08-22,Eastern Michigan
00-0034974,Julian Love,DB,SEA,71,193,4,2019,1998-03-19,Notre Dame
00-0034975,Justice Hill,RB,BAL,70,200,4,2019,1997-11-14,Oklahoma State
00-0034977,Sheldrick Redwine,DB,DAL,72,196,4,2019,1996-11-06,Miami
00-0034978,Ben Powers,OL,DEN,76,310,4,2019,1996-10-29,Oklahoma
00-0034981,Foster Moreau,TE,NO,76,250,4,2019,1997-05-06,Louisiana State
00-0034982,Dre Greenlaw,LB,SF,72,225,4,2019,1997-05-25,Arkansas
00-0034983,Hunter Renfrow,WR,LV,70,185,4,2019,1995-12-21,Clemson
00-0034987,E.J. Speed,LB,IND,76,230,4,2019,1995-06-01,Tarleton State
00-0034988,Kaden Smith,TE,WAS,77,252,4,2019,1997-04-24,Stanford
00-0034989,Justin Skule,OL,TB,78,318,4,2019,1996-11-23,Vanderbilt
00-0034990,Ka'dar Hollman,DB,HOU,72,196,4,2019,1994-09-18,Toledo
00-0034991,Drew Forbes,OL,CLE,77,305,4,2019,1997-01-18,Southeast Missouri
00-0034992,Armon Watts,DL,PIT,77,295,4,2019,1996-07-22,Arkansas
00-0034993,Marcus Epps,DB,LV,72,191,4,2019,1996-01-27,Wyoming
00-0034994,Olisaemeka Udoh,OL,MIN,78,323,4,2019,1997-02-14,Elon
00-0034999,Ty Summers,LB,NO,73,240,4,2019,1995-12-31,Texas Christian
00-0035000,Quinton Bell,LB,MIA,76,253,4,2019,1996-05-09,Prairie View
00-0035003,Jackson Barton,OL,ARI,79,302,4,2019,1995-08-08,Utah
00-0035004,Chris Slayton,DL,GB,76,309,4,2019,1996-08-06,Syracuse
00-0035020,Demetrius Flannigan-Fowles,LB,SF,74,209,4,2019,1996-09-04,Arizona
00-0035021,Ashton Dulin,WR,IND,74,215,4,2019,1997-05-15,Malone
00-0035022,Penny Hart,WR,ATL,68,180,4,2019,1996-07-05,Georgia State
00-0035026,Kevin Givens,DL,SF,73,285,4,2019,1997-03-01,Penn State
00-0035039,Stephen Carlson,TE,CHI,76,240,4,2019,1996-12-12,Princeton
00-0035040,David Blough,QB,DET,73,200,4,2019,1995-07-31,Purdue
00-0035042,Jamie Gillan,P,NYG,73,207,4,2019,1997-07-04,Arkansas-Pine Bluff
00-0035045,D.J. Montgomery,WR,IND,73,201,4,2019,1996-11-17,Austin Peay
00-0035061,Alex Bars,OL,LV,77,314,4,2019,1995-09-08,Notre Dame
00-0035062,Sam Mustipher,OL,BAL,74,311,4,2019,1996-08-13,Notre Dame
00-0035073,Jonathan Harris,DL,DEN,77,295,4,2019,1996-08-04,Lindenwood
00-0035076,Curtis Bolton,LB,LV,72,228,4,2019,1995-12-18,Oklahoma
00-0035084,Yosh Nijman,OL,GB,79,314,4,2019,1996-01-02,Virginia Tech
00-0035094,Bryan Mone,DL,SEA,75,366,4,2019,1995-10-20,Michigan
00-0035098,Micah Abernathy,DB,ATL,72,195,4,2019,1997-02-10,Tennessee
00-0035099,Khari Blasingame,RB,CHI,72,233,4,2019,1996-07-01,Vanderbilt
00-0035100,Jake Browning,QB,CIN,74,209,4,2019,1996-04-11,Washington
00-0035101,Davion Davis,WR,WAS,71,195,4,2019,1996-10-23,Sam Houston State
00-0035102,Brandon Dillon,TE,WAS,77,250,4,2019,1997-04-30,"Marian, Ind."
00-0035108,Nate Meadors,DB,PIT,71,194,4,2019,1997-02-13,UCLA
00-0035112,Patrick Mekari,OL,BAL,76,308,4,2019,1997-08-13,California
00-0035117,Lester Cotton,OL,MIA,76,335,4,2019,1996-02-20,Alabama
00-0035118,Matthew Orzech,LS,GB,75,245,4,2019,1995-04-12,Azusa Pacific
00-0035120,Keelan Doss,WR,LAC,75,215,4,2019,1996-03-21,California-Davis
00-0035125,Alec Ingold,RB,MIA,73,242,4,2019,1996-07-09,Wisconsin
00-0035126,Antoine Wesley,WR,LV,76,206,4,2019,1997-10-22,Texas Tech
00-0035127,Andre James,OL,LV,76,300,4,2019,1997-05-02,UCLA
00-0035133,Keisean Nixon,DB,GB,70,200,4,2019,1997-06-22,South Carolina
00-0035140,Mecole Hardman,WR,KC,70,187,4,2019,1998-03-12,Georgia
00-0035141,Phil Haynes,OL,SEA,76,322,4,2019,1995-10-19,Wake Forest
00-0035142,Ugochukwu Amadi,DB,NO,69,201,4,2019,1997-05-16,Oregon
00-0035143,Ben Burr-Kirven,LB,SEA,72,230,4,2019,1997-09-08,Washington
00-0035144,Mack Wilson,LB,NE,73,240,4,2019,1998-02-14,Alabama
00-0035145,Austin Seibert,K,NYJ,69,214,4,2019,1996-11-15,Oklahoma
00-0035146,Trace McSorley,QB,PIT,72,202,4,2019,1995-08-23,Penn State
00-0035147,Rashad Fenton,DB,ARI,71,188,4,2019,1997-02-17,South Carolina
00-0035148,Darwin Thompson,RB,LV,68,200,4,2019,1997-02-12,Utah State
00-0035149,Nick Allegretti,OL,KC,76,320,4,2019,1996-04-21,Illinois
00-0035150,Kris Boyd,DB,HOU,71,201,4,2019,1996-09-12,Texas
00-0035156,Jack Fox,P,DET,74,224,4,2019,1996-09-01,Rice
00-0035157,Darius Harris,LB,KC,74,238,4,2019,1996-01-17,Middle Tennessee
00-0035164,Cody Thompson,WR,SEA,74,205,4,2019,1996-01-11,Toledo
00-0035166,Azeez Al-Shaair,LB,TEN,74,228,4,2019,1997-08-04,Florida Atlantic
00-0035181,Darrius Shepherd,WR,LAC,71,188,4,2019,1995-11-01,North Dakota State
00-0035184,Devine Ozigbo,RB,DET,74,225,4,2019,1996-10-02,Nebraska
00-0035187,Austin Walter,RB,LV,68,202,4,2019,1996-08-17,Rice
00-0035189,Matthew Wright,K,CAR,71,179,4,2019,1996-03-22,Central Florida
00-0035190,A.J. Cole,P,LV,76,220,4,2019,1995-11-27,North Carolina State
00-0035192,Joey Slye,K,WAS,71,213,4,2019,1996-04-10,Virginia Tech
00-0035202,Del'Shawn Phillips,LB,BAL,74,230,4,2019,1996-10-09,Illinois
00-0035208,Olamide Zaccheaus,WR,PHI,68,193,4,2019,1997-07-23,Virginia
00-0035210,Herb Miller,DB,BUF,73,190,4,2019,1997-11-11,Florida Atlantic
00-0035215,Deonte Harty,WR,BUF,66,170,4,2019,1997-12-04,Assumption
00-0035216,Diontae Johnson,WR,PIT,70,181,4,2019,1996-07-05,Toledo
00-0035217,Benny Snell,RB,DET,70,223,4,2019,1998-02-27,Kentucky
00-0035219,Isaiah Buggs,DL,KC,75,295,4,2019,1996-08-24,Alabama
00-0035222,Zach Gentry,TE,LV,80,265,4,2019,1996-09-10,Michigan
00-0035223,Ulysees Gilbert,LB,TB,72,230,4,2019,1997-08-09,Akron
00-0035227,P.J. Locke,DB,DEN,70,202,4,2019,1997-02-12,Texas
00-0035228,Kyler Murray,QB,ARI,70,207,4,2019,1997-08-07,Oklahoma
00-0035229,T.J. Hockenson,TE,MIN,77,248,4,2019,1997-07-03,Iowa
00-0035230,Ed Oliver,DL,BUF,73,287,4,2019,1997-12-12,Houston
00-0035231,Christian Wilkins,DL,MIA,76,315,4,2019,1995-12-20,Clemson
00-0035233,Andre Dillard,OL,TEN,77,315,4,2019,1995-10-03,Washington State
00-0035234,Tytus Howard,OL,HOU,77,322,4,2019,1996-05-23,Alabama State
00-0035235,Kaleb McGary,OL,ATL,78,306,4,2019,1995-02-22,Washington
00-0035236,Byron Murphy,DB,MIN,71,190,4,2019,1998-01-18,Washington
00-0035237,Jawaan Taylor,OL,KC,77,312,4,2019,1997-11-25,Florida
00-0035238,Cody Ford,OL,CIN,75,329,4,2019,1996-12-28,Oklahoma
00-0035239,Sean Murphy-Bunting,DB,TEN,72,195,4,2019,1997-06-19,Central Michigan
00-0035240,Jahlani Tavai,LB,NE,74,250,4,2019,1996-09-28,Hawaii
00-0035241,Joejuan Williams,DB,MIN,75,212,4,2019,1997-12-06,Vanderbilt
00-0035242,Erik McCoy,OL,NO,76,315,4,2019,1997-08-27,Texas A&amp;M
00-0035243,Miles Sanders,RB,CAR,71,211,4,2019,1997-05-01,Penn State
00-0035244,Lonnie Johnson,DB,NO,74,213,4,2019,1995-11-04,Kentucky
00-0035245,Max Scharping,OL,CIN,78,325,4,2019,1996-08-10,Northern Illinois
00-0035246,J.J. Arcega-Whiteside,WR,ATL,74,225,4,2019,1996-12-31,Stanford
00-0035247,Trysten Hill,DL,NE,75,308,4,2019,1998-03-25,Central Florida
00-0035248,Zach Allen,DL,DEN,77,281,4,2019,1997-08-20,Boston College
00-0035249,Josh Oliver,TE,MIN,77,250,4,2019,1997-03-21,San Jose State
00-0035250,Devin Singletary,RB,HOU,67,203,4,2019,1997-09-03,Florida Atlantic
00-0035251,Will Grier,QB,LAC,73,220,4,2019,1995-04-03,West Virginia
00-0035252,Yodny Cajuste,OL,NYG,77,310,4,2019,1996-02-21,West Virginia
00-0035253,C.J. Gardner-Johnson,DB,DET,71,208,4,2019,1997-12-20,Florida
00-0035254,Anthony Nelson,LB,TB,79,272,4,2019,1997-03-04,Iowa
00-0035255,Kendall Sheffield,DB,TEN,70,212,4,2019,1996-05-30,Ohio State
00-0035258,Hjalte Froholdt,OL,ARI,77,310,4,2019,1996-08-20,Arkansas
00-0035259,Trevon Wesco,TE,TEN,75,267,4,2019,1995-09-12,West Virginia
00-0035260,Renell Wren,DL,PIT,77,315,4,2019,1995-10-23,Arizona State
00-0035261,Tony Pollard,RB,DAL,72,209,4,2019,1997-04-30,Memphis
00-0035262,Drue Tranquill,LB,KC,74,234,4,2019,1995-08-15,Notre Dame
00-0035263,Wes Martin,OL,CLE,75,316,4,2019,1996-05-09,Indiana
00-0035264,Jarrett Stidham,QB,DEN,75,214,4,2019,1996-08-08,Auburn
00-0035265,John Cominsky,DL,DET,77,285,4,2019,1995-11-22,"Charleston, W. Va."
00-0035266,Mike Jordan,OL,GB,78,315,4,2019,1998-01-25,Ohio State
00-0035269,Matt Gay,K,IND,72,232,4,2019,1994-03-15,Utah
00-0035270,Amani Oruwariye,DB,JAX,74,203,4,2019,1996-02-09,Penn State
00-0035272,Andrew Van Ginkel,LB,MIA,76,242,4,2019,1995-07-01,Wisconsin
00-0035273,Qadree Ollison,RB,PIT,73,232,4,2019,1996-09-08,Pittsburgh
00-0035274,Ross Pierschbacher,OL,PHI,76,315,4,2019,1995-05-05,Alabama
00-0035276,Blake Cashman,LB,HOU,73,235,4,2019,1996-05-10,Minnesota
00-0035277,Michael Jackson,DB,SEA,73,210,4,2019,1997-01-10,Miami
00-0035278,Byron Cowart,DL,MIA,75,300,4,2019,1996-05-20,Maryland
00-0035279,Charles Omenihu,DL,KC,77,280,4,2019,1997-08-20,Texas
00-0035280,Jake Bailey,P,MIA,74,205,4,2019,1997-06-18,Stanford
00-0035282,Easton Stick,QB,LAC,73,224,4,2019,1995-09-15,North Dakota State
00-0035286,Cole Holcomb,LB,PIT,73,240,4,2019,1996-07-30,North Carolina
00-0035287,KeeSean Johnson,WR,BUF,73,199,4,2019,1996-10-09,Fresno State
00-0035289,Gardner Minshew,QB,IND,73,225,4,2019,1996-05-16,Washington State
00-0035290,Jaquan Johnson,DB,TB,70,190,4,2019,1995-11-06,Miami
00-0035291,Trayveon Williams,RB,CIN,68,206,4,2019,1997-10-18,Texas A&amp;M
